C,R,W,ConversionGain,NoiseFigure,VoltageSwing
4e-13,410,1.1e-05,-16.04,7.082,0.001537
4e-13,410,1.2e-05,-18.02,7.058,0.001543
4e-13,410,1.3e-05,-16.45,7.053,0.001546
4e-13,410,1.4e-05,-21.95,7.064,0.001544
4e-13,410,1.5e-05,-28.45,7.088,0.001541
4e-13,410,1.6e-05,-28.83,7.124,0.001536
4e-13,410,1.7e-05,-30.3,7.17,0.001527
4e-13,410,1.8e-05,-31.33,7.224,0.001514
4e-13,410,1.9e-05,-33.18,7.287,0.001503
4e-13,410,2.1e-05,-37.62,7.436,0.001479
4e-13,410,2.2e-05,-41.64,7.521,0.00146
4e-13,410,2.3e-05,-43.47,7.614,0.001446
4e-13,410,2.4e-05,-50.06,7.715,0.001435
4e-13,410,2.5e-05,-44.25,7.823,0.001415
4e-13,410,2.6e-05,-39.56,7.941,0.001394
4e-13,410,2.7e-05,-36.87,8.069,0.001378
4e-13,410,2.8e-05,-34.59,8.205,0.001357
4e-13,410,2.9e-05,-33.29,8.356,0.001332
4e-13,410,3e-05,-32.11,8.522,0.001312
4e-13,420,2e-05,-34.58,7.333,0.001497
4e-13,420,1e-05,-5.956,7.102,0.001531
4e-13,420,1.1e-05,-16.02,7.054,0.001544
4e-13,420,1.2e-05,-18.03,7.03,0.001548
4e-13,420,1.3e-05,-16.45,7.026,0.00155
4e-13,420,1.4e-05,-21.97,7.037,0.001547
4e-13,420,1.5e-05,-28.46,7.062,0.001548
4e-13,420,1.6e-05,-28.85,7.098,0.001541
4e-13,420,1.7e-05,-30.32,7.144,0.001529
4e-13,420,1.8e-05,-31.36,7.199,0.001519
4e-13,420,1.9e-05,-33.21,7.262,0.001508
4e-13,420,2.1e-05,-37.67,7.412,0.001481
4e-13,420,2.2e-05,-41.7,7.497,0.001466
4e-13,420,2.3e-05,-43.53,7.59,0.001453
4e-13,420,2.4e-05,-49.88,7.691,0.001437
4e-13,420,2.5e-05,-44.09,7.799,0.00142
4e-13,420,2.6e-05,-39.47,7.917,0.001391
4e-13,420,2.7e-05,-36.81,8.045,0.00138
4e-13,420,2.8e-05,-34.54,8.181,0.001361
4e-13,420,2.9e-05,-33.26,8.332,0.001336
4e-13,420,3e-05,-32.08,8.498,0.001313
4e-13,430,2e-05,-34.61,7.31,0.001496
4e-13,430,1e-05,-5.989,7.074,0.001537
4e-13,430,1.1e-05,-16.0,7.027,0.001546
4e-13,430,1.2e-05,-18.03,7.004,0.001553
4e-13,430,1.3e-05,-16.45,7.0,0.001555
4e-13,430,1.4e-05,-21.96,7.012,0.001553
4e-13,430,1.5e-05,-28.46,7.037,0.00155
4e-13,430,1.6e-05,-28.87,7.074,0.001542
4e-13,430,1.7e-05,-30.34,7.12,0.001533
4e-13,430,1.8e-05,-31.39,7.175,0.001526
4e-13,430,1.9e-05,-33.24,7.239,0.001512
4e-13,430,2.1e-05,-37.72,7.388,0.001487
4e-13,430,2.2e-05,-41.77,7.474,0.001473
4e-13,430,2.3e-05,-43.59,7.567,0.001453
4e-13,430,2.4e-05,-49.71,7.668,0.001441
4e-13,430,2.5e-05,-43.94,7.776,0.001421
4e-13,430,2.6e-05,-39.38,7.894,0.001403
4e-13,430,2.7e-05,-36.75,8.022,0.001385
4e-13,430,2.8e-05,-34.5,8.158,0.001368
4e-13,430,2.9e-05,-33.22,8.309,0.001343
4e-13,430,3e-05,-32.05,8.475,0.001319
4e-13,440,2e-05,-34.65,7.287,0.001504
4e-13,440,1e-05,-6.02,7.047,0.001539
4e-13,440,1.1e-05,-15.98,7.001,0.001549
4e-13,440,1.2e-05,-18.03,6.978,0.001558
4e-13,440,1.3e-05,-16.44,6.975,0.001558
4e-13,440,1.4e-05,-21.97,6.987,0.001556
4e-13,440,1.5e-05,-28.47,7.013,0.001554
4e-13,440,1.6e-05,-28.89,7.05,0.001547
4e-13,440,1.7e-05,-30.36,7.097,0.001535
4e-13,440,1.8e-05,-31.41,7.152,0.001528
4e-13,440,1.9e-05,-33.27,7.216,0.001517
4e-13,440,2.1e-05,-37.76,7.366,0.001489
4e-13,440,2.2e-05,-41.82,7.452,0.001474
4e-13,440,2.3e-05,-43.64,7.545,0.00146
4e-13,440,2.4e-05,-49.54,7.646,0.001443
4e-13,440,2.5e-05,-43.8,7.754,0.001425
4e-13,440,2.6e-05,-39.3,7.872,0.001403
4e-13,440,2.7e-05,-36.69,8.0,0.00139
4e-13,440,2.8e-05,-34.46,8.136,0.001369
4e-13,440,2.9e-05,-33.19,8.287,0.001345
4e-13,440,3e-05,-32.02,8.453,0.00132
4e-13,450,2e-05,-34.68,7.265,0.00151
4e-13,450,1e-05,-6.05,7.021,0.001545
4e-13,450,1.1e-05,-15.96,6.975,0.001555
4e-13,450,1.2e-05,-18.03,6.954,0.001561
4e-13,450,1.3e-05,-16.44,6.951,0.001562
4e-13,450,1.4e-05,-21.98,6.964,0.001561
4e-13,450,1.5e-05,-28.48,6.99,0.001556
4e-13,450,1.6e-05,-28.9,7.027,0.001549
4e-13,450,1.7e-05,-30.38,7.074,0.00154
4e-13,450,1.8e-05,-31.43,7.13,0.001533
4e-13,450,1.9e-05,-33.3,7.194,0.001517
4e-13,450,2.1e-05,-37.81,7.344,0.001493
4e-13,450,2.2e-05,-41.88,7.43,0.001479
4e-13,450,2.3e-05,-43.69,7.524,0.001459
4e-13,450,2.4e-05,-49.37,7.625,0.001447
4e-13,450,2.5e-05,-43.66,7.733,0.00143
4e-13,450,2.6e-05,-39.23,7.851,0.001404
4e-13,450,2.7e-05,-36.64,7.979,0.001389
4e-13,450,2.8e-05,-34.42,8.115,0.001374
4e-13,450,2.9e-05,-33.15,8.266,0.001346
4e-13,450,3e-05,-32.0,8.431,0.001324
4e-13,460,2e-05,-34.71,7.245,0.001509
4e-13,460,1e-05,-6.079,6.996,0.001548
4e-13,460,1.1e-05,-15.94,6.951,0.001557
4e-13,460,1.2e-05,-18.03,6.93,0.001564
4e-13,460,1.3e-05,-16.44,6.928,0.001568
4e-13,460,1.4e-05,-21.98,6.941,0.001562
4e-13,460,1.5e-05,-28.48,6.968,0.001561
4e-13,460,1.6e-05,-28.92,7.005,0.001555
4e-13,460,1.7e-05,-30.4,7.052,0.001542
4e-13,460,1.8e-05,-31.46,7.109,0.001532
4e-13,460,1.9e-05,-33.33,7.173,0.001525
4e-13,460,2.1e-05,-37.85,7.323,0.001494
4e-13,460,2.2e-05,-41.93,7.41,0.001477
4e-13,460,2.3e-05,-43.72,7.503,0.001464
4e-13,460,2.4e-05,-49.21,7.604,0.00145
4e-13,460,2.5e-05,-43.53,7.713,0.001434
4e-13,460,2.6e-05,-39.15,7.831,0.001418
4e-13,460,2.7e-05,-36.59,7.958,0.001393
4e-13,460,2.8e-05,-34.38,8.095,0.001373
4e-13,460,2.9e-05,-33.12,8.245,0.001351
4e-13,460,3e-05,-31.97,8.411,0.001326
4e-13,470,2e-05,-34.75,7.224,0.001513
4e-13,470,1e-05,-6.107,6.972,0.001553
4e-13,470,1.1e-05,-15.93,6.928,0.001561
4e-13,470,1.2e-05,-18.03,6.907,0.001567
4e-13,470,1.3e-05,-16.44,6.905,0.001568
4e-13,470,1.4e-05,-21.99,6.919,0.001568
4e-13,470,1.5e-05,-28.49,6.946,0.001564
4e-13,470,1.6e-05,-28.93,6.984,0.001558
4e-13,470,1.7e-05,-30.42,7.032,0.00155
4e-13,470,1.8e-05,-31.48,7.088,0.001538
4e-13,470,1.9e-05,-33.35,7.152,0.001527
4e-13,470,2.1e-05,-37.89,7.303,0.001496
4e-13,470,2.2e-05,-41.98,7.39,0.00148
4e-13,470,2.3e-05,-43.76,7.483,0.001464
4e-13,470,2.4e-05,-49.06,7.585,0.001454
4e-13,470,2.5e-05,-43.41,7.693,0.001434
4e-13,470,2.6e-05,-39.08,7.811,0.001408
4e-13,470,2.7e-05,-36.54,7.939,0.001396
4e-13,470,2.8e-05,-34.34,8.075,0.001378
4e-13,470,2.9e-05,-33.09,8.226,0.001353
4e-13,470,3e-05,-31.94,8.391,0.001329
4e-13,480,2e-05,-34.78,7.205,0.001518
4e-13,480,1e-05,-6.134,6.949,0.001555
4e-13,480,1.1e-05,-15.91,6.905,0.001565
4e-13,480,1.2e-05,-18.03,6.885,0.001572
4e-13,480,1.3e-05,-16.44,6.884,0.00157
4e-13,480,1.4e-05,-22.0,6.898,0.00157
4e-13,480,1.5e-05,-28.5,6.926,0.001568
4e-13,480,1.6e-05,-28.95,6.964,0.001562
4e-13,480,1.7e-05,-30.44,7.012,0.001549
4e-13,480,1.8e-05,-31.5,7.068,0.001544
4e-13,480,1.9e-05,-33.38,7.133,0.00153
4e-13,480,2.1e-05,-37.93,7.284,0.001502
4e-13,480,2.2e-05,-42.03,7.371,0.001482
4e-13,480,2.3e-05,-43.8,7.464,0.001468
4e-13,480,2.4e-05,-48.91,7.566,0.001456
4e-13,480,2.5e-05,-43.3,7.674,0.001437
4e-13,480,2.6e-05,-39.02,7.792,0.001412
4e-13,480,2.7e-05,-36.49,7.92,0.001404
4e-13,480,2.8e-05,-34.31,8.056,0.00138
4e-13,480,2.9e-05,-33.06,8.207,0.001357
4e-13,480,3e-05,-31.92,8.372,0.001331
4e-13,490,2e-05,-34.8,7.186,0.00152
4e-13,490,1e-05,-6.16,6.927,0.001558
4e-13,490,1.1e-05,-15.89,6.884,0.001569
4e-13,490,1.2e-05,-18.03,6.864,0.001576
4e-13,490,1.3e-05,-16.44,6.863,0.001576
4e-13,490,1.4e-05,-22.01,6.878,0.001576
4e-13,490,1.5e-05,-28.5,6.906,0.001573
4e-13,490,1.6e-05,-28.96,6.944,0.001565
4e-13,490,1.7e-05,-30.45,6.992,0.001554
4e-13,490,1.8e-05,-31.52,7.049,0.001541
4e-13,490,1.9e-05,-33.4,7.114,0.001534
4e-13,490,2.1e-05,-37.97,7.266,0.001504
4e-13,490,2.2e-05,-42.07,7.352,0.00149
4e-13,490,2.3e-05,-43.84,7.446,0.001469
4e-13,490,2.4e-05,-48.77,7.548,0.001458
4e-13,490,2.5e-05,-43.19,7.656,0.001438
4e-13,490,2.6e-05,-38.95,7.774,0.001423
4e-13,490,2.7e-05,-36.45,7.902,0.001404
4e-13,490,2.8e-05,-34.27,8.038,0.001382
4e-13,490,2.9e-05,-33.03,8.188,0.001362
4e-13,490,3e-05,-31.9,8.354,0.001334
4e-13,500,2e-05,-34.83,7.168,0.001522
4e-13,500,1e-05,-6.185,6.905,0.00156
4e-13,500,1.1e-05,-15.88,6.863,0.001572
4e-13,500,1.2e-05,-18.03,6.844,0.001576
4e-13,500,1.3e-05,-16.44,6.843,0.001579
4e-13,500,1.4e-05,-22.02,6.859,0.001577
4e-13,500,1.5e-05,-28.51,6.887,0.001574
4e-13,500,1.6e-05,-28.97,6.925,0.001563
4e-13,500,1.7e-05,-30.47,6.974,0.001558
4e-13,500,1.8e-05,-31.54,7.031,0.001547
4e-13,500,1.9e-05,-33.43,7.096,0.001534
4e-13,500,2.1e-05,-38.01,7.248,0.001507
4e-13,500,2.2e-05,-42.11,7.335,0.001491
4e-13,500,2.3e-05,-43.88,7.429,0.001474
4e-13,500,2.4e-05,-48.63,7.53,0.001462
4e-13,500,2.5e-05,-43.08,7.639,0.001446
4e-13,500,2.6e-05,-38.89,7.757,0.001419
4e-13,500,2.7e-05,-36.4,7.884,0.001403
4e-13,500,2.8e-05,-34.24,8.021,0.001386
4e-13,500,2.9e-05,-33.01,8.171,0.001358
4e-13,500,3e-05,-31.88,8.336,0.001336
4e-13,510,2e-05,-34.86,7.151,0.001524
4e-13,510,1e-05,-6.209,6.884,0.001565
4e-13,510,1.1e-05,-15.86,6.842,0.001575
4e-13,510,1.2e-05,-18.03,6.824,0.001582
4e-13,510,1.3e-05,-16.44,6.824,0.001582
4e-13,510,1.4e-05,-22.02,6.84,0.00158
4e-13,510,1.5e-05,-28.52,6.868,0.001575
4e-13,510,1.6e-05,-28.99,6.907,0.00157
4e-13,510,1.7e-05,-30.48,6.956,0.001561
4e-13,510,1.8e-05,-31.55,7.013,0.00155
4e-13,510,1.9e-05,-33.45,7.078,0.001538
4e-13,510,2.1e-05,-38.04,7.231,0.001509
4e-13,510,2.2e-05,-42.16,7.318,0.001491
4e-13,510,2.3e-05,-43.91,7.412,0.00148
4e-13,510,2.4e-05,-48.5,7.513,0.001464
4e-13,510,2.5e-05,-42.98,7.622,0.001445
4e-13,510,2.6e-05,-38.83,7.74,0.001424
4e-13,510,2.7e-05,-36.36,7.867,0.001406
4e-13,510,2.8e-05,-34.21,8.004,0.001388
4e-13,510,2.9e-05,-32.98,8.154,0.001366
4e-13,510,3e-05,-31.85,8.319,0.001339
4e-13,520,2e-05,-34.89,7.134,0.001527
4e-13,520,1e-05,-6.233,6.864,0.001565
4e-13,520,1.1e-05,-15.85,6.823,0.001578
4e-13,520,1.2e-05,-18.03,6.805,0.001586
4e-13,520,1.3e-05,-16.44,6.806,0.001585
4e-13,520,1.4e-05,-22.03,6.822,0.001582
4e-13,520,1.5e-05,-28.52,6.85,0.001578
4e-13,520,1.6e-05,-29.0,6.89,0.001572
4e-13,520,1.7e-05,-30.5,6.939,0.001565
4e-13,520,1.8e-05,-31.57,6.996,0.001551
4e-13,520,1.9e-05,-33.47,7.062,0.00154
4e-13,520,2.1e-05,-38.07,7.214,0.001513
4e-13,520,2.2e-05,-42.19,7.301,0.001496
4e-13,520,2.3e-05,-43.94,7.395,0.001477
4e-13,520,2.4e-05,-48.37,7.497,0.001464
4e-13,520,2.5e-05,-42.89,7.605,0.001447
4e-13,520,2.6e-05,-38.77,7.724,0.001421
4e-13,520,2.7e-05,-36.32,7.851,0.00141
4e-13,520,2.8e-05,-34.18,7.988,0.00139
4e-13,520,2.9e-05,-32.95,8.138,0.001365
4e-13,520,3e-05,-31.83,8.303,0.001342
4e-13,530,2e-05,-34.91,7.118,0.00153
4e-13,530,1e-05,-6.255,6.845,0.001569
4e-13,530,1.1e-05,-15.84,6.804,0.001579
4e-13,530,1.2e-05,-18.03,6.787,0.001586
4e-13,530,1.3e-05,-16.44,6.788,0.00159
4e-13,530,1.4e-05,-22.04,6.804,0.001587
4e-13,530,1.5e-05,-28.53,6.833,0.00158
4e-13,530,1.6e-05,-29.01,6.873,0.001573
4e-13,530,1.7e-05,-30.51,6.922,0.001566
4e-13,530,1.8e-05,-31.59,6.98,0.001556
4e-13,530,1.9e-05,-33.49,7.045,0.001543
4e-13,530,2.1e-05,-38.11,7.198,0.001515
4e-13,530,2.2e-05,-42.23,7.285,0.0015
4e-13,530,2.3e-05,-43.97,7.379,0.001481
4e-13,530,2.4e-05,-48.24,7.481,0.001467
4e-13,530,2.5e-05,-42.8,7.59,0.001451
4e-13,530,2.6e-05,-38.72,7.708,0.001424
4e-13,530,2.7e-05,-36.28,7.835,0.001409
4e-13,530,2.8e-05,-34.15,7.972,0.001392
4e-13,530,2.9e-05,-32.93,8.122,0.001369
4e-13,530,3e-05,-31.81,8.287,0.001343
4e-13,540,2e-05,-34.93,7.103,0.001533
4e-13,540,1e-05,-6.277,6.826,0.001573
4e-13,540,1.1e-05,-15.82,6.786,0.001584
4e-13,540,1.2e-05,-18.03,6.769,0.001588
4e-13,540,1.3e-05,-16.44,6.77,0.00159
4e-13,540,1.4e-05,-22.04,6.787,0.001585
4e-13,540,1.5e-05,-28.53,6.816,0.001582
4e-13,540,1.6e-05,-29.02,6.856,0.001577
4e-13,540,1.7e-05,-30.53,6.906,0.001569
4e-13,540,1.8e-05,-31.61,6.964,0.001558
4e-13,540,1.9e-05,-33.51,7.029,0.001546
4e-13,540,2.1e-05,-38.14,7.183,0.001516
4e-13,540,2.2e-05,-42.26,7.27,0.001498
4e-13,540,2.3e-05,-43.99,7.364,0.001483
4e-13,540,2.4e-05,-48.12,7.466,0.001475
4e-13,540,2.5e-05,-42.71,7.574,0.001456
4e-13,540,2.6e-05,-38.67,7.693,0.001429
4e-13,540,2.7e-05,-36.25,7.82,0.001414
4e-13,540,2.8e-05,-34.12,7.957,0.001392
4e-13,540,2.9e-05,-32.91,8.107,0.001371
4e-13,540,3e-05,-31.79,8.272,0.001345
4e-13,550,2e-05,-34.96,7.087,0.001537
4e-13,550,1e-05,-6.299,6.808,0.001575
4e-13,550,1.1e-05,-15.81,6.768,0.001585
4e-13,550,1.2e-05,-18.03,6.752,0.001592
4e-13,550,1.3e-05,-16.44,6.754,0.001594
4e-13,550,1.4e-05,-22.05,6.771,0.001589
4e-13,550,1.5e-05,-28.54,6.8,0.001587
4e-13,550,1.6e-05,-29.03,6.84,0.001579
4e-13,550,1.7e-05,-30.54,6.89,0.001571
4e-13,550,1.8e-05,-31.62,6.948,0.001562
4e-13,550,1.9e-05,-33.53,7.014,0.00155
4e-13,550,2.1e-05,-38.17,7.168,0.001521
4e-13,550,2.2e-05,-42.3,7.255,0.001504
4e-13,550,2.3e-05,-44.02,7.349,0.001486
4e-13,550,2.4e-05,-48.01,7.451,0.001473
4e-13,550,2.5e-05,-42.63,7.56,0.001456
4e-13,550,2.6e-05,-38.62,7.678,0.001435
4e-13,550,2.7e-05,-36.21,7.806,0.001414
4e-13,550,2.8e-05,-34.1,7.942,0.001397
4e-13,550,2.9e-05,-32.88,8.092,0.001374
4e-13,550,3e-05,-31.78,8.257,0.00135
4e-13,560,2e-05,-34.98,7.073,0.001538
4e-13,560,1e-05,-6.319,6.79,0.001578
4e-13,560,1.1e-05,-15.8,6.751,0.001587
4e-13,560,1.2e-05,-18.04,6.735,0.001595
4e-13,560,1.3e-05,-16.44,6.737,0.001598
4e-13,560,1.4e-05,-22.06,6.755,0.001593
4e-13,560,1.5e-05,-28.54,6.785,0.001589
4e-13,560,1.6e-05,-29.04,6.825,0.001581
4e-13,560,1.7e-05,-30.56,6.875,0.00157
4e-13,560,1.8e-05,-31.64,6.933,0.001563
4e-13,560,1.9e-05,-33.55,6.999,0.00155
4e-13,560,2.1e-05,-38.2,7.153,0.001521
4e-13,560,2.2e-05,-42.33,7.24,0.001506
4e-13,560,2.3e-05,-44.04,7.335,0.001487
4e-13,560,2.4e-05,-47.9,7.437,0.001477
4e-13,560,2.5e-05,-42.55,7.546,0.001457
4e-13,560,2.6e-05,-38.57,7.664,0.001437
4e-13,560,2.7e-05,-36.19,7.791,0.001417
4e-13,560,2.8e-05,-34.07,7.928,0.001397
4e-13,560,2.9e-05,-32.86,8.078,0.001373
4e-13,560,3e-05,-31.76,8.242,0.001349
4e-13,570,2e-05,-35.0,7.059,0.001537
4e-13,570,1e-05,-6.339,6.773,0.001579
4e-13,570,1.1e-05,-15.78,6.735,0.001593
4e-13,570,1.2e-05,-18.04,6.719,0.001598
4e-13,570,1.3e-05,-16.44,6.722,0.001597
4e-13,570,1.4e-05,-22.06,6.739,0.001595
4e-13,570,1.5e-05,-28.7,6.769,0.001591
4e-13,570,1.6e-05,-29.05,6.81,0.001585
4e-13,570,1.7e-05,-30.57,6.86,0.001575
4e-13,570,1.8e-05,-31.65,6.919,0.001562
4e-13,570,1.9e-05,-33.57,6.985,0.001553
4e-13,570,2.1e-05,-38.23,7.139,0.001523
4e-13,570,2.2e-05,-42.36,7.227,0.00151
4e-13,570,2.3e-05,-44.06,7.321,0.001491
4e-13,570,2.4e-05,-47.79,7.423,0.001478
4e-13,570,2.5e-05,-42.47,7.532,0.00146
4e-13,570,2.6e-05,-38.52,7.65,0.001434
4e-13,570,2.7e-05,-36.15,7.778,0.001416
4e-13,570,2.8e-05,-34.05,7.914,0.001402
4e-13,570,2.9e-05,-32.84,8.064,0.001375
4e-13,570,3e-05,-31.74,8.228,0.001354
4e-13,580,2e-05,-35.02,7.045,0.001543
4e-13,580,1e-05,-6.358,6.757,0.001583
4e-13,580,1.1e-05,-15.77,6.719,0.001592
4e-13,580,1.2e-05,-18.04,6.703,0.001597
4e-13,580,1.3e-05,-16.43,6.706,0.0016
4e-13,580,1.4e-05,-22.07,6.724,0.001594
4e-13,580,1.5e-05,-28.71,6.755,0.001592
4e-13,580,1.6e-05,-29.06,6.796,0.001586
4e-13,580,1.7e-05,-30.58,6.846,0.001579
4e-13,580,1.8e-05,-31.67,6.905,0.001567
4e-13,580,1.9e-05,-33.59,6.971,0.001552
4e-13,580,2.1e-05,-38.25,7.126,0.001526
4e-13,580,2.2e-05,-42.39,7.213,0.001512
4e-13,580,2.3e-05,-44.08,7.308,0.001493
4e-13,580,2.4e-05,-47.69,7.41,0.00148
4e-13,580,2.5e-05,-42.4,7.518,0.001458
4e-13,580,2.6e-05,-38.48,7.637,0.001435
4e-13,580,2.7e-05,-36.11,7.764,0.00142
4e-13,580,2.8e-05,-34.02,7.901,0.001402
4e-13,580,2.9e-05,-32.82,8.05,0.001378
4e-13,580,3e-05,-31.72,8.215,0.001352
4e-13,590,2e-05,-35.04,7.032,0.001543
4e-13,590,1e-05,-6.377,6.741,0.001586
4e-13,590,1.1e-05,-15.76,6.703,0.001595
4e-13,590,1.2e-05,-18.04,6.688,0.001598
4e-13,590,1.3e-05,-16.43,6.692,0.001602
4e-13,590,1.4e-05,-22.08,6.71,0.001598
4e-13,590,1.5e-05,-28.72,6.741,0.001595
4e-13,590,1.6e-05,-29.07,6.782,0.001592
4e-13,590,1.7e-05,-30.59,6.832,0.001575
4e-13,590,1.8e-05,-31.68,6.891,0.001568
4e-13,590,1.9e-05,-33.61,6.958,0.001556
4e-13,590,2.1e-05,-38.28,7.112,0.001527
4e-13,590,2.2e-05,-42.41,7.2,0.001509
4e-13,590,2.3e-05,-44.1,7.295,0.001495
4e-13,590,2.4e-05,-47.59,7.397,0.001479
4e-13,590,2.5e-05,-42.32,7.506,0.001464
4e-13,590,2.6e-05,-38.44,7.624,0.001441
4e-13,590,2.7e-05,-36.08,7.751,0.001422
4e-13,590,2.8e-05,-34.0,7.888,0.001403
4e-13,590,2.9e-05,-32.8,8.037,0.001379
4e-13,590,3e-05,-31.71,8.202,0.001354
4e-13,600,2e-05,-35.06,7.019,0.001545
4e-13,600,1e-05,-6.395,6.725,0.001588
4e-13,600,1.1e-05,-15.75,6.688,0.001595
4e-13,600,1.2e-05,-18.04,6.674,0.001604
4e-13,600,1.3e-05,-16.47,6.677,0.001607
4e-13,600,1.4e-05,-22.08,6.696,0.001605
4e-13,600,1.5e-05,-28.73,6.727,0.001598
4e-13,600,1.6e-05,-29.08,6.768,0.001593
4e-13,600,1.7e-05,-30.61,6.819,0.001579
4e-13,600,1.8e-05,-31.7,6.878,0.001571
4e-13,600,1.9e-05,-33.62,6.945,0.001562
4e-13,600,2.1e-05,-38.3,7.1,0.00153
4e-13,600,2.2e-05,-42.44,7.187,0.001514
4e-13,600,2.3e-05,-44.11,7.282,0.001496
4e-13,600,2.4e-05,-47.49,7.384,0.001484
4e-13,600,2.5e-05,-42.26,7.493,0.001465
4e-13,600,2.6e-05,-38.39,7.611,0.001441
4e-13,600,2.7e-05,-36.06,7.739,0.001425
4e-13,600,2.8e-05,-33.98,7.875,0.001406
4e-13,600,2.9e-05,-32.78,8.025,0.00138
4e-13,600,3e-05,-31.69,8.189,0.001359
4.1e-13,100,2e-05,-31.46,9.748,0.001126
4.1e-13,100,1e-05,-3.775,9.859,0.001127
4.1e-13,100,1.1e-05,-18.58,9.753,0.001138
4.1e-13,100,1.2e-05,-18.02,9.679,0.001145
4.1e-13,100,1.3e-05,-16.53,9.63,0.00115
4.1e-13,100,1.4e-05,-21.33,9.603,0.001154
4.1e-13,100,1.5e-05,-27.21,9.594,0.001153
4.1e-13,100,1.6e-05,-27.44,9.6,0.00115
4.1e-13,100,1.7e-05,-28.53,9.62,0.001147
4.1e-13,100,1.8e-05,-29.25,9.652,0.001142
4.1e-13,100,1.9e-05,-30.57,9.694,0.001135
4.1e-13,100,2.1e-05,-33.25,9.811,0.001119
4.1e-13,100,2.2e-05,-35.68,9.884,0.001108
4.1e-13,100,2.3e-05,-38.1,9.967,0.001096
4.1e-13,100,2.4e-05,-40.77,10.06,0.00109
4.1e-13,100,2.5e-05,-47.36,10.17,0.001076
4.1e-13,100,2.6e-05,-51.91,10.28,0.00106
4.1e-13,100,2.7e-05,-44.69,10.41,0.001047
4.1e-13,100,2.8e-05,-39.73,10.55,0.001034
4.1e-13,100,2.9e-05,-37.18,10.71,0.001017
4.1e-13,100,3e-05,-35.08,10.88,0.0009977
4.1e-13,110,2e-05,-31.73,9.521,0.001163
4.1e-13,110,1e-05,-3.821,9.608,0.00116
4.1e-13,110,1.1e-05,-18.38,9.506,0.001172
4.1e-13,110,1.2e-05,-18.04,9.436,0.00118
4.1e-13,110,1.3e-05,-16.54,9.39,0.001186
4.1e-13,110,1.4e-05,-21.38,9.366,0.001188
4.1e-13,110,1.5e-05,-27.34,9.359,0.001187
4.1e-13,110,1.6e-05,-27.58,9.367,0.001184
4.1e-13,110,1.7e-05,-28.7,9.388,0.001181
4.1e-13,110,1.8e-05,-29.46,9.422,0.001176
4.1e-13,110,1.9e-05,-30.82,9.466,0.001168
4.1e-13,110,2.1e-05,-33.6,9.585,0.001151
4.1e-13,110,2.2e-05,-36.15,9.659,0.001141
4.1e-13,110,2.3e-05,-7.944,9.743,0.001131
4.1e-13,110,2.4e-05,-41.67,9.838,0.001121
4.1e-13,110,2.5e-05,-49.45,9.942,0.001108
4.1e-13,110,2.6e-05,-51.45,10.06,0.001091
4.1e-13,110,2.7e-05,-43.85,10.18,0.001077
4.1e-13,110,2.8e-05,-39.18,10.33,0.001062
4.1e-13,110,2.9e-05,-36.77,10.48,0.001047
4.1e-13,110,3e-05,-34.77,10.65,0.001028
4.1e-13,120,2e-05,-31.93,9.322,0.00119
4.1e-13,120,1e-05,-3.854,9.387,0.001193
4.1e-13,120,1.1e-05,-18.2,9.289,0.001204
4.1e-13,120,1.2e-05,-18.06,9.222,0.001212
4.1e-13,120,1.3e-05,-16.55,9.179,0.001219
4.1e-13,120,1.4e-05,-21.43,9.157,0.001219
4.1e-13,120,1.5e-05,-27.46,9.152,0.001218
4.1e-13,120,1.6e-05,-27.71,9.163,0.001216
4.1e-13,120,1.7e-05,-28.81,9.186,0.001212
4.1e-13,120,1.8e-05,-29.63,9.221,0.001205
4.1e-13,120,1.9e-05,-31.03,9.267,0.001197
4.1e-13,120,2.1e-05,-33.92,9.388,0.001181
4.1e-13,120,2.2e-05,-36.59,9.462,0.001168
4.1e-13,120,2.3e-05,-37.87,9.547,0.001157
4.1e-13,120,2.4e-05,-42.56,9.642,0.001149
4.1e-13,120,2.5e-05,-51.83,9.747,0.001137
4.1e-13,120,2.6e-05,-50.38,9.861,0.001119
4.1e-13,120,2.7e-05,-43.1,9.989,0.001102
4.1e-13,120,2.8e-05,-38.72,10.13,0.001091
4.1e-13,120,2.9e-05,-36.41,10.29,0.001073
4.1e-13,120,3e-05,-34.51,10.46,0.001053
4.1e-13,130,2e-05,-32.16,9.147,0.001214
4.1e-13,130,1e-05,-3.956,9.192,0.00122
4.1e-13,130,1.1e-05,-18.04,9.097,0.001232
4.1e-13,130,1.2e-05,-18.08,9.032,0.001241
4.1e-13,130,1.3e-05,-16.55,8.992,0.001245
4.1e-13,130,1.4e-05,-21.47,8.973,0.001247
4.1e-13,130,1.5e-05,-27.57,8.97,0.001248
4.1e-13,130,1.6e-05,-27.82,8.982,0.001242
4.1e-13,130,1.7e-05,-28.89,9.007,0.001237
4.1e-13,130,1.8e-05,-29.79,9.043,0.001233
4.1e-13,130,1.9e-05,-31.23,9.09,0.001223
4.1e-13,130,2.1e-05,-34.21,9.213,0.001205
4.1e-13,130,2.2e-05,-37.0,9.289,0.001193
4.1e-13,130,2.3e-05,-38.07,9.374,0.001181
4.1e-13,130,2.4e-05,-43.42,9.469,0.001173
4.1e-13,130,2.5e-05,-54.72,9.574,0.00116
4.1e-13,130,2.6e-05,-49.2,9.689,0.001137
