Vgate,Vbias,VDD,W1,W2,Bandwidth,DCPowerConsumption,VoltageGain
1.2,0.5,1.3,5e-05,6e-06,2080000000.0,2.61e-05,-2.276
1.2,0.5,1.3,5e-05,7e-06,2300000000.0,3.02e-05,-2.28
1.2,0.5,1.3,5e-05,8e-06,2480000000.0,3.43e-05,-2.285
1.2,0.5,1.3,4e-05,5e-06,2130000000.0,2.17e-05,-2.277
1.2,0.5,1.3,4e-05,2e-06,1020000000.0,8.99e-06,-2.255
1.2,0.5,1.3,4e-05,3e-06,1450000000.0,1.33e-05,-2.263
1.2,0.5,1.3,4e-05,4e-06,1780000000.0,1.75e-05,-2.271
1.2,0.5,1.3,4e-05,6e-06,2380000000.0,2.58e-05,-2.283
1.2,0.5,1.3,4e-05,7e-06,2600000000.0,2.99e-05,-2.288
1.2,0.5,1.3,4e-05,8e-06,2850000000.0,3.4e-05,-2.292
1.2,0.5,1.3,4.25e-05,5e-06,2040000000.0,2.17e-05,-2.276
1.2,0.5,1.3,4.25e-05,2e-06,980000000.0,9.02e-06,-2.254
1.2,0.5,1.3,4.25e-05,3e-06,1390000000.0,1.33e-05,-2.262
1.2,0.5,1.3,4.25e-05,4e-06,1680000000.0,1.76e-05,-2.269
1.2,0.5,1.3,4.25e-05,6e-06,2300000000.0,2.59e-05,-2.281
1.2,0.5,1.3,4.25e-05,7e-06,2520000000.0,3e-05,-2.286
1.2,0.5,1.3,4.25e-05,8e-06,2720000000.0,3.41e-05,-2.289
1.2,0.5,1.3,4.5e-05,5e-06,1960000000.0,2.18e-05,-2.274
1.2,0.5,1.3,4.5e-05,2e-06,944000000.0,9.04e-06,-2.252
1.2,0.5,1.3,4.5e-05,3e-06,1340000000.0,1.34e-05,-2.261
1.2,0.5,1.3,4.5e-05,4e-06,1620000000.0,1.76e-05,-2.268
1.2,0.5,1.3,4.5e-05,6e-06,2230000000.0,2.59e-05,-2.279
1.2,0.5,1.3,4.5e-05,7e-06,2440000000.0,3.01e-05,-2.284
1.2,0.5,1.3,4.5e-05,8e-06,2630000000.0,3.42e-05,-2.288
1.2,0.5,1.3,4.75e-05,5e-06,1880000000.0,2.18e-05,-2.272
1.2,0.5,1.3,4.75e-05,2e-06,910000000.0,9.06e-06,-2.251
1.2,0.5,1.3,4.75e-05,3e-06,1280000000.0,1.34e-05,-2.26
1.2,0.5,1.3,4.75e-05,4e-06,1570000000.0,1.76e-05,-2.267
1.2,0.5,1.3,4.75e-05,6e-06,2150000000.0,2.6e-05,-2.278
1.2,0.5,1.3,4.75e-05,7e-06,2370000000.0,3.02e-05,-2.282
1.2,0.5,1.3,4.75e-05,8e-06,2550000000.0,3.43e-05,-2.286
1.2,0.5,1.3,5.25e-05,5e-06,1710000000.0,2.19e-05,-2.27
1.2,0.5,1.3,5.25e-05,2e-06,847000000.0,9.1e-06,-2.25
1.2,0.5,1.3,5.25e-05,3e-06,1180000000.0,1.34e-05,-2.258
1.2,0.5,1.3,5.25e-05,4e-06,1470000000.0,1.77e-05,-2.264
1.2,0.5,1.3,5.25e-05,6e-06,2010000000.0,2.61e-05,-2.275
1.2,0.5,1.3,5.25e-05,7e-06,2230000000.0,3.03e-05,-2.279
1.2,0.5,1.3,5.25e-05,8e-06,2420000000.0,3.44e-05,-2.283
1.2,0.5,1.3,5.5e-05,5e-06,1650000000.0,2.2e-05,-2.269
1.2,0.5,1.3,5.5e-05,2e-06,818000000.0,9.12e-06,-2.248
1.2,0.5,1.3,5.5e-05,3e-06,1130000000.0,1.35e-05,-2.257
1.2,0.5,1.3,5.5e-05,4e-06,1430000000.0,1.77e-05,-2.263
1.2,0.5,1.3,5.5e-05,6e-06,1940000000.0,2.62e-05,-2.273
1.2,0.5,1.3,5.5e-05,7e-06,2170000000.0,3.03e-05,-2.278
1.2,0.5,1.3,5.5e-05,8e-06,2360000000.0,3.45e-05,-2.282
1.2,0.5,1.3,5.75e-05,5e-06,1600000000.0,2.2e-05,-2.267
1.2,0.5,1.3,5.75e-05,2e-06,788000000.0,9.14e-06,-2.248
1.2,0.5,1.3,5.75e-05,3e-06,1080000000.0,1.35e-05,-2.256
1.2,0.5,1.3,5.75e-05,4e-06,1390000000.0,1.78e-05,-2.262
1.2,0.5,1.3,5.75e-05,6e-06,1870000000.0,2.62e-05,-2.272
1.2,0.5,1.3,5.75e-05,7e-06,2110000000.0,3.04e-05,-2.276
1.2,0.5,1.3,5.75e-05,8e-06,2300000000.0,3.45e-05,-2.28
1.2,0.5,1.3,6e-05,5e-06,1560000000.0,2.21e-05,-2.266
1.2,0.5,1.3,6e-05,2e-06,759000000.0,9.15e-06,-2.247
1.2,0.5,1.3,6e-05,3e-06,1030000000.0,1.35e-05,-2.255
1.2,0.5,1.3,6e-05,4e-06,1340000000.0,1.78e-05,-2.261
1.2,0.5,1.3,6e-05,6e-06,1810000000.0,2.63e-05,-2.271
1.2,0.5,1.3,6e-05,7e-06,2040000000.0,3.05e-05,-2.275
1.2,0.5,1.3,6e-05,8e-06,2240000000.0,3.46e-05,-2.279
1.2,0.5,1.4,5e-05,5e-06,1820000000.0,2.37e-05,-2.268
1.2,0.5,1.4,5e-05,2e-06,884000000.0,9.85e-06,-2.247
1.2,0.5,1.4,5e-05,3e-06,1240000000.0,1.46e-05,-2.255
1.2,0.5,1.4,5e-05,4e-06,1530000000.0,1.92e-05,-2.262
1.2,0.5,1.4,5e-05,6e-06,2100000000.0,2.83e-05,-2.273
1.2,0.5,1.4,5e-05,7e-06,2320000000.0,3.28e-05,-2.278
1.2,0.5,1.4,5e-05,8e-06,2510000000.0,3.73e-05,-2.281
1.2,0.5,1.4,4e-05,5e-06,2150000000.0,2.35e-05,-2.274
1.2,0.5,1.4,4e-05,2e-06,1030000000.0,9.76e-06,-2.252
1.2,0.5,1.4,4e-05,3e-06,1460000000.0,1.44e-05,-2.261
1.2,0.5,1.4,4e-05,4e-06,1800000000.0,1.9e-05,-2.268
1.2,0.5,1.4,4e-05,6e-06,2400000000.0,2.8e-05,-2.28
1.2,0.5,1.4,4e-05,7e-06,2620000000.0,3.24e-05,-2.285
1.2,0.5,1.4,4e-05,8e-06,2880000000.0,3.69e-05,-2.289
1.2,0.5,1.4,4.25e-05,5e-06,2060000000.0,2.36e-05,-2.273
1.2,0.5,1.4,4.25e-05,2e-06,986000000.0,9.78e-06,-2.251
1.2,0.5,1.4,4.25e-05,3e-06,1400000000.0,1.45e-05,-2.259
1.2,0.5,1.4,4.25e-05,4e-06,1700000000.0,1.9e-05,-2.266
1.2,0.5,1.4,4.25e-05,6e-06,2320000000.0,2.81e-05,-2.278
1.2,0.5,1.4,4.25e-05,7e-06,2540000000.0,3.25e-05,-2.283
1.2,0.5,1.4,4.25e-05,8e-06,2750000000.0,3.7e-05,-2.287
1.2,0.5,1.4,4.5e-05,5e-06,1980000000.0,2.36e-05,-2.271
1.2,0.5,1.4,4.5e-05,2e-06,950000000.0,9.81e-06,-2.249
1.2,0.5,1.4,4.5e-05,3e-06,1350000000.0,1.45e-05,-2.258
1.2,0.5,1.4,4.5e-05,4e-06,1630000000.0,1.91e-05,-2.265
1.2,0.5,1.4,4.5e-05,6e-06,2240000000.0,2.81e-05,-2.276
1.2,0.5,1.4,4.5e-05,7e-06,2460000000.0,3.26e-05,-2.281
1.2,0.5,1.4,4.5e-05,8e-06,2650000000.0,3.71e-05,-2.285
1.2,0.5,1.4,4.75e-05,5e-06,1900000000.0,2.37e-05,-2.27
1.2,0.5,1.4,4.75e-05,2e-06,916000000.0,9.83e-06,-2.248
1.2,0.5,1.4,4.75e-05,3e-06,1290000000.0,1.45e-05,-2.256
1.2,0.5,1.4,4.75e-05,4e-06,1580000000.0,1.91e-05,-2.264
1.2,0.5,1.4,4.75e-05,6e-06,2170000000.0,2.82e-05,-2.275
1.2,0.5,1.4,4.75e-05,7e-06,2390000000.0,3.27e-05,-2.279
1.2,0.5,1.4,4.75e-05,8e-06,2580000000.0,3.72e-05,-2.283
1.2,0.5,1.4,5.25e-05,5e-06,1740000000.0,2.38e-05,-2.267
1.2,0.5,1.4,5.25e-05,2e-06,853000000.0,9.87e-06,-2.247
1.2,0.5,1.4,5.25e-05,3e-06,1190000000.0,1.46e-05,-2.254
1.2,0.5,1.4,5.25e-05,4e-06,1480000000.0,1.92e-05,-2.261
1.2,0.5,1.4,5.25e-05,6e-06,2030000000.0,2.83e-05,-2.272
1.2,0.5,1.4,5.25e-05,7e-06,2260000000.0,3.29e-05,-2.276
1.2,0.5,1.4,5.25e-05,8e-06,2440000000.0,3.73e-05,-2.28
1.2,0.5,1.4,5.5e-05,5e-06,1660000000.0,2.38e-05,-2.266
1.2,0.5,1.4,5.5e-05,2e-06,823000000.0,9.89e-06,-2.246
1.2,0.5,1.4,5.5e-05,3e-06,1140000000.0,1.46e-05,-2.253
1.2,0.5,1.4,5.5e-05,4e-06,1440000000.0,1.93e-05,-2.26
1.2,0.5,1.4,5.5e-05,6e-06,1960000000.0,2.84e-05,-2.271
1.2,0.5,1.4,5.5e-05,7e-06,2190000000.0,3.29e-05,-2.274
1.2,0.5,1.4,5.5e-05,8e-06,2380000000.0,3.74e-05,-2.279
1.2,0.5,1.4,5.75e-05,5e-06,1620000000.0,2.39e-05,-2.264
1.2,0.5,1.4,5.75e-05,2e-06,794000000.0,9.91e-06,-2.245
1.2,0.5,1.4,5.75e-05,3e-06,1090000000.0,1.46e-05,-2.253
1.2,0.5,1.4,5.75e-05,4e-06,1400000000.0,1.93e-05,-2.259
1.2,0.5,1.4,5.75e-05,6e-06,1900000000.0,2.85e-05,-2.269
1.2,0.5,1.4,5.75e-05,7e-06,2130000000.0,3.3e-05,-2.273
1.2,0.5,1.4,5.75e-05,8e-06,2320000000.0,3.75e-05,-2.277
1.2,0.5,1.4,6e-05,5e-06,1580000000.0,2.39e-05,-2.263
1.2,0.5,1.4,6e-05,2e-06,767000000.0,9.93e-06,-2.244
1.2,0.5,1.4,6e-05,3e-06,1040000000.0,1.47e-05,-2.252
1.2,0.5,1.4,6e-05,4e-06,1360000000.0,1.93e-05,-2.258
1.2,0.5,1.4,6e-05,6e-06,1830000000.0,2.85e-05,-2.268
1.2,0.5,1.4,6e-05,7e-06,2070000000.0,3.3e-05,-2.272
1.2,0.5,1.4,6e-05,8e-06,2260000000.0,3.75e-05,-2.276
1.2,0.5,1.5,5e-05,5e-06,1840000000.0,2.56e-05,-2.266
1.2,0.5,1.5,5e-05,2e-06,891000000.0,1.06e-05,-2.245
1.2,0.5,1.5,5e-05,3e-06,1250000000.0,1.57e-05,-2.253
1.2,0.5,1.5,5e-05,4e-06,1540000000.0,2.07e-05,-2.26
1.2,0.5,1.5,5e-05,6e-06,2120000000.0,3.05e-05,-2.271
1.2,0.5,1.5,5e-05,7e-06,2340000000.0,3.54e-05,-2.275
1.2,0.5,1.5,5e-05,8e-06,2520000000.0,4.02e-05,-2.279
1.2,0.5,1.5,4e-05,5e-06,2160000000.0,2.54e-05,-2.272
1.2,0.5,1.5,4e-05,2e-06,1040000000.0,1.05e-05,-2.249
1.2,0.5,1.5,4e-05,3e-06,1470000000.0,1.56e-05,-2.258
1.2,0.5,1.5,4e-05,4e-06,1820000000.0,2.05e-05,-2.265
1.2,0.5,1.5,4e-05,6e-06,2420000000.0,3.02e-05,-2.277
1.2,0.5,1.5,4e-05,7e-06,2640000000.0,3.5e-05,-2.282
1.2,0.5,1.5,4e-05,8e-06,2910000000.0,3.98e-05,-2.287
1.2,0.5,1.5,4.25e-05,5e-06,2080000000.0,2.55e-05,-2.27
1.2,0.5,1.5,4.25e-05,2e-06,993000000.0,1.06e-05,-2.248
1.2,0.5,1.5,4.25e-05,3e-06,1410000000.0,1.56e-05,-2.257
1.2,0.5,1.5,4.25e-05,4e-06,1720000000.0,2.06e-05,-2.264
1.2,0.5,1.5,4.25e-05,6e-06,2340000000.0,3.03e-05,-2.276
1.2,0.5,1.5,4.25e-05,7e-06,2560000000.0,3.51e-05,-2.28
1.2,0.5,1.5,4.25e-05,8e-06,2780000000.0,3.99e-05,-2.285
1.2,0.5,1.5,4.5e-05,5e-06,2000000000.0,2.55e-05,-2.268
1.2,0.5,1.5,4.5e-05,2e-06,957000000.0,1.06e-05,-2.247
1.2,0.5,1.5,4.5e-05,3e-06,1360000000.0,1.56e-05,-2.255
1.2,0.5,1.5,4.5e-05,4e-06,1640000000.0,2.06e-05,-2.262
1.2,0.5,1.5,4.5e-05,6e-06,2260000000.0,3.04e-05,-2.274
1.2,0.5,1.5,4.5e-05,7e-06,2480000000.0,3.52e-05,-2.279
1.2,0.5,1.5,4.5e-05,8e-06,2670000000.0,4e-05,-2.283
1.2,0.5,1.5,4.75e-05,5e-06,1920000000.0,2.56e-05,-2.267
1.2,0.5,1.5,4.75e-05,2e-06,923000000.0,1.06e-05,-2.246
1.2,0.5,1.5,4.75e-05,3e-06,1310000000.0,1.57e-05,-2.254
1.2,0.5,1.5,4.75e-05,4e-06,1590000000.0,2.07e-05,-2.261
1.2,0.5,1.5,4.75e-05,6e-06,2190000000.0,3.05e-05,-2.272
1.2,0.5,1.5,4.75e-05,7e-06,2410000000.0,3.53e-05,-2.277
1.2,0.5,1.5,4.75e-05,8e-06,2590000000.0,4.01e-05,-2.281
1.2,0.5,1.5,5.25e-05,5e-06,1760000000.0,2.57e-05,-2.264
1.2,0.5,1.5,5.25e-05,2e-06,860000000.0,1.07e-05,-2.244
1.2,0.5,1.5,5.25e-05,3e-06,1200000000.0,1.57e-05,-2.252
1.2,0.5,1.5,5.25e-05,4e-06,1490000000.0,2.07e-05,-2.259
1.2,0.5,1.5,5.25e-05,6e-06,2050000000.0,3.06e-05,-2.269
1.2,0.5,1.5,5.25e-05,7e-06,2270000000.0,3.54e-05,-2.274
1.2,0.5,1.5,5.25e-05,8e-06,2460000000.0,4.03e-05,-2.277
1.2,0.5,1.5,5.5e-05,5e-06,1680000000.0,2.57e-05,-2.263
1.2,0.5,1.5,5.5e-05,2e-06,830000000.0,1.07e-05,-2.243
1.2,0.5,1.5,5.5e-05,3e-06,1150000000.0,1.58e-05,-2.251
1.2,0.5,1.5,5.5e-05,4e-06,1450000000.0,2.08e-05,-2.257
1.2,0.5,1.5,5.5e-05,6e-06,1980000000.0,3.06e-05,-2.268
1.2,0.5,1.5,5.5e-05,7e-06,2210000000.0,3.55e-05,-2.272
1.2,0.5,1.5,5.5e-05,8e-06,2400000000.0,4.04e-05,-2.276
1.2,0.5,1.5,5.75e-05,5e-06,1630000000.0,2.58e-05,-2.262
1.2,0.5,1.5,5.75e-05,2e-06,801000000.0,1.07e-05,-2.242
1.2,0.5,1.5,5.75e-05,3e-06,1100000000.0,1.58e-05,-2.25
1.2,0.5,1.5,5.75e-05,4e-06,1410000000.0,2.08e-05,-2.256
1.2,0.5,1.5,5.75e-05,6e-06,1910000000.0,3.07e-05,-2.267
1.2,0.5,1.5,5.75e-05,7e-06,2150000000.0,3.56e-05,-2.271
1.2,0.5,1.5,5.75e-05,8e-06,2340000000.0,4.05e-05,-2.275
1.2,0.5,1.5,6e-05,5e-06,1590000000.0,2.58e-05,-2.261
1.2,0.5,1.5,6e-05,2e-06,773000000.0,1.07e-05,-2.242
1.2,0.5,1.5,6e-05,3e-06,1060000000.0,1.58e-05,-2.249
1.2,0.5,1.5,6e-05,4e-06,1370000000.0,2.09e-05,-2.255
1.2,0.5,1.5,6e-05,6e-06,1850000000.0,3.08e-05,-2.266
1.2,0.5,1.5,6e-05,7e-06,2090000000.0,3.57e-05,-2.269
1.2,0.5,1.5,6e-05,8e-06,2280000000.0,4.05e-05,-2.274
1.2,0.5,1.6,5e-05,5e-06,1860000000.0,2.75e-05,-2.264
1.2,0.5,1.6,5e-05,2e-06,898000000.0,1.14e-05,-2.243
1.2,0.5,1.6,5e-05,3e-06,1270000000.0,1.69e-05,-2.251
1.2,0.5,1.6,5e-05,4e-06,1550000000.0,2.22e-05,-2.258
1.2,0.5,1.6,5e-05,6e-06,2140000000.0,3.28e-05,-2.269
1.2,0.5,1.6,5e-05,7e-06,2360000000.0,3.8e-05,-2.273
1.2,0.5,1.6,5e-05,8e-06,2540000000.0,4.32e-05,-2.278
1.2,0.5,1.6,4e-05,5e-06,2180000000.0,2.73e-05,-2.27
1.2,0.5,1.6,4e-05,2e-06,1050000000.0,1.13e-05,-2.247
1.2,0.5,1.6,4e-05,3e-06,1480000000.0,1.67e-05,-2.256
1.2,0.5,1.6,4e-05,4e-06,1850000000.0,2.2e-05,-2.263
1.2,0.5,1.6,4e-05,6e-06,2440000000.0,3.25e-05,-2.276
1.2,0.5,1.6,4e-05,7e-06,2660000000.0,3.76e-05,-2.281
1.2,0.5,1.6,4e-05,8e-06,2940000000.0,4.28e-05,-2.285
1.2,0.5,1.6,4.25e-05,5e-06,2100000000.0,2.74e-05,-2.268
1.2,0.5,1.6,4.25e-05,2e-06,1000000000.0,1.13e-05,-2.246
1.2,0.5,1.6,4.25e-05,3e-06,1420000000.0,1.68e-05,-2.255
1.2,0.5,1.6,4.25e-05,4e-06,1750000000.0,2.21e-05,-2.262
1.2,0.5,1.6,4.25e-05,6e-06,2360000000.0,3.26e-05,-2.274
1.2,0.5,1.6,4.25e-05,7e-06,2570000000.0,3.77e-05,-2.279
1.2,0.5,1.6,4.25e-05,8e-06,2810000000.0,4.29e-05,-2.283
1.2,0.5,1.6,4.5e-05,5e-06,2020000000.0,2.74e-05,-2.267
1.2,0.5,1.6,4.5e-05,2e-06,964000000.0,1.14e-05,-2.245
1.2,0.5,1.6,4.5e-05,3e-06,1370000000.0,1.68e-05,-2.253
1.2,0.5,1.6,4.5e-05,4e-06,1650000000.0,2.21e-05,-2.26
1.2,0.5,1.6,4.5e-05,6e-06,2280000000.0,3.26e-05,-2.272
1.2,0.5,1.6,4.5e-05,7e-06,2500000000.0,3.78e-05,-2.277
1.2,0.5,1.6,4.5e-05,8e-06,2690000000.0,4.3e-05,-2.281
1.2,0.5,1.6,4.75e-05,5e-06,1940000000.0,2.75e-05,-2.265
1.2,0.5,1.6,4.75e-05,2e-06,930000000.0,1.14e-05,-2.244
1.2,0.5,1.6,4.75e-05,3e-06,1320000000.0,1.68e-05,-2.252
1.2,0.5,1.6,4.75e-05,4e-06,1600000000.0,2.22e-05,-2.259
1.2,0.5,1.6,4.75e-05,6e-06,2210000000.0,3.27e-05,-2.27
1.2,0.5,1.6,4.75e-05,7e-06,2430000000.0,3.79e-05,-2.275
1.2,0.5,1.6,4.75e-05,8e-06,2610000000.0,4.31e-05,-2.279
1.2,0.5,1.6,5.25e-05,5e-06,1780000000.0,2.76e-05,-2.262
1.2,0.5,1.6,5.25e-05,2e-06,867000000.0,1.14e-05,-2.242
1.2,0.5,1.6,5.25e-05,3e-06,1220000000.0,1.69e-05,-2.249
1.2,0.5,1.6,5.25e-05,4e-06,1510000000.0,2.23e-05,-2.256
1.2,0.5,1.6,5.25e-05,6e-06,2070000000.0,3.29e-05,-2.267
1.2,0.5,1.6,5.25e-05,7e-06,2290000000.0,3.81e-05,-2.272
1.2,0.5,1.6,5.25e-05,8e-06,2480000000.0,4.33e-05,-2.276
1.2,0.5,1.6,5.5e-05,5e-06,1700000000.0,2.77e-05,-2.261
1.2,0.5,1.6,5.5e-05,2e-06,837000000.0,1.15e-05,-2.241
1.2,0.5,1.6,5.5e-05,3e-06,1170000000.0,1.7e-05,-2.248
1.2,0.5,1.6,5.5e-05,4e-06,1460000000.0,2.23e-05,-2.255
1.2,0.5,1.6,5.5e-05,6e-06,2000000000.0,3.29e-05,-2.266
1.2,0.5,1.6,5.5e-05,7e-06,2230000000.0,3.82e-05,-2.271
1.2,0.5,1.6,5.5e-05,8e-06,2420000000.0,4.34e-05,-2.275
1.2,0.5,1.6,5.75e-05,5e-06,1640000000.0,2.77e-05,-2.26
1.2,0.5,1.6,5.75e-05,2e-06,808000000.0,1.15e-05,-2.24
1.2,0.5,1.6,5.75e-05,3e-06,1120000000.0,1.7e-05,-2.248
1.2,0.5,1.6,5.75e-05,4e-06,1420000000.0,2.24e-05,-2.254
1.2,0.5,1.6,5.75e-05,6e-06,1930000000.0,3.3e-05,-2.265
1.2,0.5,1.6,5.75e-05,7e-06,2170000000.0,3.82e-05,-2.269
1.2,0.5,1.6,5.75e-05,8e-06,2360000000.0,4.35e-05,-2.273
1.2,0.5,1.6,6e-05,5e-06,1600000000.0,2.78e-05,-2.259
1.2,0.5,1.6,6e-05,2e-06,780000000.0,1.15e-05,-2.239
1.2,0.5,1.6,6e-05,3e-06,1070000000.0,1.7e-05,-2.247
1.2,0.5,1.6,6e-05,4e-06,1380000000.0,2.24e-05,-2.253
1.2,0.5,1.6,6e-05,6e-06,1870000000.0,3.31e-05,-2.264
1.2,0.5,1.6,6e-05,7e-06,2110000000.0,3.83e-05,-2.268
1.2,0.5,1.6,6e-05,8e-06,2300000000.0,4.36e-05,-2.272
1.2,0.5,1.7,5e-05,5e-06,1880000000.0,2.95e-05,-2.262
1.2,0.5,1.7,5e-05,2e-06,905000000.0,1.22e-05,-2.241
1.2,0.5,1.7,5e-05,3e-06,1280000000.0,1.81e-05,-2.25
1.2,0.5,1.7,5e-05,4e-06,1560000000.0,2.38e-05,-2.256
1.2,0.5,1.7,5e-05,6e-06,2160000000.0,3.51e-05,-2.268
1.2,0.5,1.7,5e-05,7e-06,2380000000.0,4.07e-05,-2.272
1.2,0.5,1.7,5e-05,8e-06,2560000000.0,4.62e-05,-2.277
1.2,0.5,1.7,4e-05,5e-06,2200000000.0,2.92e-05,-2.269
1.2,0.5,1.7,4e-05,2e-06,1070000000.0,1.21e-05,-2.246
1.2,0.5,1.7,4e-05,3e-06,1490000000.0,1.79e-05,-2.255
1.2,0.5,1.7,4e-05,4e-06,1860000000.0,2.36e-05,-2.263
1.2,0.5,1.7,4e-05,6e-06,2460000000.0,3.48e-05,-2.274
1.2,0.5,1.7,4e-05,7e-06,2680000000.0,4.03e-05,-2.28
1.2,0.5,1.7,4e-05,8e-06,2980000000.0,4.58e-05,-2.284
1.2,0.5,1.7,4.25e-05,5e-06,2120000000.0,2.93e-05,-2.267
1.2,0.5,1.7,4.25e-05,2e-06,1010000000.0,1.21e-05,-2.244
1.2,0.5,1.7,4.25e-05,3e-06,1430000000.0,1.79e-05,-2.253
1.2,0.5,1.7,4.25e-05,4e-06,1760000000.0,2.36e-05,-2.261
1.2,0.5,1.7,4.25e-05,6e-06,2380000000.0,3.49e-05,-2.273
1.2,0.5,1.7,4.25e-05,7e-06,2590000000.0,4.04e-05,-2.278
1.2,0.5,1.7,4.25e-05,8e-06,2850000000.0,4.59e-05,-2.282
1.2,0.5,1.7,4.5e-05,5e-06,2040000000.0,2.94e-05,-2.265
1.2,0.5,1.7,4.5e-05,2e-06,971000000.0,1.22e-05,-2.243
1.2,0.5,1.7,4.5e-05,3e-06,1380000000.0,1.8e-05,-2.252
1.2,0.5,1.7,4.5e-05,4e-06,1670000000.0,2.37e-05,-2.259
1.2,0.5,1.7,4.5e-05,6e-06,2300000000.0,3.49e-05,-2.271
1.2,0.5,1.7,4.5e-05,7e-06,2520000000.0,4.05e-05,-2.276
1.2,0.5,1.7,4.5e-05,8e-06,2720000000.0,4.6e-05,-2.28
1.2,0.5,1.7,4.75e-05,5e-06,1960000000.0,2.94e-05,-2.264
1.2,0.5,1.7,4.75e-05,2e-06,937000000.0,1.22e-05,-2.242
1.2,0.5,1.7,4.75e-05,3e-06,1330000000.0,1.8e-05,-2.251
1.2,0.5,1.7,4.75e-05,4e-06,1610000000.0,2.38e-05,-2.257
1.2,0.5,1.7,4.75e-05,6e-06,2230000000.0,3.5e-05,-2.269
1.2,0.5,1.7,4.75e-05,7e-06,2450000000.0,4.06e-05,-2.274
1.2,0.5,1.7,4.75e-05,8e-06,2630000000.0,4.61e-05,-2.278
1.2,0.5,1.7,5.25e-05,5e-06,1800000000.0,2.95e-05,-2.261
1.2,0.5,1.7,5.25e-05,2e-06,874000000.0,1.23e-05,-2.24
1.2,0.5,1.7,5.25e-05,3e-06,1230000000.0,1.81e-05,-2.249
1.2,0.5,1.7,5.25e-05,4e-06,1520000000.0,2.39e-05,-2.255
1.2,0.5,1.7,5.25e-05,6e-06,2090000000.0,3.52e-05,-2.266
1.2,0.5,1.7,5.25e-05,7e-06,2310000000.0,4.08e-05,-2.271
1.2,0.5,1.7,5.25e-05,8e-06,2500000000.0,4.63e-05,-2.275
1.2,0.5,1.7,5.5e-05,5e-06,1720000000.0,2.96e-05,-2.26
1.2,0.5,1.7,5.5e-05,2e-06,844000000.0,1.23e-05,-2.239
1.2,0.5,1.7,5.5e-05,3e-06,1180000000.0,1.81e-05,-2.248
1.2,0.5,1.7,5.5e-05,4e-06,1470000000.0,2.39e-05,-2.254
1.2,0.5,1.7,5.5e-05,6e-06,2020000000.0,3.53e-05,-2.265
1.2,0.5,1.7,5.5e-05,7e-06,2250000000.0,4.09e-05,-2.269
1.2,0.5,1.7,5.5e-05,8e-06,2440000000.0,4.64e-05,-2.274
1.2,0.5,1.7,5.75e-05,5e-06,1650000000.0,2.97e-05,-2.259
1.2,0.5,1.7,5.75e-05,2e-06,815000000.0,1.23e-05,-2.239
1.2,0.5,1.7,5.75e-05,3e-06,1130000000.0,1.82e-05,-2.246
1.2,0.5,1.7,5.75e-05,4e-06,1430000000.0,2.4e-05,-2.253
1.2,0.5,1.7,5.75e-05,6e-06,1950000000.0,3.53e-05,-2.264
1.2,0.5,1.7,5.75e-05,7e-06,2190000000.0,4.09e-05,-2.268
1.2,0.5,1.7,5.75e-05,8e-06,2380000000.0,4.65e-05,-2.272
1.2,0.5,1.7,6e-05,5e-06,1610000000.0,2.97e-05,-2.258
1.2,0.5,1.7,6e-05,2e-06,787000000.0,1.23e-05,-2.238
1.2,0.5,1.7,6e-05,3e-06,1080000000.0,1.82e-05,-2.245
1.2,0.5,1.7,6e-05,4e-06,1390000000.0,2.4e-05,-2.252
1.2,0.5,1.7,6e-05,6e-06,1890000000.0,3.54e-05,-2.263
1.2,0.5,1.7,6e-05,7e-06,2120000000.0,4.1e-05,-2.267
1.2,0.5,1.7,6e-05,8e-06,2320000000.0,4.66e-05,-2.271
1.2,0.5,1.8,5e-05,5e-06,1900000000.0,3.15e-05,-2.262
1.2,0.5,1.8,5e-05,2e-06,912000000.0,1.3e-05,-2.241
1.2,0.5,1.8,5e-05,3e-06,1290000000.0,1.93e-05,-2.249
1.2,0.5,1.8,5e-05,4e-06,1580000000.0,2.54e-05,-2.256
1.2,0.5,1.8,5e-05,6e-06,2180000000.0,3.74e-05,-2.267
1.2,0.5,1.8,5e-05,7e-06,2400000000.0,4.34e-05,-2.272
1.2,0.5,1.8,5e-05,8e-06,2580000000.0,4.93e-05,-2.277
1.2,0.5,1.8,4e-05,5e-06,2220000000.0,3.12e-05,-2.268
1.2,0.5,1.8,4e-05,2e-06,1080000000.0,1.29e-05,-2.245
1.2,0.5,1.8,4e-05,3e-06,1500000000.0,1.91e-05,-2.255
1.2,0.5,1.8,4e-05,4e-06,1880000000.0,2.51e-05,-2.262
1.2,0.5,1.8,4e-05,6e-06,2480000000.0,3.71e-05,-2.274
1.2,0.5,1.8,4e-05,7e-06,2710000000.0,4.3e-05,-2.279
1.2,0.5,1.8,4e-05,8e-06,3010000000.0,4.88e-05,-2.284
1.2,0.5,1.8,4.25e-05,5e-06,2140000000.0,3.12e-05,-2.267
1.2,0.5,1.8,4.25e-05,2e-06,1020000000.0,1.3e-05,-2.244
1.2,0.5,1.8,4.25e-05,3e-06,1450000000.0,1.91e-05,-2.253
1.2,0.5,1.8,4.25e-05,4e-06,1790000000.0,2.52e-05,-2.261
1.2,0.5,1.8,4.25e-05,6e-06,2400000000.0,3.72e-05,-2.272
