Rd,VDD,Vgate,Wn,Bandwidth,DCPowerConsumption,VoltageGain
1500.0,1.0,0.6,1.15e-05,229000000.0,0.000235,12.02
1500.0,1.0,0.6,1.2e-05,230000000.0,0.000242,12.22
1500.0,1.0,0.6,1.25e-05,230000000.0,0.000249,12.42
1500.0,1.0,0.6,1.3e-05,231000000.0,0.000256,12.6
1500.0,1.0,0.6,1.35e-05,231000000.0,0.000263,12.78
1500.0,1.0,0.6,1.4e-05,232000000.0,0.000269,12.94
1500.0,1.0,0.6,1.45e-05,232000000.0,0.000276,13.1
1500.0,1.0,0.6,1.5e-05,233000000.0,0.000282,13.25
1500.0,1.0,0.65,7.5e-06,230000000.0,0.000289,12.07
1500.0,1.0,0.65,3e-06,220000000.0,0.000141,6.707
1500.0,1.0,0.65,3.5e-06,221000000.0,0.00016,7.714
1500.0,1.0,0.65,4e-06,223000000.0,0.000179,8.554
1500.0,1.0,0.65,4.5e-06,224000000.0,0.000196,9.27
1500.0,1.0,0.65,5e-06,225000000.0,0.000213,9.889
1500.0,1.0,0.65,5.5e-06,226000000.0,0.00023,10.43
1500.0,1.0,0.65,6e-06,227000000.0,0.000245,10.91
1500.0,1.0,0.65,6.5e-06,228000000.0,0.00026,11.34
1500.0,1.0,0.65,7e-06,229000000.0,0.000275,11.72
1500.0,1.0,0.65,8e-06,231000000.0,0.000302,12.39
1500.0,1.0,0.65,8.5e-06,232000000.0,0.000315,12.68
1500.0,1.0,0.65,9e-06,233000000.0,0.000328,12.94
1500.0,1.0,0.65,9.5e-06,234000000.0,0.00034,13.19
1500.0,1.0,0.65,1e-05,235000000.0,0.000352,13.41
1500.0,1.0,0.65,1.05e-05,236000000.0,0.000364,13.62
1500.0,1.0,0.65,1.1e-05,237000000.0,0.000375,13.82
1500.0,1.0,0.65,1.15e-05,238000000.0,0.000386,14.0
1500.0,1.0,0.65,1.2e-05,239000000.0,0.000396,14.16
1500.0,1.0,0.65,1.25e-05,240000000.0,0.000407,14.32
1500.0,1.0,0.65,1.3e-05,240000000.0,0.000417,14.46
1500.0,1.0,0.65,1.35e-05,241000000.0,0.000426,14.6
1500.0,1.0,0.65,1.4e-05,242000000.0,0.000436,14.72
1500.0,1.0,0.65,1.45e-05,243000000.0,0.000445,14.84
1500.0,1.0,0.65,1.5e-05,244000000.0,0.000454,14.94
1500.0,1.0,0.7,7.5e-06,237000000.0,0.000434,13.23
1500.0,1.0,0.7,3e-06,223000000.0,0.000221,8.382
1500.0,1.0,0.7,3.5e-06,224000000.0,0.00025,9.332
1500.0,1.0,0.7,4e-06,226000000.0,0.000277,10.12
1500.0,1.0,0.7,4.5e-06,227000000.0,0.000303,10.78
1500.0,1.0,0.7,5e-06,229000000.0,0.000328,11.35
1500.0,1.0,0.7,5.5e-06,231000000.0,0.000351,11.84
1500.0,1.0,0.7,6e-06,232000000.0,0.000373,12.26
1500.0,1.0,0.7,6.5e-06,234000000.0,0.000394,12.63
1500.0,1.0,0.7,7e-06,235000000.0,0.000414,12.95
1500.0,1.0,0.7,8e-06,239000000.0,0.000452,13.46
1500.0,1.0,0.7,8.5e-06,241000000.0,0.000469,13.65
1500.0,1.0,0.7,9e-06,243000000.0,0.000486,13.78
1500.0,1.0,0.7,9.5e-06,245000000.0,0.000502,13.84
1500.0,1.0,0.7,1e-05,249000000.0,0.000517,13.82
1500.0,1.0,0.7,1.05e-05,253000000.0,0.000531,13.68
1500.0,1.0,0.7,1.1e-05,260000000.0,0.000544,13.37
1500.0,1.0,0.7,1.15e-05,269000000.0,0.000556,12.85
1500.0,1.0,0.7,1.2e-05,283000000.0,0.000567,12.05
1500.0,1.0,0.7,1.25e-05,304000000.0,0.000576,11.01
1500.0,1.0,0.7,1.3e-05,334000000.0,0.000584,9.786
1500.0,1.0,0.7,1.35e-05,372000000.0,0.000591,8.473
1500.0,1.0,0.7,1.4e-05,421000000.0,0.000596,7.181
1500.0,1.0,0.7,1.45e-05,479000000.0,0.000601,5.951
1500.0,1.0,0.7,1.5e-05,547000000.0,0.000605,4.811
1500.0,1.0,0.75,7.5e-06,319000000.0,0.00057,7.736
1500.0,1.0,0.75,3e-06,225000000.0,0.000314,9.267
1500.0,1.0,0.75,3.5e-06,227000000.0,0.000353,10.15
1500.0,1.0,0.75,4e-06,229000000.0,0.00039,10.85
1500.0,1.0,0.75,4.5e-06,232000000.0,0.000424,11.4
1500.0,1.0,0.75,5e-06,235000000.0,0.000456,11.78
1500.0,1.0,0.75,5.5e-06,239000000.0,0.000485,11.97
1500.0,1.0,0.75,6e-06,245000000.0,0.000512,11.83
1500.0,1.0,0.75,6.5e-06,257000000.0,0.000535,11.16
1500.0,1.0,0.75,7e-06,279000000.0,0.000555,9.736
1500.0,1.0,0.75,8e-06,379000000.0,0.000581,5.584
1500.0,1.0,0.75,8.5e-06,457000000.0,0.00059,3.642
1500.0,1.0,0.75,9e-06,551000000.0,0.000597,1.951
1500.0,1.0,0.75,9.5e-06,661000000.0,0.000603,0.499
1500.0,1.0,0.85,3e-06,247000000.0,0.000504,7.042
1500.0,1.0,0.85,3.5e-06,303000000.0,0.000543,3.33
1500.0,1.1,0.8,3e-06,227000000.0,0.000473,9.732
1500.0,1.1,0.8,3.5e-06,231000000.0,0.000529,10.44
1500.0,1.1,0.8,4e-06,236000000.0,0.00058,10.77
1500.0,1.1,0.8,4.5e-06,246000000.0,0.000625,10.37
1500.0,1.1,0.8,5e-06,272000000.0,0.00066,8.629
1500.0,1.1,0.8,5.5e-06,327000000.0,0.000686,5.743
1500.0,1.1,0.8,6e-06,414000000.0,0.000703,2.88
1500.0,1.1,0.8,6.5e-06,527000000.0,0.000716,0.527
1500.0,1.1,0.6,7.5e-06,225000000.0,0.000203,10.17
1500.0,1.1,0.6,3e-06,218000000.0,9.45e-05,4.331
1500.0,1.1,0.6,3.5e-06,219000000.0,0.000108,5.404
1500.0,1.1,0.6,4e-06,220000000.0,0.000121,6.306
1500.0,1.1,0.6,4.5e-06,220000000.0,0.000134,7.08
1500.0,1.1,0.6,5e-06,221000000.0,0.000147,7.754
1500.0,1.1,0.6,5.5e-06,222000000.0,0.000159,8.348
1500.0,1.1,0.6,6e-06,223000000.0,0.00017,8.876
1500.0,1.1,0.6,6.5e-06,223000000.0,0.000182,9.351
1500.0,1.1,0.6,7e-06,224000000.0,0.000192,9.781
1500.0,1.1,0.6,8e-06,226000000.0,0.000213,10.53
1500.0,1.1,0.6,8.5e-06,226000000.0,0.000224,10.86
1500.0,1.1,0.6,9e-06,227000000.0,0.000233,11.16
1500.0,1.1,0.6,9.5e-06,228000000.0,0.000243,11.44
1500.0,1.1,0.6,1e-05,228000000.0,0.000252,11.71
1500.0,1.1,0.6,1.05e-05,229000000.0,0.000261,11.95
1500.0,1.1,0.6,1.1e-05,230000000.0,0.00027,12.18
1500.0,1.1,0.6,1.15e-05,230000000.0,0.000279,12.39
1500.0,1.1,0.6,1.2e-05,231000000.0,0.000287,12.59
1500.0,1.1,0.6,1.25e-05,231000000.0,0.000296,12.78
1500.0,1.1,0.6,1.3e-05,232000000.0,0.000304,12.96
1500.0,1.1,0.6,1.35e-05,233000000.0,0.000312,13.13
1500.0,1.1,0.6,1.4e-05,233000000.0,0.00032,13.3
1500.0,1.1,0.6,1.45e-05,234000000.0,0.000327,13.45
1500.0,1.1,0.6,1.5e-05,234000000.0,0.000335,13.59
1500.0,1.1,0.65,7.5e-06,231000000.0,0.000339,12.34
1500.0,1.1,0.65,3e-06,221000000.0,0.000166,7.034
1500.0,1.1,0.65,3.5e-06,222000000.0,0.000189,8.032
1500.0,1.1,0.65,4e-06,223000000.0,0.000211,8.865
1500.0,1.1,0.65,4.5e-06,224000000.0,0.000231,9.574
1500.0,1.1,0.65,5e-06,225000000.0,0.000251,10.19
1500.0,1.1,0.65,5.5e-06,227000000.0,0.00027,10.72
1500.0,1.1,0.65,6e-06,228000000.0,0.000288,11.2
1500.0,1.1,0.65,6.5e-06,229000000.0,0.000306,11.62
1500.0,1.1,0.65,7e-06,230000000.0,0.000323,12.0
1500.0,1.1,0.65,8e-06,232000000.0,0.000355,12.66
1500.0,1.1,0.65,8.5e-06,233000000.0,0.00037,12.94
1500.0,1.1,0.65,9e-06,234000000.0,0.000384,13.21
1500.0,1.1,0.65,9.5e-06,235000000.0,0.000399,13.45
1500.0,1.1,0.65,1e-05,236000000.0,0.000412,13.67
1500.0,1.1,0.65,1.05e-05,237000000.0,0.000426,13.88
1500.0,1.1,0.65,1.1e-05,238000000.0,0.000439,14.07
1500.0,1.1,0.65,1.15e-05,239000000.0,0.000451,14.25
1500.0,1.1,0.65,1.2e-05,240000000.0,0.000463,14.42
1500.0,1.1,0.65,1.25e-05,241000000.0,0.000475,14.57
1500.0,1.1,0.65,1.3e-05,242000000.0,0.000487,14.72
1500.0,1.1,0.65,1.35e-05,243000000.0,0.000498,14.86
1500.0,1.1,0.65,1.4e-05,243000000.0,0.000509,14.99
1500.0,1.1,0.65,1.45e-05,244000000.0,0.00052,15.1
1500.0,1.1,0.65,1.5e-05,245000000.0,0.00053,15.22
1500.0,1.1,0.7,7.5e-06,237000000.0,0.000503,13.48
1500.0,1.1,0.7,3e-06,223000000.0,0.000257,8.596
1500.0,1.1,0.7,3.5e-06,225000000.0,0.000291,9.542
1500.0,1.1,0.7,4e-06,226000000.0,0.000322,10.33
1500.0,1.1,0.7,4.5e-06,228000000.0,0.000352,10.99
1500.0,1.1,0.7,5e-06,229000000.0,0.000381,11.55
1500.0,1.1,0.7,5.5e-06,231000000.0,0.000407,12.04
1500.0,1.1,0.7,6e-06,233000000.0,0.000433,12.47
1500.0,1.1,0.7,6.5e-06,234000000.0,0.000457,12.85
1500.0,1.1,0.7,7e-06,236000000.0,0.000481,13.18
1500.0,1.1,0.7,8e-06,239000000.0,0.000524,13.73
1500.0,1.1,0.7,8.5e-06,240000000.0,0.000544,13.95
1500.0,1.1,0.7,9e-06,242000000.0,0.000564,14.14
1500.0,1.1,0.7,9.5e-06,244000000.0,0.000582,14.29
1500.0,1.1,0.7,1e-05,246000000.0,0.0006,14.4
1500.0,1.1,0.7,1.05e-05,249000000.0,0.000617,14.46
1500.0,1.1,0.7,1.1e-05,252000000.0,0.000633,14.45
1500.0,1.1,0.7,1.15e-05,256000000.0,0.000648,14.34
1500.0,1.1,0.7,1.2e-05,261000000.0,0.000663,14.12
1500.0,1.1,0.7,1.25e-05,269000000.0,0.000676,13.73
1500.0,1.1,0.7,1.3e-05,280000000.0,0.000688,13.12
1500.0,1.1,0.7,1.35e-05,297000000.0,0.000699,12.28
1500.0,1.1,0.7,1.4e-05,320000000.0,0.000708,11.23
1500.0,1.1,0.7,1.45e-05,353000000.0,0.000716,10.03
1500.0,1.1,0.7,1.5e-05,395000000.0,0.000723,8.769
1500.0,1.1,0.75,7.5e-06,270000000.0,0.00067,11.22
1500.0,1.1,0.75,3e-06,225000000.0,0.000361,9.431
1500.0,1.1,0.75,3.5e-06,227000000.0,0.000407,10.33
1500.0,1.1,0.75,4e-06,229000000.0,0.000449,11.05
1500.0,1.1,0.75,4.5e-06,232000000.0,0.000488,11.64
1500.0,1.1,0.75,5e-06,234000000.0,0.000525,12.11
1500.0,1.1,0.75,5.5e-06,237000000.0,0.000559,12.45
1500.0,1.1,0.75,6e-06,240000000.0,0.000591,12.64
1500.0,1.1,0.75,6.5e-06,245000000.0,0.000621,12.61
1500.0,1.1,0.75,7e-06,254000000.0,0.000647,12.21
1500.0,1.1,0.75,8e-06,300000000.0,0.000689,9.573
1500.0,1.1,0.75,8.5e-06,349000000.0,0.000703,7.538
1500.0,1.1,0.75,9e-06,418000000.0,0.000714,5.519
1500.0,1.1,0.75,9.5e-06,505000000.0,0.000723,3.701
1500.0,1.1,0.75,1e-05,610000000.0,0.00073,2.124
1500.0,1.1,0.75,1.05e-05,720000000.0,0.000736,0.758
1500.0,1.1,0.85,3e-06,235000000.0,0.000582,8.854
1500.0,1.1,0.85,3.5e-06,261000000.0,0.000638,7.018
1500.0,1.1,0.85,4e-06,330000000.0,0.000675,3.124
1500.0,1.1,0.9,3e-06,311000000.0,0.000657,1.718
1500.0,1.3,0.8,7.5e-06,539000000.0,0.00101,2.133
1500.0,1.3,0.8,3e-06,227000000.0,0.000602,10.03
1500.0,1.3,0.8,3.5e-06,230000000.0,0.000675,10.87
1500.0,1.3,0.8,4e-06,233000000.0,0.000741,11.5
1500.0,1.3,0.8,4.5e-06,237000000.0,0.000802,11.92
1500.0,1.3,0.8,5e-06,242000000.0,0.000858,12.02
1500.0,1.3,0.8,5.5e-06,253000000.0,0.000907,11.51
1500.0,1.3,0.8,6e-06,279000000.0,0.000946,9.913
1500.0,1.3,0.8,6.5e-06,333000000.0,0.000976,7.264
1500.0,1.3,0.8,7e-06,421000000.0,0.000996,4.497
1500.0,1.3,0.8,8e-06,681000000.0,0.00102,0.199
1500.0,1.3,0.6,7.5e-06,227000000.0,0.000281,10.93
1500.0,1.3,0.6,3e-06,219000000.0,0.000133,5.262
1500.0,1.3,0.6,3.5e-06,220000000.0,0.000152,6.309
1500.0,1.3,0.6,4e-06,221000000.0,0.00017,7.188
1500.0,1.3,0.6,4.5e-06,222000000.0,0.000188,7.94
1500.0,1.3,0.6,5e-06,223000000.0,0.000205,8.594
1500.0,1.3,0.6,5.5e-06,223000000.0,0.000221,9.17
1500.0,1.3,0.6,6e-06,224000000.0,0.000237,9.681
1500.0,1.3,0.6,6.5e-06,225000000.0,0.000252,10.14
1500.0,1.3,0.6,7e-06,226000000.0,0.000267,10.55
1500.0,1.3,0.6,8e-06,228000000.0,0.000295,11.28
1500.0,1.3,0.6,8.5e-06,228000000.0,0.000308,11.59
1500.0,1.3,0.6,9e-06,229000000.0,0.000322,11.88
1500.0,1.3,0.6,9.5e-06,230000000.0,0.000334,12.16
1500.0,1.3,0.6,1e-05,231000000.0,0.000347,12.41
1500.0,1.3,0.6,1.05e-05,231000000.0,0.000359,12.64
1500.0,1.3,0.6,1.1e-05,232000000.0,0.000371,12.86
1500.0,1.3,0.6,1.15e-05,233000000.0,0.000382,13.07
1500.0,1.3,0.6,1.2e-05,233000000.0,0.000394,13.26
1500.0,1.3,0.6,1.25e-05,234000000.0,0.000405,13.44
1500.0,1.3,0.6,1.3e-05,235000000.0,0.000415,13.61
1500.0,1.3,0.6,1.35e-05,235000000.0,0.000426,13.77
1500.0,1.3,0.6,1.4e-05,236000000.0,0.000436,13.93
1500.0,1.3,0.6,1.45e-05,237000000.0,0.000446,14.07
1500.0,1.3,0.6,1.5e-05,237000000.0,0.000456,14.21
1500.0,1.3,0.65,7.5e-06,233000000.0,0.000453,12.83
1500.0,1.3,0.65,3e-06,221000000.0,0.000225,7.618
1500.0,1.3,0.65,3.5e-06,223000000.0,0.000256,8.6
1500.0,1.3,0.65,4e-06,224000000.0,0.000285,9.42
1500.0,1.3,0.65,4.5e-06,225000000.0,0.000312,10.12
1500.0,1.3,0.65,5e-06,227000000.0,0.000338,10.72
1500.0,1.3,0.65,5.5e-06,228000000.0,0.000363,11.24
1500.0,1.3,0.65,6e-06,229000000.0,0.000387,11.71
1500.0,1.3,0.65,6.5e-06,230000000.0,0.00041,12.12
1500.0,1.3,0.65,7e-06,232000000.0,0.000432,12.49
1500.0,1.3,0.65,8e-06,234000000.0,0.000474,13.14
1500.0,1.3,0.65,8.5e-06,235000000.0,0.000493,13.42
1500.0,1.3,0.65,9e-06,236000000.0,0.000512,13.67
1500.0,1.3,0.65,9.5e-06,237000000.0,0.000531,13.91
1500.0,1.3,0.65,1e-05,238000000.0,0.000549,14.13
1500.0,1.3,0.65,1.05e-05,239000000.0,0.000566,14.33
1500.0,1.3,0.65,1.1e-05,240000000.0,0.000583,14.52
1500.0,1.3,0.65,1.15e-05,241000000.0,0.000599,14.7
1500.0,1.3,0.65,1.2e-05,242000000.0,0.000615,14.86
1500.0,1.3,0.65,1.25e-05,243000000.0,0.00063,15.01
1500.0,1.3,0.65,1.3e-05,244000000.0,0.000645,15.16
1500.0,1.3,0.65,1.35e-05,245000000.0,0.000659,15.29
1500.0,1.3,0.65,1.4e-05,246000000.0,0.000673,15.42
1500.0,1.3,0.65,1.45e-05,247000000.0,0.000687,15.54
1500.0,1.3,0.65,1.5e-05,248000000.0,0.0007,15.66
1500.0,1.3,0.7,7.5e-06,238000000.0,0.000656,13.85
1500.0,1.3,0.7,3e-06,224000000.0,0.000339,8.976
1500.0,1.3,0.7,3.5e-06,225000000.0,0.000383,9.916
1500.0,1.3,0.7,4e-06,227000000.0,0.000424,10.69
1500.0,1.3,0.7,4.5e-06,229000000.0,0.000462,11.35
1500.0,1.3,0.7,5e-06,230000000.0,0.000499,11.91
1500.0,1.3,0.7,5.5e-06,232000000.0,0.000533,12.4
1500.0,1.3,0.7,6e-06,234000000.0,0.000566,12.83
1500.0,1.3,0.7,6.5e-06,235000000.0,0.000598,13.21
1500.0,1.3,0.7,7e-06,237000000.0,0.000628,13.55
1500.0,1.3,0.7,8e-06,240000000.0,0.000683,14.12
1500.0,1.3,0.7,8.5e-06,241000000.0,0.00071,14.37
1500.0,1.3,0.7,9e-06,243000000.0,0.000735,14.59
1500.0,1.3,0.7,9.5e-06,245000000.0,0.000759,14.78
1500.0,1.3,0.7,1e-05,246000000.0,0.000782,14.95
1500.0,1.3,0.7,1.05e-05,248000000.0,0.000804,15.1
1500.0,1.3,0.7,1.1e-05,250000000.0,0.000825,15.23
1500.0,1.3,0.7,1.15e-05,251000000.0,0.000846,15.33
1500.0,1.3,0.7,1.2e-05,253000000.0,0.000866,15.41
1500.0,1.3,0.7,1.25e-05,256000000.0,0.000885,15.45
1500.0,1.3,0.7,1.3e-05,258000000.0,0.000903,15.45
1500.0,1.3,0.7,1.35e-05,262000000.0,0.00092,15.39
1500.0,1.3,0.7,1.4e-05,266000000.0,0.000937,15.26
1500.0,1.3,0.7,1.45e-05,271000000.0,0.000952,15.04
1500.0,1.3,0.7,1.5e-05,279000000.0,0.000966,14.68
1500.0,1.3,0.75,7.5e-06,248000000.0,0.000873,13.79
1500.0,1.3,0.75,3e-06,226000000.0,0.000467,9.709
1500.0,1.3,0.75,3.5e-06,228000000.0,0.000525,10.61
1500.0,1.3,0.75,4e-06,230000000.0,0.000579,11.35
1500.0,1.3,0.75,4.5e-06,232000000.0,0.000629,11.97
1500.0,1.3,0.75,5e-06,234000000.0,0.000676,12.49
1500.0,1.3,0.75,5.5e-06,236000000.0,0.000721,12.92
1500.0,1.3,0.75,6e-06,239000000.0,0.000763,13.27
1500.0,1.3,0.75,6.5e-06,241000000.0,0.000802,13.55
1500.0,1.3,0.75,7e-06,244000000.0,0.000839,13.73
1500.0,1.3,0.75,8e-06,254000000.0,0.000905,13.66
1500.0,1.3,0.75,8.5e-06,263000000.0,0.000934,13.23
1500.0,1.3,0.75,9e-06,279000000.0,0.000959,12.32
1500.0,1.3,0.75,9.5e-06,308000000.0,0.00098,10.88
1500.0,1.3,0.75,1e-05,355000000.0,0.000997,9.045
1500.0,1.3,0.75,1.05e-05,422000000.0,0.00101,7.141
1500.0,1.3,0.75,1.1e-05,509000000.0,0.00102,5.357
1500.0,1.3,0.75,1.15e-05,616000000.0,0.00103,3.773
1500.0,1.3,0.75,1.2e-05,728000000.0,0.00104,2.383
1500.0,1.3,0.75,1.25e-05,823000000.0,0.00104,1.192
1500.0,1.3,0.75,1.3e-05,910000000.0,0.00105,0.125
1500.0,1.3,0.85,3e-06,230000000.0,0.00074,9.94
1500.0,1.3,0.85,3.5e-06,236000000.0,0.000823,10.3
1500.0,1.3,0.85,4e-06,251000000.0,0.000894,9.469
1500.0,1.3,0.85,4.5e-06,298000000.0,0.000945,6.461
1500.0,1.3,0.85,5e-06,394000000.0,0.000978,2.721
1500.0,1.3,0.9,3e-06,245000000.0,0.000867,7.95
1500.0,1.3,0.9,3.5e-06,305000000.0,0.000934,3.923
1500.0,1.4,0.8,7.5e-06,424000000.0,0.00116,5.214
1500.0,1.4,0.8,3e-06,227000000.0,0.000672,10.15
1500.0,1.4,0.8,3.5e-06,230000000.0,0.000753,11.0
1500.0,1.4,0.8,4e-06,233000000.0,0.000827,11.67
1500.0,1.4,0.8,4.5e-06,236000000.0,0.000896,12.18
1500.0,1.4,0.8,5e-06,240000000.0,0.000959,12.5
1500.0,1.4,0.8,5.5e-06,245000000.0,0.00102,12.52
1500.0,1.4,0.8,6e-06,257000000.0,0.00107,11.98
1500.0,1.4,0.8,6.5e-06,282000000.0,0.00111,10.45
1500.0,1.4,0.8,7e-06,336000000.0,0.00114,7.921
1500.0,1.4,0.8,8e-06,543000000.0,0.00118,2.854
1500.0,1.4,0.8,8.5e-06,687000000.0,0.00119,0.916
1500.0,1.4,0.6,7.5e-06,228000000.0,0.000326,11.27
1500.0,1.4,0.6,3e-06,219000000.0,0.000156,5.685
1500.0,1.4,0.6,3.5e-06,220000000.0,0.000178,6.719
1500.0,1.4,0.6,4e-06,221000000.0,0.000199,7.585
1500.0,1.4,0.6,4.5e-06,222000000.0,0.000219,8.327
1500.0,1.4,0.6,5e-06,223000000.0,0.000239,8.971
1500.0,1.4,0.6,5.5e-06,224000000.0,0.000257,9.538
1500.0,1.4,0.6,6e-06,225000000.0,0.000275,10.04
1500.0,1.4,0.6,6.5e-06,226000000.0,0.000293,10.49
1500.0,1.4,0.6,7e-06,227000000.0,0.00031,10.9
1500.0,1.4,0.6,8e-06,229000000.0,0.000342,11.61
1500.0,1.4,0.6,8.5e-06,229000000.0,0.000358,11.92
1500.0,1.4,0.6,9e-06,230000000.0,0.000373,12.21
1500.0,1.4,0.6,9.5e-06,231000000.0,0.000387,12.47
1500.0,1.4,0.6,1e-05,232000000.0,0.000401,12.72
1500.0,1.4,0.6,1.05e-05,232000000.0,0.000415,12.95
1500.0,1.4,0.6,1.1e-05,233000000.0,0.000429,13.16
1500.0,1.4,0.6,1.15e-05,234000000.0,0.000442,13.37
1500.0,1.4,0.6,1.2e-05,235000000.0,0.000454,13.56
1500.0,1.4,0.6,1.25e-05,235000000.0,0.000467,13.73
1500.0,1.4,0.6,1.3e-05,236000000.0,0.000479,13.9
1500.0,1.4,0.6,1.35e-05,237000000.0,0.000491,14.06
1500.0,1.4,0.6,1.4e-05,237000000.0,0.000503,14.21
1500.0,1.4,0.6,1.45e-05,238000000.0,0.000514,14.35
1500.0,1.4,0.6,1.5e-05,239000000.0,0.000525,14.49
1500.0,1.4,0.65,7.5e-06,234000000.0,0.000518,13.05
1500.0,1.4,0.65,3e-06,222000000.0,0.000259,7.877
1500.0,1.4,0.65,3.5e-06,223000000.0,0.000294,8.852
1500.0,1.4,0.65,4e-06,225000000.0,0.000327,9.665
1500.0,1.4,0.65,4.5e-06,226000000.0,0.000358,10.36
1500.0,1.4,0.65,5e-06,227000000.0,0.000387,10.95
1500.0,1.4,0.65,5.5e-06,229000000.0,0.000416,11.48
1500.0,1.4,0.65,6e-06,230000000.0,0.000443,11.94
1500.0,1.4,0.65,6.5e-06,231000000.0,0.000469,12.35
1500.0,1.4,0.65,7e-06,232000000.0,0.000494,12.71
1500.0,1.4,0.65,8e-06,235000000.0,0.000541,13.35
1500.0,1.4,0.65,8.5e-06,236000000.0,0.000563,13.63
1500.0,1.4,0.65,9e-06,237000000.0,0.000584,13.88
1500.0,1.4,0.65,9.5e-06,238000000.0,0.000605,14.11
1500.0,1.4,0.65,1e-05,239000000.0,0.000625,14.33
1500.0,1.4,0.65,1.05e-05,240000000.0,0.000644,14.53
1500.0,1.4,0.65,1.1e-05,241000000.0,0.000663,14.72
1500.0,1.4,0.65,1.15e-05,242000000.0,0.000681,14.89
1500.0,1.4,0.65,1.2e-05,243000000.0,0.000699,15.05
1500.0,1.4,0.65,1.25e-05,244000000.0,0.000716,15.21
1500.0,1.4,0.65,1.3e-05,245000000.0,0.000733,15.35
1500.0,1.4,0.65,1.35e-05,246000000.0,0.000749,15.49
1500.0,1.4,0.65,1.4e-05,247000000.0,0.000765,15.61
1500.0,1.4,0.65,1.45e-05,248000000.0,0.00078,15.73
1500.0,1.4,0.65,1.5e-05,249000000.0,0.000795,15.85
1500.0,1.4,0.7,7.5e-06,239000000.0,0.000741,14.01
1500.0,1.4,0.7,3e-06,224000000.0,0.000384,9.143
1500.0,1.4,0.7,3.5e-06,226000000.0,0.000434,10.08
1500.0,1.4,0.7,4e-06,228000000.0,0.00048,10.86
1500.0,1.4,0.7,4.5e-06,229000000.0,0.000523,11.51
1500.0,1.4,0.7,5e-06,231000000.0,0.000564,12.07
1500.0,1.4,0.7,5.5e-06,233000000.0,0.000603,12.56
1500.0,1.4,0.7,6e-06,234000000.0,0.00064,12.99
1500.0,1.4,0.7,6.5e-06,236000000.0,0.000675,13.37
1500.0,1.4,0.7,7e-06,237000000.0,0.000709,13.71
1500.0,1.4,0.7,8e-06,241000000.0,0.000771,14.28
1500.0,1.4,0.7,8.5e-06,242000000.0,0.000801,14.53
1500.0,1.4,0.7,9e-06,244000000.0,0.000829,14.75
1500.0,1.4,0.7,9.5e-06,245000000.0,0.000856,14.95
1500.0,1.4,0.7,1e-05,247000000.0,0.000881,15.13
1500.0,1.4,0.7,1.05e-05,248000000.0,0.000906,15.3
1500.0,1.4,0.7,1.1e-05,250000000.0,0.00093,15.44
1500.0,1.4,0.7,1.15e-05,252000000.0,0.000953,15.57
1500.0,1.4,0.7,1.2e-05,253000000.0,0.000976,15.67
1500.0,1.4,0.7,1.25e-05,255000000.0,0.000997,15.76
1500.0,1.4,0.7,1.3e-05,257000000.0,0.00102,15.82
1500.0,1.4,0.7,1.35e-05,259000000.0,0.00104,15.86
1500.0,1.4,0.7,1.4e-05,262000000.0,0.00106,15.86
1500.0,1.4,0.7,1.45e-05,265000000.0,0.00108,15.82
1500.0,1.4,0.7,1.5e-05,269000000.0,0.00109,15.72
1500.0,1.4,0.75,7.5e-06,246000000.0,0.00098,14.18
1500.0,1.4,0.75,3e-06,226000000.0,0.000524,9.83
1500.0,1.4,0.75,3.5e-06,228000000.0,0.000589,10.74
1500.0,1.4,0.75,4e-06,230000000.0,0.000649,11.48
1500.0,1.4,0.75,4.5e-06,232000000.0,0.000706,12.1
1500.0,1.4,0.75,5e-06,234000000.0,0.000758,12.62
1500.0,1.4,0.75,5.5e-06,236000000.0,0.000808,13.07
1500.0,1.4,0.75,6e-06,239000000.0,0.000855,13.44
1500.0,1.4,0.75,6.5e-06,241000000.0,0.000899,13.76
1500.0,1.4,0.75,7e-06,243000000.0,0.000941,14.01
1500.0,1.4,0.75,8e-06,250000000.0,0.00102,14.26
1500.0,1.4,0.75,8.5e-06,255000000.0,0.00105,14.2
1500.0,1.4,0.75,9e-06,262000000.0,0.00108,13.91
1500.0,1.4,0.75,9.5e-06,274000000.0,0.00111,13.28
1500.0,1.4,0.75,1e-05,296000000.0,0.00114,12.17
1500.0,1.4,0.75,1.05e-05,332000000.0,0.00116,10.59
1500.0,1.4,0.75,1.1e-05,387000000.0,0.00117,8.773
1500.0,1.4,0.75,1.15e-05,464000000.0,0.00118,6.953
1500.0,1.4,0.75,1.2e-05,561000000.0,0.00119,5.281
1500.0,1.4,0.75,1.25e-05,676000000.0,0.0012,3.794
1500.0,1.4,0.75,1.3e-05,780000000.0,0.00121,2.491
1500.0,1.4,0.75,1.35e-05,871000000.0,0.00122,1.354
1500.0,1.4,0.75,1.4e-05,956000000.0,0.00122,0.342
1500.0,1.4,0.85,3e-06,229000000.0,0.000823,10.14
1500.0,1.4,0.85,3.5e-06,234000000.0,0.000917,10.76
1500.0,1.4,0.85,4e-06,241000000.0,0.001,10.79
1500.0,1.4,0.85,4.5e-06,263000000.0,0.00107,9.403
1500.0,1.4,0.85,5e-06,322000000.0,0.00112,6.079
1500.0,1.4,0.85,5.5e-06,431000000.0,0.00115,2.536
