C,Itail,R,WLO,WRF,DCPowerConsumption,ConversionGain,NoiseFigure,VoltageSwing
1.5e-11,0.006,1300.0,1.3e-05,2.6e-05,0.00669,-2.095,22.04,0.00295
1.5e-11,0.006,1300.0,1.3e-05,2.8e-05,0.00667,-2.579,22.21,0.00307
1.5e-11,0.006,1300.0,1.3e-05,3e-05,0.00665,-3.099,22.34,0.00305
1.5e-11,0.006,1300.0,1.4e-05,2e-05,0.00675,-1.069,21.28,0.00278
1.5e-11,0.006,1300.0,1.4e-05,1e-05,0.0069,-2.209,19.08,0.00214
1.5e-11,0.006,1300.0,1.4e-05,1.2e-05,0.00687,-1.467,19.66,0.00236
1.5e-11,0.006,1300.0,1.4e-05,1.4e-05,0.00683,-1.051,20.16,0.00249
1.5e-11,0.006,1300.0,1.4e-05,1.6e-05,0.00681,-0.882,20.59,0.00258
1.5e-11,0.006,1300.0,1.4e-05,1.8e-05,0.00678,-0.902,20.96,0.00265
1.5e-11,0.006,1300.0,1.4e-05,2.2e-05,0.00673,-1.349,21.55,0.00295
1.5e-11,0.006,1300.0,1.4e-05,2.4e-05,0.0067,-1.715,21.78,0.00293
1.5e-11,0.006,1300.0,1.4e-05,2.6e-05,0.00668,-2.145,21.96,0.00303
1.5e-11,0.006,1300.0,1.4e-05,2.8e-05,0.00666,-2.624,22.12,0.00306
1.5e-11,0.006,1300.0,1.4e-05,3e-05,0.00665,-3.138,22.25,0.00315
1.5e-11,0.006,1300.0,1.6e-05,2e-05,0.00675,-1.259,21.24,0.00297
1.5e-11,0.006,1300.0,1.6e-05,1e-05,0.0069,-2.455,19.15,0.00219
1.5e-11,0.006,1300.0,1.6e-05,1.2e-05,0.00687,-1.739,19.72,0.00241
1.5e-11,0.006,1300.0,1.6e-05,1.4e-05,0.00683,-1.325,20.2,0.00277
1.5e-11,0.006,1300.0,1.6e-05,1.6e-05,0.0068,-1.14,20.6,0.00269
1.5e-11,0.006,1300.0,1.6e-05,1.8e-05,0.00677,-1.13,20.95,0.00277
1.5e-11,0.006,1300.0,1.6e-05,2.2e-05,0.00672,-1.495,21.48,0.00307
1.5e-11,0.006,1300.0,1.6e-05,2.4e-05,0.0067,-1.815,21.67,0.00303
1.5e-11,0.006,1300.0,1.6e-05,2.6e-05,0.00667,-2.201,21.83,0.00321
1.5e-11,0.006,1300.0,1.6e-05,2.8e-05,0.00665,-2.639,21.96,0.0032
1.5e-11,0.006,1300.0,1.6e-05,3e-05,0.00663,-3.117,22.06,0.00329
1.5e-11,0.006,1300.0,1.7e-05,2e-05,0.00674,-1.255,21.22,0.003
1.5e-11,0.006,1300.0,1.7e-05,1e-05,0.0069,-2.621,19.22,0.00236
1.5e-11,0.006,1300.0,1.7e-05,1.2e-05,0.00687,-1.883,19.77,0.00233
1.5e-11,0.006,1300.0,1.7e-05,1.4e-05,0.00683,-1.438,20.23,0.00269
1.5e-11,0.006,1300.0,1.7e-05,1.6e-05,0.0068,-1.214,20.62,0.00294
1.5e-11,0.006,1300.0,1.7e-05,1.8e-05,0.00677,-1.164,20.95,0.00286
1.5e-11,0.006,1300.0,1.7e-05,2.2e-05,0.00672,-1.46,21.44,0.00308
1.5e-11,0.006,1300.0,1.7e-05,2.4e-05,0.00669,-1.758,21.63,0.00313
1.5e-11,0.006,1300.0,1.7e-05,2.6e-05,0.00667,-2.129,21.78,0.0032
1.5e-11,0.006,1300.0,1.7e-05,2.8e-05,0.00665,-2.557,21.9,0.00326
1.5e-11,0.006,1300.0,1.7e-05,3e-05,0.00663,-3.028,21.99,0.00329
1.5e-11,0.006,1300.0,1.8e-05,2e-05,0.00674,-1.194,21.2,0.00316
1.5e-11,0.006,1300.0,1.8e-05,1e-05,0.0069,-2.743,19.27,0.00241
1.5e-11,0.006,1300.0,1.8e-05,1.2e-05,0.00687,-1.963,19.81,0.00251
1.5e-11,0.006,1300.0,1.8e-05,1.4e-05,0.00683,-1.471,20.25,0.00283
1.5e-11,0.006,1300.0,1.8e-05,1.6e-05,0.0068,-1.204,20.62,0.00283
1.5e-11,0.006,1300.0,1.8e-05,1.8e-05,0.00677,-1.122,20.93,0.00291
1.5e-11,0.006,1300.0,1.8e-05,2.2e-05,0.00671,-1.39,21.42,0.00318
1.5e-11,0.006,1300.0,1.8e-05,2.4e-05,0.00669,-1.683,21.6,0.00323
1.5e-11,0.006,1300.0,1.8e-05,2.6e-05,0.00666,-2.052,21.74,0.00328
1.5e-11,0.006,1300.0,1.8e-05,2.8e-05,0.00664,-2.479,21.86,0.00335
1.5e-11,0.006,1300.0,1.8e-05,3e-05,0.00662,-2.951,21.95,0.00334
1.5e-11,0.006,1300.0,1.9e-05,2e-05,0.00674,-1.139,21.19,0.00304
1.5e-11,0.006,1300.0,1.9e-05,1e-05,0.0069,-2.798,19.3,0.00222
1.5e-11,0.006,1300.0,1.9e-05,1.2e-05,0.00687,-1.968,19.82,0.00268
1.5e-11,0.006,1300.0,1.9e-05,1.4e-05,0.00683,-1.439,20.25,0.00274
1.5e-11,0.006,1300.0,1.9e-05,1.6e-05,0.0068,-1.155,20.62,0.00295
1.5e-11,0.006,1300.0,1.9e-05,1.8e-05,0.00677,-1.068,20.93,0.00296
1.5e-11,0.006,1300.0,1.9e-05,2.2e-05,0.00671,-1.335,21.41,0.00317
1.5e-11,0.006,1300.0,1.9e-05,2.4e-05,0.00668,-1.629,21.59,0.00329
1.5e-11,0.006,1300.0,1.9e-05,2.6e-05,0.00666,-2.001,21.73,0.00336
1.5e-11,0.006,1300.0,1.9e-05,2.8e-05,0.00664,-2.431,21.84,0.00335
1.5e-11,0.006,1300.0,1.9e-05,3e-05,0.00661,-2.906,21.93,0.00332
1.5e-11,0.006,1300.0,2e-05,2e-05,0.00673,-1.11,21.19,0.00324
1.5e-11,0.006,1300.0,2e-05,1e-05,0.0069,-2.793,19.31,0.00238
1.5e-11,0.006,1300.0,2e-05,1.2e-05,0.00686,-1.938,19.82,0.00241
1.5e-11,0.006,1300.0,2e-05,1.4e-05,0.00683,-1.402,20.25,0.00293
1.5e-11,0.006,1300.0,2e-05,1.6e-05,0.0068,-1.119,20.62,0.00294
1.5e-11,0.006,1300.0,2e-05,1.8e-05,0.00676,-1.035,20.93,0.00302
1.5e-11,0.006,1300.0,2e-05,2.2e-05,0.00671,-1.311,21.41,0.00329
1.5e-11,0.006,1300.0,2e-05,2.4e-05,0.00668,-1.611,21.59,0.00337
1.5e-11,0.006,1300.0,2e-05,2.6e-05,0.00665,-1.987,21.73,0.00339
1.5e-11,0.006,1300.0,2e-05,2.8e-05,0.00663,-2.422,21.85,0.00343
1.5e-11,0.006,1300.0,2e-05,3e-05,0.00661,-2.901,21.94,0.00347
1.5e-11,0.006,1700.0,1.5e-05,2e-05,0.0062,-1.162,21.1,0.00281
1.5e-11,0.006,1700.0,1.5e-05,1e-05,0.0064,-2.264,18.89,0.00222
1.5e-11,0.006,1700.0,1.5e-05,1.2e-05,0.00635,-1.561,19.48,0.00229
1.5e-11,0.006,1700.0,1.5e-05,1.4e-05,0.00631,-1.164,19.99,0.00256
1.5e-11,0.006,1700.0,1.5e-05,1.6e-05,0.00627,-0.998,20.42,0.00259
1.5e-11,0.006,1700.0,1.5e-05,1.8e-05,0.00623,-1.011,20.79,0.00265
1.5e-11,0.006,1700.0,1.5e-05,2.2e-05,0.00617,-1.422,21.37,0.00293
1.5e-11,0.006,1700.0,1.5e-05,2.4e-05,0.00615,-1.764,21.59,0.00296
1.5e-11,0.006,1700.0,1.5e-05,2.6e-05,0.00612,-2.17,21.77,0.00303
1.5e-11,0.006,1700.0,1.5e-05,2.8e-05,0.0061,-2.625,21.92,0.00309
1.5e-11,0.006,1700.0,1.5e-05,3e-05,0.00608,-3.116,22.04,0.00314
1.5e-11,0.006,1700.0,1e-05,2e-05,0.00624,-1.243,21.62,0.00259
1.5e-11,0.006,1700.0,1e-05,1e-05,0.0064,-2.297,19.16,0.00187
1.5e-11,0.006,1700.0,1e-05,1.2e-05,0.00636,-1.596,19.81,0.00211
1.5e-11,0.006,1700.0,1e-05,1.4e-05,0.00632,-1.198,20.36,0.00223
1.5e-11,0.006,1700.0,1e-05,1.6e-05,0.00629,-1.037,20.85,0.00238
1.5e-11,0.006,1700.0,1e-05,1.8e-05,0.00626,-1.066,21.26,0.00244
1.5e-11,0.006,1700.0,1e-05,2.2e-05,0.00621,-1.535,21.93,0.00262
1.5e-11,0.006,1700.0,1e-05,2.4e-05,0.00619,-1.917,22.2,0.00269
1.5e-11,0.006,1700.0,1e-05,2.6e-05,0.00617,-2.365,22.43,0.0027
1.5e-11,0.006,1700.0,1e-05,2.8e-05,0.00615,-2.864,22.62,0.00276
1.5e-11,0.006,1700.0,1e-05,3e-05,0.00613,-3.4,22.79,0.00284
1.5e-11,0.006,1700.0,1.1e-05,2e-05,0.00623,-1.074,21.4,0.00254
1.5e-11,0.006,1700.0,1.1e-05,1e-05,0.0064,-2.266,19.03,0.00189
1.5e-11,0.006,1700.0,1.1e-05,1.2e-05,0.00636,-1.511,19.66,0.00217
1.5e-11,0.006,1700.0,1.1e-05,1.4e-05,0.00632,-1.078,20.19,0.00235
1.5e-11,0.006,1700.0,1.1e-05,1.6e-05,0.00629,-0.896,20.65,0.00241
1.5e-11,0.006,1700.0,1.1e-05,1.8e-05,0.00626,-0.909,21.06,0.00253
1.5e-11,0.006,1700.0,1.1e-05,2.2e-05,0.0062,-1.358,21.7,0.00268
1.5e-11,0.006,1700.0,1.1e-05,2.4e-05,0.00618,-1.731,21.96,0.00275
1.5e-11,0.006,1700.0,1.1e-05,2.6e-05,0.00616,-2.172,22.17,0.00284
1.5e-11,0.006,1700.0,1.1e-05,2.8e-05,0.00614,-2.664,22.36,0.00283
1.5e-11,0.006,1700.0,1.1e-05,3e-05,0.00612,-3.192,22.52,0.00293
1.5e-11,0.006,1700.0,1.2e-05,2e-05,0.00622,-0.972,21.26,0.00263
1.5e-11,0.006,1700.0,1.2e-05,1e-05,0.0064,-2.174,18.94,0.00195
1.5e-11,0.006,1700.0,1.2e-05,1.2e-05,0.00636,-1.409,19.55,0.00218
1.5e-11,0.006,1700.0,1.2e-05,1.4e-05,0.00632,-0.974,20.07,0.00225
1.5e-11,0.006,1700.0,1.2e-05,1.6e-05,0.00628,-0.792,20.53,0.00248
1.5e-11,0.006,1700.0,1.2e-05,1.8e-05,0.00625,-0.806,20.92,0.00259
1.5e-11,0.006,1700.0,1.2e-05,2.2e-05,0.0062,-1.256,21.55,0.00273
1.5e-11,0.006,1700.0,1.2e-05,2.4e-05,0.00617,-1.629,21.8,0.00285
1.5e-11,0.006,1700.0,1.2e-05,2.6e-05,0.00615,-2.069,22.01,0.00289
1.5e-11,0.006,1700.0,1.2e-05,2.8e-05,0.00613,-2.558,22.19,0.00292
1.5e-11,0.006,1700.0,1.2e-05,3e-05,0.00611,-3.084,22.34,0.00298
1.5e-11,0.006,1700.0,1.3e-05,2e-05,0.00622,-0.966,21.18,0.00273
1.5e-11,0.006,1700.0,1.3e-05,1e-05,0.0064,-2.11,18.88,0.00206
1.5e-11,0.006,1700.0,1.3e-05,1.2e-05,0.00635,-1.361,19.49,0.00215
1.5e-11,0.006,1700.0,1.3e-05,1.4e-05,0.00631,-0.941,20.01,0.0024
1.5e-11,0.006,1700.0,1.3e-05,1.6e-05,0.00628,-0.771,20.46,0.00258
1.5e-11,0.006,1700.0,1.3e-05,1.8e-05,0.00625,-0.794,20.85,0.00265
1.5e-11,0.006,1700.0,1.3e-05,2.2e-05,0.00619,-1.253,21.47,0.00281
1.5e-11,0.006,1700.0,1.3e-05,2.4e-05,0.00616,-1.627,21.71,0.00287
1.5e-11,0.006,1700.0,1.3e-05,2.6e-05,0.00614,-2.067,21.92,0.00294
1.5e-11,0.006,1700.0,1.3e-05,2.8e-05,0.00612,-2.555,22.09,0.00298
1.5e-11,0.006,1700.0,1.3e-05,3e-05,0.0061,-3.078,22.23,0.00306
1.5e-11,0.006,1700.0,1.4e-05,2e-05,0.00621,-1.055,21.14,0.00276
1.5e-11,0.006,1700.0,1.4e-05,1e-05,0.0064,-2.132,18.86,0.00214
1.5e-11,0.006,1700.0,1.4e-05,1.2e-05,0.00635,-1.413,19.46,0.00239
1.5e-11,0.006,1700.0,1.4e-05,1.4e-05,0.00631,-1.014,19.98,0.00252
1.5e-11,0.006,1700.0,1.4e-05,1.6e-05,0.00627,-0.856,20.42,0.00255
1.5e-11,0.006,1700.0,1.4e-05,1.8e-05,0.00624,-0.884,20.81,0.00275
1.5e-11,0.006,1700.0,1.4e-05,2.2e-05,0.00618,-1.337,21.42,0.00284
1.5e-11,0.006,1700.0,1.4e-05,2.4e-05,0.00615,-1.703,21.65,0.00291
1.5e-11,0.006,1700.0,1.4e-05,2.6e-05,0.00613,-2.133,21.85,0.003
1.5e-11,0.006,1700.0,1.4e-05,2.8e-05,0.00611,-2.61,22.02,0.00306
1.5e-11,0.006,1700.0,1.4e-05,3e-05,0.00609,-3.122,22.15,0.00307
1.5e-11,0.006,1700.0,1.6e-05,2e-05,0.0062,-1.206,21.07,0.00281
1.5e-11,0.006,1700.0,1.6e-05,1e-05,0.00639,-2.443,18.95,0.00229
1.5e-11,0.006,1700.0,1.6e-05,1.2e-05,0.00635,-1.727,19.52,0.00239
1.5e-11,0.006,1700.0,1.6e-05,1.4e-05,0.00631,-1.307,20.01,0.00251
1.5e-11,0.006,1700.0,1.6e-05,1.6e-05,0.00627,-1.112,20.43,0.00249
1.5e-11,0.006,1700.0,1.6e-05,1.8e-05,0.00623,-1.09,20.78,0.00273
1.5e-11,0.006,1700.0,1.6e-05,2.2e-05,0.00617,-1.43,21.32,0.00292
1.5e-11,0.006,1700.0,1.6e-05,2.4e-05,0.00614,-1.741,21.52,0.00305
1.5e-11,0.006,1700.0,1.6e-05,2.6e-05,0.00611,-2.12,21.69,0.00307
1.5e-11,0.006,1700.0,1.6e-05,2.8e-05,0.00609,-2.554,21.82,0.00311
1.5e-11,0.006,1700.0,1.6e-05,3e-05,0.00606,-3.03,21.93,0.00315
1.5e-11,0.006,1700.0,1.7e-05,2e-05,0.00619,-1.159,21.04,0.00295
1.5e-11,0.006,1700.0,1.7e-05,1e-05,0.00639,-2.597,19.01,0.00249
1.5e-11,0.006,1700.0,1.7e-05,1.2e-05,0.00635,-1.846,19.57,0.00258
1.5e-11,0.006,1700.0,1.7e-05,1.4e-05,0.0063,-1.384,20.04,0.00256
1.5e-11,0.006,1700.0,1.7e-05,1.6e-05,0.00626,-1.142,20.43,0.0027
1.5e-11,0.006,1700.0,1.7e-05,1.8e-05,0.00622,-1.077,20.76,0.00288
1.5e-11,0.006,1700.0,1.7e-05,2.2e-05,0.00616,-1.36,21.27,0.00291
1.5e-11,0.006,1700.0,1.7e-05,2.4e-05,0.00613,-1.657,21.47,0.00313
1.5e-11,0.006,1700.0,1.7e-05,2.6e-05,0.0061,-2.029,21.63,0.0032
1.5e-11,0.006,1700.0,1.7e-05,2.8e-05,0.00608,-2.458,21.76,0.00316
1.5e-11,0.006,1700.0,1.7e-05,3e-05,0.00605,-2.931,21.86,0.00323
1.5e-11,0.006,1700.0,1.8e-05,2e-05,0.00618,-1.087,21.02,0.00304
1.5e-11,0.006,1700.0,1.8e-05,1e-05,0.00639,-2.687,19.05,0.00242
1.5e-11,0.006,1700.0,1.8e-05,1.2e-05,0.00634,-1.884,19.59,0.00244
1.5e-11,0.006,1700.0,1.8e-05,1.4e-05,0.0063,-1.372,20.04,0.00255
1.5e-11,0.006,1700.0,1.8e-05,1.6e-05,0.00626,-1.095,20.42,0.00275
1.5e-11,0.006,1700.0,1.8e-05,1.8e-05,0.00622,-1.013,20.74,0.00294
1.5e-11,0.006,1700.0,1.8e-05,2.2e-05,0.00615,-1.285,21.25,0.00306
1.5e-11,0.006,1700.0,1.8e-05,2.4e-05,0.00612,-1.582,21.44,0.00316
1.5e-11,0.006,1700.0,1.8e-05,2.6e-05,0.00609,-1.955,21.59,0.00319
1.5e-11,0.006,1700.0,1.8e-05,2.8e-05,0.00607,-2.386,21.72,0.00324
1.5e-11,0.006,1700.0,1.8e-05,3e-05,0.00604,-2.862,21.82,0.00331
1.5e-11,0.006,1700.0,1.9e-05,2e-05,0.00618,-1.038,21.01,0.00316
1.5e-11,0.006,1700.0,1.9e-05,1e-05,0.00639,-2.699,19.07,0.00234
1.5e-11,0.006,1700.0,1.9e-05,1.2e-05,0.00634,-1.853,19.59,0.00267
1.5e-11,0.006,1700.0,1.9e-05,1.4e-05,0.0063,-1.323,20.04,0.00279
1.5e-11,0.006,1700.0,1.9e-05,1.6e-05,0.00626,-1.042,20.42,0.00279
1.5e-11,0.006,1700.0,1.9e-05,1.8e-05,0.00622,-0.961,20.74,0.00293
1.5e-11,0.006,1700.0,1.9e-05,2.2e-05,0.00615,-1.241,21.24,0.00314
1.5e-11,0.006,1700.0,1.9e-05,2.4e-05,0.00611,-1.542,21.43,0.00321
1.5e-11,0.006,1700.0,1.9e-05,2.6e-05,0.00609,-1.92,21.59,0.00325
1.5e-11,0.006,1700.0,1.9e-05,2.8e-05,0.00606,-2.356,21.72,0.00323
1.5e-11,0.006,1700.0,1.9e-05,3e-05,0.00603,-2.837,21.82,0.00333
1.5e-11,0.006,1700.0,2e-05,2e-05,0.00617,-1.028,21.02,0.00321
1.5e-11,0.006,1700.0,2e-05,1e-05,0.00639,-2.67,19.07,0.00248
1.5e-11,0.006,1700.0,2e-05,1.2e-05,0.00634,-1.816,19.6,0.00253
1.5e-11,0.006,1700.0,2e-05,1.4e-05,0.0063,-1.289,20.05,0.00286
1.5e-11,0.006,1700.0,2e-05,1.6e-05,0.00625,-1.016,20.43,0.00277
1.5e-11,0.006,1700.0,2e-05,1.8e-05,0.00621,-0.943,20.75,0.00286
1.5e-11,0.006,1700.0,2e-05,2.2e-05,0.00614,-1.239,21.26,0.00319
1.5e-11,0.006,1700.0,2e-05,2.4e-05,0.00611,-1.548,21.45,0.00317
1.5e-11,0.006,1700.0,2e-05,2.6e-05,0.00608,-1.932,21.61,0.00331
1.5e-11,0.006,1700.0,2e-05,2.8e-05,0.00605,-2.375,21.74,0.00336
1.5e-11,0.006,1700.0,2e-05,3e-05,0.00602,-2.861,21.84,0.00345
1.5e-11,0.006,1900.0,1.5e-05,2e-05,0.00601,-1.155,21.05,0.00285
1.5e-11,0.006,1900.0,1.5e-05,1e-05,0.00622,-2.259,18.82,0.00229
1.5e-11,0.006,1900.0,1.5e-05,1.2e-05,0.00617,-1.558,19.42,0.00242
1.5e-11,0.006,1900.0,1.5e-05,1.4e-05,0.00612,-1.161,19.93,0.00244
1.5e-11,0.006,1900.0,1.5e-05,1.6e-05,0.00608,-0.995,20.36,0.00257
1.5e-11,0.006,1900.0,1.5e-05,1.8e-05,0.00604,-1.006,20.73,0.00263
1.5e-11,0.006,1900.0,1.5e-05,2.2e-05,0.00598,-1.411,21.32,0.00288
1.5e-11,0.006,1900.0,1.5e-05,2.4e-05,0.00595,-1.751,21.54,0.00298
1.5e-11,0.006,1900.0,1.5e-05,2.6e-05,0.00592,-2.154,21.73,0.00306
1.5e-11,0.006,1900.0,1.5e-05,2.8e-05,0.0059,-2.606,21.88,0.00309
1.5e-11,0.006,1900.0,1.5e-05,3e-05,0.00587,-3.096,22.0,0.00313
1.5e-11,0.006,1900.0,1e-05,2e-05,0.00605,-1.21,21.56,0.00253
1.5e-11,0.006,1900.0,1e-05,1e-05,0.00622,-2.268,19.08,0.0018
1.5e-11,0.006,1900.0,1e-05,1.2e-05,0.00618,-1.562,19.73,0.00209
1.5e-11,0.006,1900.0,1e-05,1.4e-05,0.00614,-1.162,20.29,0.00217
1.5e-11,0.006,1900.0,1e-05,1.6e-05,0.00611,-1.002,20.78,0.00227
1.5e-11,0.006,1900.0,1e-05,1.8e-05,0.00608,-1.031,21.19,0.00241
1.5e-11,0.006,1900.0,1e-05,2.2e-05,0.00602,-1.505,21.87,0.00254
1.5e-11,0.006,1900.0,1e-05,2.4e-05,0.006,-1.888,22.14,0.00265
1.5e-11,0.006,1900.0,1e-05,2.6e-05,0.00598,-2.339,22.37,0.00277
1.5e-11,0.006,1900.0,1e-05,2.8e-05,0.00596,-2.841,22.57,0.00276
1.5e-11,0.006,1900.0,1e-05,3e-05,0.00594,-3.379,22.74,0.00285
1.5e-11,0.006,1900.0,1.1e-05,2e-05,0.00604,-1.042,21.34,0.0026
1.5e-11,0.006,1900.0,1.1e-05,1e-05,0.00622,-2.223,18.95,0.00197
1.5e-11,0.006,1900.0,1.1e-05,1.2e-05,0.00618,-1.469,19.58,0.00213
1.5e-11,0.006,1900.0,1.1e-05,1.4e-05,0.00614,-1.038,20.12,0.0023
1.5e-11,0.006,1900.0,1.1e-05,1.6e-05,0.0061,-0.858,20.58,0.00232
1.5e-11,0.006,1900.0,1.1e-05,1.8e-05,0.00607,-0.874,20.99,0.00249
1.5e-11,0.006,1900.0,1.1e-05,2.2e-05,0.00601,-1.329,21.64,0.00266
1.5e-11,0.006,1900.0,1.1e-05,2.4e-05,0.00599,-1.705,21.9,0.00273
1.5e-11,0.006,1900.0,1.1e-05,2.6e-05,0.00597,-2.148,22.12,0.00281
1.5e-11,0.006,1900.0,1.1e-05,2.8e-05,0.00595,-2.642,22.31,0.00287
1.5e-11,0.006,1900.0,1.1e-05,3e-05,0.00593,-3.173,22.47,0.00286
1.5e-11,0.006,1900.0,1.2e-05,2e-05,0.00603,-0.948,21.2,0.00267
1.5e-11,0.006,1900.0,1.2e-05,1e-05,0.00622,-2.129,18.86,0.00206
1.5e-11,0.006,1900.0,1.2e-05,1.2e-05,0.00617,-1.369,19.47,0.00212
1.5e-11,0.006,1900.0,1.2e-05,1.4e-05,0.00613,-0.938,20.0,0.00239
1.5e-11,0.006,1900.0,1.2e-05,1.6e-05,0.0061,-0.76,20.46,0.00251
1.5e-11,0.006,1900.0,1.2e-05,1.8e-05,0.00606,-0.778,20.86,0.00262
1.5e-11,0.006,1900.0,1.2e-05,2.2e-05,0.006,-1.234,21.5,0.00272
1.5e-11,0.006,1900.0,1.2e-05,2.4e-05,0.00598,-1.61,21.75,0.00276
1.5e-11,0.006,1900.0,1.2e-05,2.6e-05,0.00596,-2.052,21.96,0.0029
1.5e-11,0.006,1900.0,1.2e-05,2.8e-05,0.00593,-2.543,22.14,0.00291
1.5e-11,0.006,1900.0,1.2e-05,3e-05,0.00592,-3.071,22.3,0.00302
1.5e-11,0.006,1900.0,1.3e-05,2e-05,0.00602,-0.955,21.13,0.00274
1.5e-11,0.006,1900.0,1.3e-05,1e-05,0.00622,-2.073,18.81,0.00207
1.5e-11,0.006,1900.0,1.3e-05,1.2e-05,0.00617,-1.331,19.41,0.00224
1.5e-11,0.006,1900.0,1.3e-05,1.4e-05,0.00613,-0.917,19.94,0.00241
1.5e-11,0.006,1900.0,1.3e-05,1.6e-05,0.00609,-0.752,20.39,0.00251
1.5e-11,0.006,1900.0,1.3e-05,1.8e-05,0.00605,-0.779,20.79,0.00258
1.5e-11,0.006,1900.0,1.3e-05,2.2e-05,0.00599,-1.244,21.42,0.00274
1.5e-11,0.006,1900.0,1.3e-05,2.4e-05,0.00597,-1.62,21.67,0.00287
1.5e-11,0.006,1900.0,1.3e-05,2.6e-05,0.00594,-2.061,21.88,0.00294
1.5e-11,0.006,1900.0,1.3e-05,2.8e-05,0.00592,-2.55,22.05,0.003
1.5e-11,0.006,1900.0,1.3e-05,3e-05,0.0059,-3.074,22.2,0.00307
1.5e-11,0.006,1900.0,1.4e-05,2e-05,0.00601,-1.052,21.09,0.00281
1.5e-11,0.006,1900.0,1.4e-05,1e-05,0.00622,-2.111,18.79,0.00228
1.5e-11,0.006,1900.0,1.4e-05,1.2e-05,0.00617,-1.4,19.4,0.00236
1.5e-11,0.006,1900.0,1.4e-05,1.4e-05,0.00612,-1.006,19.92,0.00232
1.5e-11,0.006,1900.0,1.4e-05,1.6e-05,0.00608,-0.851,20.37,0.00255
1.5e-11,0.006,1900.0,1.4e-05,1.8e-05,0.00605,-0.88,20.75,0.00259
1.5e-11,0.006,1900.0,1.4e-05,2.2e-05,0.00598,-1.334,21.37,0.0029
1.5e-11,0.006,1900.0,1.4e-05,2.4e-05,0.00596,-1.7,21.61,0.00291
1.5e-11,0.006,1900.0,1.4e-05,2.6e-05,0.00593,-2.129,21.81,0.00297
1.5e-11,0.006,1900.0,1.4e-05,2.8e-05,0.00591,-2.605,21.98,0.00308
1.5e-11,0.006,1900.0,1.4e-05,3e-05,0.00589,-3.117,22.12,0.00305
1.5e-11,0.006,1900.0,1.6e-05,2e-05,0.006,-1.183,21.02,0.00285
1.5e-11,0.006,1900.0,1.6e-05,1e-05,0.00621,-2.439,18.88,0.00221
1.5e-11,0.006,1900.0,1.6e-05,1.2e-05,0.00616,-1.721,19.46,0.00236
1.5e-11,0.006,1900.0,1.6e-05,1.4e-05,0.00612,-1.299,19.95,0.00261
1.5e-11,0.006,1900.0,1.6e-05,1.6e-05,0.00607,-1.099,20.37,0.00271
1.5e-11,0.006,1900.0,1.6e-05,1.8e-05,0.00604,-1.072,20.72,0.00271
1.5e-11,0.006,1900.0,1.6e-05,2.2e-05,0.00597,-1.403,21.26,0.0029
1.5e-11,0.006,1900.0,1.6e-05,2.4e-05,0.00594,-1.711,21.47,0.00304
1.5e-11,0.006,1900.0,1.6e-05,2.6e-05,0.00591,-2.089,21.64,0.00302
1.5e-11,0.006,1900.0,1.6e-05,2.8e-05,0.00589,-2.523,21.78,0.0032
1.5e-11,0.006,1900.0,1.6e-05,3e-05,0.00586,-2.999,21.89,0.00333
1.5e-11,0.006,1900.0,1.7e-05,2e-05,0.00599,-1.123,20.98,0.00285
1.5e-11,0.006,1900.0,1.7e-05,1e-05,0.00621,-2.586,18.93,0.0026
1.5e-11,0.006,1900.0,1.7e-05,1.2e-05,0.00616,-1.829,19.5,0.0024
1.5e-11,0.006,1900.0,1.7e-05,1.4e-05,0.00611,-1.36,19.97,0.0026
1.5e-11,0.006,1900.0,1.7e-05,1.6e-05,0.00607,-1.111,20.36,0.00263
1.5e-11,0.006,1900.0,1.7e-05,1.8e-05,0.00603,-1.043,20.7,0.00285
1.5e-11,0.006,1900.0,1.7e-05,2.2e-05,0.00596,-1.324,21.22,0.00297
1.5e-11,0.006,1900.0,1.7e-05,2.4e-05,0.00593,-1.622,21.41,0.00306
1.5e-11,0.006,1900.0,1.7e-05,2.6e-05,0.0059,-1.994,21.58,0.00309
1.5e-11,0.006,1900.0,1.7e-05,2.8e-05,0.00587,-2.425,21.71,0.00315
1.5e-11,0.006,1900.0,1.7e-05,3e-05,0.00585,-2.899,21.82,0.00321
1.5e-11,0.006,1900.0,1.8e-05,2e-05,0.00599,-1.05,20.95,0.0029
1.5e-11,0.006,1900.0,1.8e-05,1e-05,0.00621,-2.662,18.97,0.00247
1.5e-11,0.006,1900.0,1.8e-05,1.2e-05,0.00616,-1.85,19.51,0.0026
1.5e-11,0.006,1900.0,1.8e-05,1.4e-05,0.00611,-1.333,19.97,0.00245
1.5e-11,0.006,1900.0,1.8e-05,1.6e-05,0.00607,-1.056,20.35,0.00283
1.5e-11,0.006,1900.0,1.8e-05,1.8e-05,0.00602,-0.974,20.68,0.00276
1.5e-11,0.006,1900.0,1.8e-05,2.2e-05,0.00595,-1.25,21.19,0.00307
1.5e-11,0.006,1900.0,1.8e-05,2.4e-05,0.00592,-1.548,21.38,0.00312
1.5e-11,0.006,1900.0,1.8e-05,2.6e-05,0.00589,-1.923,21.54,0.0031
1.5e-11,0.006,1900.0,1.8e-05,2.8e-05,0.00586,-2.356,21.68,0.00321
1.5e-11,0.006,1900.0,1.8e-05,3e-05,0.00584,-2.833,21.78,0.00328
