C,R,WN,ConversionGain,NoiseFigure,VoltageSwing
2.3e-11,30000.0,1.6e-05,-10.22,7.543,0.00233
2.3e-11,30000.0,1.65e-05,-10.07,7.444,0.00237
2.3e-11,30000.0,1.7e-05,-9.86,7.331,0.00241
2.3e-11,30000.0,1.75e-05,-9.64,7.189,0.00244
2.3e-11,30000.0,1.8e-05,-9.47,7.066,0.00247
2.3e-11,30000.0,1.85e-05,-9.34,6.929,0.00251
2.3e-11,30000.0,1.9e-05,-9.24,6.796,0.00254
2.3e-11,30000.0,1.95e-05,-9.15,6.684,0.00257
2.3e-11,30000.0,2.05e-05,-8.96,6.509,0.00262
2.3e-11,30000.0,2.1e-05,-8.87,6.432,0.00265
2.3e-11,30000.0,2.15e-05,-8.78,6.359,0.00267
2.3e-11,30000.0,2.3e-05,-8.52,6.155,0.00274
2.3e-11,30000.0,2.45e-05,-8.29,5.974,0.00279
2.3e-11,30000.0,2.65e-05,-8.01,5.836,0.00283
2.3e-11,30000.0,2.7e-05,-7.95,5.82,0.00283
2.3e-11,30000.0,2.85e-05,-7.79,5.824,0.00284
2.3e-11,30000.0,2.9e-05,-7.76,5.836,0.00284
2.3e-11,30000.0,2.95e-05,-7.73,5.849,0.00284
2.4e-11,5000.0,1e-05,-11.7,8.531,0.00173
2.4e-11,5000.0,5e-06,-13.25,8.994,0.00114
2.4e-11,5000.0,5.5e-06,-12.89,8.845,0.00121
2.4e-11,5000.0,6e-06,-12.6,8.715,0.00128
2.4e-11,5000.0,6.5e-06,-12.35,8.607,0.00134
2.4e-11,5000.0,7e-06,-12.17,8.544,0.0014
2.4e-11,5000.0,7.5e-06,-12.03,8.501,0.00146
2.4e-11,5000.0,8e-06,-11.94,8.5,0.00152
2.4e-11,5000.0,8.5e-06,-11.89,8.516,0.00157
2.4e-11,5000.0,9e-06,-11.84,8.534,0.00163
2.4e-11,5000.0,9.5e-06,-11.79,8.544,0.00168
2.4e-11,5000.0,1.05e-05,-11.52,8.473,0.00178
2.4e-11,5000.0,1.1e-05,-11.3,8.375,0.00183
2.4e-11,5000.0,1.15e-05,-11.12,8.24,0.00188
2.4e-11,5000.0,1.2e-05,-10.96,8.09,0.00192
2.4e-11,5000.0,1.25e-05,-10.84,7.968,0.00197
2.4e-11,5000.0,1.3e-05,-10.79,7.937,0.00201
2.4e-11,5000.0,1.35e-05,-10.77,7.934,0.00206
2.4e-11,5000.0,1.4e-05,-10.74,7.921,0.0021
2.4e-11,5000.0,1.45e-05,-10.69,7.883,0.00214
2.4e-11,5000.0,1.5e-05,-10.61,7.82,0.00218
2.4e-11,5000.0,1.55e-05,-10.52,7.734,0.00222
2.4e-11,5000.0,1.6e-05,-10.41,7.64,0.00225
2.4e-11,5000.0,1.65e-05,-10.26,7.54,0.00229
2.4e-11,5000.0,1.7e-05,-10.05,7.426,0.00233
2.4e-11,5000.0,1.75e-05,-9.83,7.283,0.00236
2.4e-11,5000.0,1.8e-05,-9.66,7.159,0.00239
2.4e-11,5000.0,1.85e-05,-9.53,7.022,0.00242
2.4e-11,5000.0,1.9e-05,-9.43,6.889,0.00245
2.4e-11,5000.0,1.95e-05,-9.34,6.777,0.00248
2.4e-11,5000.0,2e-05,-9.24,6.684,0.00251
2.4e-11,5000.0,2.05e-05,-9.15,6.601,0.00254
2.4e-11,5000.0,2.1e-05,-9.06,6.524,0.00256
2.4e-11,5000.0,2.15e-05,-8.97,6.45,0.00259
2.4e-11,5000.0,2.2e-05,-8.88,6.378,0.00261
2.4e-11,5000.0,2.25e-05,-8.8,6.31,0.00263
2.4e-11,5000.0,2.3e-05,-8.71,6.246,0.00265
2.4e-11,5000.0,2.35e-05,-8.63,6.185,0.00267
2.4e-11,5000.0,2.4e-05,-8.55,6.129,0.00268
2.4e-11,5000.0,2.45e-05,-8.48,6.064,0.0027
2.4e-11,5000.0,2.5e-05,-8.4,6.02,0.00271
2.4e-11,5000.0,2.55e-05,-8.33,5.982,0.00272
2.4e-11,5000.0,2.6e-05,-8.27,5.95,0.00273
2.4e-11,5000.0,2.65e-05,-8.2,5.925,0.00273
2.4e-11,5000.0,2.7e-05,-8.14,5.909,0.00274
2.4e-11,5000.0,2.75e-05,-8.08,5.901,0.00274
2.4e-11,5000.0,2.8e-05,-8.03,5.903,0.00275
2.4e-11,5000.0,2.85e-05,-7.98,5.91,0.00275
2.4e-11,5000.0,2.9e-05,-7.95,5.922,0.00275
2.4e-11,5000.0,2.95e-05,-7.93,5.934,0.00275
2.4e-11,1000.0,1e-05,-11.93,9.07,0.00171
2.4e-11,1000.0,5e-06,-13.48,9.804,0.00112
2.4e-11,1000.0,5.5e-06,-13.12,9.607,0.00119
2.4e-11,1000.0,6e-06,-12.83,9.436,0.00125
2.4e-11,1000.0,6.5e-06,-12.58,9.293,0.00132
2.4e-11,1000.0,7e-06,-12.4,9.202,0.00138
2.4e-11,1000.0,7.5e-06,-12.26,9.133,0.00144
2.4e-11,1000.0,8e-06,-12.17,9.109,0.0015
2.4e-11,1000.0,8.5e-06,-12.12,9.105,0.00155
2.4e-11,1000.0,9e-06,-12.07,9.106,0.0016
2.4e-11,1000.0,9.5e-06,-12.02,9.099,0.00166
2.4e-11,1000.0,1.05e-05,-11.74,8.995,0.00176
2.4e-11,1000.0,1.1e-05,-11.53,8.882,0.00181
2.4e-11,1000.0,1.15e-05,-11.35,8.738,0.00185
2.4e-11,1000.0,1.2e-05,-11.19,8.582,0.0019
2.4e-11,1000.0,1.25e-05,-11.07,8.454,0.00195
2.4e-11,1000.0,1.3e-05,-11.02,8.415,0.00199
2.4e-11,1000.0,1.35e-05,-11.0,8.404,0.00203
2.4e-11,1000.0,1.4e-05,-10.97,8.383,0.00207
2.4e-11,1000.0,1.45e-05,-10.92,8.338,0.00211
2.4e-11,1000.0,1.5e-05,-10.84,8.268,0.00215
2.4e-11,1000.0,1.55e-05,-10.75,8.178,0.00219
2.4e-11,1000.0,1.6e-05,-10.63,8.08,0.00223
2.4e-11,1000.0,1.65e-05,-10.48,7.975,0.00226
2.4e-11,1000.0,1.7e-05,-10.28,7.856,0.0023
2.4e-11,1000.0,1.75e-05,-10.05,7.708,0.00233
2.4e-11,1000.0,1.8e-05,-9.88,7.582,0.00236
2.4e-11,1000.0,1.85e-05,-9.76,7.446,0.0024
2.4e-11,1000.0,1.9e-05,-9.65,7.314,0.00243
2.4e-11,1000.0,1.95e-05,-9.56,7.201,0.00246
2.4e-11,1000.0,2e-05,-9.47,7.106,0.00248
2.4e-11,1000.0,2.05e-05,-9.37,7.021,0.00251
2.4e-11,1000.0,2.1e-05,-9.28,6.941,0.00253
2.4e-11,1000.0,2.15e-05,-9.19,6.866,0.00256
2.4e-11,1000.0,2.2e-05,-9.1,6.792,0.00258
2.4e-11,1000.0,2.25e-05,-9.02,6.723,0.0026
2.4e-11,1000.0,2.3e-05,-8.93,6.657,0.00262
2.4e-11,1000.0,2.35e-05,-8.85,6.596,0.00264
2.4e-11,1000.0,2.4e-05,-8.77,6.539,0.00265
2.4e-11,1000.0,2.45e-05,-8.7,6.474,0.00267
2.4e-11,1000.0,2.5e-05,-8.63,6.429,0.00268
2.4e-11,1000.0,2.55e-05,-8.56,6.39,0.00269
2.4e-11,1000.0,2.6e-05,-8.49,6.357,0.00269
2.4e-11,1000.0,2.65e-05,-8.42,6.33,0.0027
2.4e-11,1000.0,2.7e-05,-8.36,6.311,0.00271
2.4e-11,1000.0,2.75e-05,-8.3,6.301,0.00271
2.4e-11,1000.0,2.8e-05,-8.25,6.298,0.00271
2.4e-11,1000.0,2.85e-05,-8.21,6.302,0.00271
2.4e-11,1000.0,2.9e-05,-8.18,6.31,0.00271
2.4e-11,1000.0,2.95e-05,-8.15,6.319,0.00271
2.4e-11,2000.0,1e-05,-11.78,8.741,0.00172
2.4e-11,2000.0,5e-06,-13.33,9.316,0.00113
2.4e-11,2000.0,5.5e-06,-12.98,9.146,0.0012
2.4e-11,2000.0,6e-06,-12.68,8.999,0.00127
2.4e-11,2000.0,6.5e-06,-12.43,8.877,0.00133
2.4e-11,2000.0,7e-06,-12.26,8.803,0.00139
2.4e-11,2000.0,7.5e-06,-12.11,8.748,0.00145
2.4e-11,2000.0,8e-06,-12.03,8.738,0.00151
2.4e-11,2000.0,8.5e-06,-11.97,8.746,0.00156
2.4e-11,2000.0,9e-06,-11.93,8.757,0.00162
2.4e-11,2000.0,9.5e-06,-11.88,8.761,0.00167
2.4e-11,2000.0,1.05e-05,-11.6,8.676,0.00177
2.4e-11,2000.0,1.1e-05,-11.39,8.572,0.00182
2.4e-11,2000.0,1.15e-05,-11.21,8.433,0.00187
2.4e-11,2000.0,1.2e-05,-11.05,8.281,0.00192
2.4e-11,2000.0,1.25e-05,-10.92,8.156,0.00196
2.4e-11,2000.0,1.3e-05,-10.88,8.122,0.002
2.4e-11,2000.0,1.35e-05,-10.86,8.116,0.00205
2.4e-11,2000.0,1.4e-05,-10.83,8.1,0.00209
2.4e-11,2000.0,1.45e-05,-10.78,8.06,0.00213
2.4e-11,2000.0,1.5e-05,-10.7,7.994,0.00217
2.4e-11,2000.0,1.55e-05,-10.61,7.906,0.00221
2.4e-11,2000.0,1.6e-05,-10.49,7.81,0.00224
2.4e-11,2000.0,1.65e-05,-10.34,7.709,0.00228
2.4e-11,2000.0,1.7e-05,-10.14,7.592,0.00232
2.4e-11,2000.0,1.75e-05,-9.91,7.447,0.00235
2.4e-11,2000.0,1.8e-05,-9.74,7.322,0.00238
2.4e-11,2000.0,1.85e-05,-9.62,7.186,0.00241
2.4e-11,2000.0,1.9e-05,-9.51,7.053,0.00244
2.4e-11,2000.0,1.95e-05,-9.42,6.941,0.00247
2.4e-11,2000.0,2e-05,-9.33,6.847,0.0025
2.4e-11,2000.0,2.05e-05,-9.23,6.763,0.00253
2.4e-11,2000.0,2.1e-05,-9.14,6.685,0.00255
2.4e-11,2000.0,2.15e-05,-9.05,6.611,0.00258
2.4e-11,2000.0,2.2e-05,-8.97,6.538,0.0026
2.4e-11,2000.0,2.25e-05,-8.88,6.47,0.00262
2.4e-11,2000.0,2.3e-05,-8.8,6.404,0.00264
2.4e-11,2000.0,2.35e-05,-8.71,6.344,0.00266
2.4e-11,2000.0,2.4e-05,-8.64,6.287,0.00267
2.4e-11,2000.0,2.45e-05,-8.56,6.223,0.00268
2.4e-11,2000.0,2.5e-05,-8.49,6.177,0.0027
2.4e-11,2000.0,2.55e-05,-8.42,6.139,0.00271
2.4e-11,2000.0,2.6e-05,-8.35,6.107,0.00271
2.4e-11,2000.0,2.65e-05,-8.29,6.082,0.00272
2.4e-11,2000.0,2.7e-05,-8.22,6.064,0.00273
2.4e-11,2000.0,2.75e-05,-8.16,6.055,0.00273
2.4e-11,2000.0,2.8e-05,-8.11,6.055,0.00273
2.4e-11,2000.0,2.85e-05,-8.07,6.062,0.00274
2.4e-11,2000.0,2.9e-05,-8.04,6.071,0.00274
2.4e-11,2000.0,2.95e-05,-8.01,6.082,0.00274
2.4e-11,3000.0,1e-05,-11.74,8.626,0.00173
2.4e-11,3000.0,5e-06,-13.29,9.14,0.00114
2.4e-11,3000.0,5.5e-06,-12.93,8.982,0.00121
2.4e-11,3000.0,6e-06,-12.63,8.843,0.00127
2.4e-11,3000.0,6.5e-06,-12.39,8.729,0.00134
2.4e-11,3000.0,7e-06,-12.21,8.661,0.0014
2.4e-11,3000.0,7.5e-06,-12.07,8.612,0.00146
2.4e-11,3000.0,8e-06,-11.98,8.607,0.00151
2.4e-11,3000.0,8.5e-06,-11.93,8.62,0.00157
2.4e-11,3000.0,9e-06,-11.88,8.635,0.00162
2.4e-11,3000.0,9.5e-06,-11.83,8.642,0.00168
2.4e-11,3000.0,1.05e-05,-11.56,8.565,0.00178
2.4e-11,3000.0,1.1e-05,-11.34,8.464,0.00183
2.4e-11,3000.0,1.15e-05,-11.16,8.327,0.00187
2.4e-11,3000.0,1.2e-05,-11.0,8.176,0.00192
2.4e-11,3000.0,1.25e-05,-10.88,8.053,0.00197
2.4e-11,3000.0,1.3e-05,-10.83,8.02,0.00201
2.4e-11,3000.0,1.35e-05,-10.81,8.016,0.00205
2.4e-11,3000.0,1.4e-05,-10.78,8.002,0.00209
2.4e-11,3000.0,1.45e-05,-10.73,7.963,0.00214
2.4e-11,3000.0,1.5e-05,-10.65,7.898,0.00217
2.4e-11,3000.0,1.55e-05,-10.56,7.811,0.00221
2.4e-11,3000.0,1.6e-05,-10.45,7.716,0.00225
2.4e-11,3000.0,1.65e-05,-10.29,7.616,0.00229
2.4e-11,3000.0,1.7e-05,-10.09,7.501,0.00232
2.4e-11,3000.0,1.75e-05,-9.87,7.357,0.00236
2.4e-11,3000.0,1.8e-05,-9.7,7.232,0.00239
2.4e-11,3000.0,1.85e-05,-9.57,7.096,0.00242
2.4e-11,3000.0,1.9e-05,-9.47,6.963,0.00245
2.4e-11,3000.0,1.95e-05,-9.37,6.851,0.00248
2.4e-11,3000.0,2e-05,-9.28,6.757,0.00251
2.4e-11,3000.0,2.05e-05,-9.19,6.674,0.00253
2.4e-11,3000.0,2.1e-05,-9.1,6.596,0.00256
2.4e-11,3000.0,2.15e-05,-9.0,6.522,0.00258
2.4e-11,3000.0,2.2e-05,-8.92,6.45,0.00261
2.4e-11,3000.0,2.25e-05,-8.83,6.382,0.00263
2.4e-11,3000.0,2.3e-05,-8.75,6.317,0.00264
2.4e-11,3000.0,2.35e-05,-8.67,6.256,0.00266
2.4e-11,3000.0,2.4e-05,-8.59,6.2,0.00268
2.4e-11,3000.0,2.45e-05,-8.51,6.136,0.00269
2.4e-11,3000.0,2.5e-05,-8.44,6.09,0.0027
2.4e-11,3000.0,2.55e-05,-8.37,6.052,0.00271
2.4e-11,3000.0,2.6e-05,-8.3,6.021,0.00272
2.4e-11,3000.0,2.65e-05,-8.24,5.996,0.00273
2.4e-11,3000.0,2.7e-05,-8.18,5.979,0.00273
2.4e-11,3000.0,2.75e-05,-8.12,5.971,0.00274
2.4e-11,3000.0,2.8e-05,-8.07,5.971,0.00274
2.4e-11,3000.0,2.85e-05,-8.02,5.978,0.00274
2.4e-11,3000.0,2.9e-05,-7.99,5.989,0.00274
2.4e-11,3000.0,2.95e-05,-7.97,6.0,0.00274
2.4e-11,4000.0,1e-05,-11.71,8.567,0.00173
2.4e-11,4000.0,5e-06,-13.26,9.049,0.00114
2.4e-11,4000.0,5.5e-06,-12.91,8.897,0.00121
2.4e-11,4000.0,6e-06,-12.61,8.763,0.00127
2.4e-11,4000.0,6.5e-06,-12.36,8.653,0.00134
2.4e-11,4000.0,7e-06,-12.18,8.589,0.0014
2.4e-11,4000.0,7.5e-06,-12.04,8.543,0.00146
2.4e-11,4000.0,8e-06,-11.96,8.54,0.00152
2.4e-11,4000.0,8.5e-06,-11.9,8.555,0.00157
2.4e-11,4000.0,9e-06,-11.85,8.572,0.00163
2.4e-11,4000.0,9.5e-06,-11.81,8.581,0.00168
2.4e-11,4000.0,1.05e-05,-11.53,8.508,0.00178
2.4e-11,4000.0,1.1e-05,-11.32,8.408,0.00183
2.4e-11,4000.0,1.15e-05,-11.14,8.272,0.00188
2.4e-11,4000.0,1.2e-05,-10.98,8.123,0.00192
2.4e-11,4000.0,1.25e-05,-10.85,8.0,0.00197
2.4e-11,4000.0,1.3e-05,-10.81,7.968,0.00201
2.4e-11,4000.0,1.35e-05,-10.79,7.965,0.00206
2.4e-11,4000.0,1.4e-05,-10.76,7.952,0.0021
2.4e-11,4000.0,1.45e-05,-10.7,7.913,0.00214
2.4e-11,4000.0,1.5e-05,-10.63,7.849,0.00218
2.4e-11,4000.0,1.55e-05,-10.54,7.763,0.00222
2.4e-11,4000.0,1.6e-05,-10.42,7.669,0.00225
2.4e-11,4000.0,1.65e-05,-10.27,7.569,0.00229
2.4e-11,4000.0,1.7e-05,-10.07,7.454,0.00232
2.4e-11,4000.0,1.75e-05,-9.84,7.311,0.00236
2.4e-11,4000.0,1.8e-05,-9.67,7.187,0.00239
2.4e-11,4000.0,1.85e-05,-9.55,7.05,0.00242
2.4e-11,4000.0,1.9e-05,-9.45,6.917,0.00245
2.4e-11,4000.0,1.95e-05,-9.35,6.805,0.00248
2.4e-11,4000.0,2e-05,-9.26,6.712,0.00251
2.4e-11,4000.0,2.05e-05,-9.17,6.629,0.00254
2.4e-11,4000.0,2.1e-05,-9.07,6.551,0.00256
2.4e-11,4000.0,2.15e-05,-8.98,6.478,0.00259
2.4e-11,4000.0,2.2e-05,-8.9,6.406,0.00261
2.4e-11,4000.0,2.25e-05,-8.81,6.337,0.00263
2.4e-11,4000.0,2.3e-05,-8.73,6.272,0.00265
2.4e-11,4000.0,2.35e-05,-8.65,6.212,0.00267
2.4e-11,4000.0,2.4e-05,-8.57,6.156,0.00268
2.4e-11,4000.0,2.45e-05,-8.49,6.091,0.00269
2.4e-11,4000.0,2.5e-05,-8.42,6.046,0.00271
2.4e-11,4000.0,2.55e-05,-8.35,6.008,0.00272
2.4e-11,4000.0,2.6e-05,-8.28,5.977,0.00273
2.4e-11,4000.0,2.65e-05,-8.22,5.952,0.00273
2.4e-11,4000.0,2.7e-05,-8.15,5.935,0.00274
2.4e-11,4000.0,2.75e-05,-8.09,5.927,0.00274
2.4e-11,4000.0,2.8e-05,-8.04,5.928,0.00274
2.4e-11,4000.0,2.85e-05,-8.0,5.936,0.00275
2.4e-11,4000.0,2.9e-05,-7.97,5.947,0.00275
2.4e-11,4000.0,2.95e-05,-7.94,5.959,0.00275
2.4e-11,6000.0,1e-05,-11.69,8.507,0.00173
2.4e-11,6000.0,5e-06,-13.24,8.956,0.00114
2.4e-11,6000.0,5.5e-06,-12.88,8.81,0.00121
2.4e-11,6000.0,6e-06,-12.59,8.682,0.00128
2.4e-11,6000.0,6.5e-06,-12.34,8.576,0.00134
2.4e-11,6000.0,7e-06,-12.16,8.515,0.0014
2.4e-11,6000.0,7.5e-06,-12.02,8.472,0.00146
2.4e-11,6000.0,8e-06,-11.93,8.472,0.00152
2.4e-11,6000.0,8.5e-06,-11.88,8.489,0.00157
2.4e-11,6000.0,9e-06,-11.83,8.509,0.00163
2.4e-11,6000.0,9.5e-06,-11.78,8.519,0.00168
2.4e-11,6000.0,1.05e-05,-11.51,8.45,0.00178
2.4e-11,6000.0,1.1e-05,-11.3,8.352,0.00183
2.4e-11,6000.0,1.15e-05,-11.11,8.218,0.00188
2.4e-11,6000.0,1.2e-05,-10.95,8.068,0.00193
2.4e-11,6000.0,1.25e-05,-10.83,7.946,0.00197
2.4e-11,6000.0,1.3e-05,-10.78,7.916,0.00201
2.4e-11,6000.0,1.35e-05,-10.76,7.913,0.00206
2.4e-11,6000.0,1.4e-05,-10.73,7.901,0.0021
2.4e-11,6000.0,1.45e-05,-10.68,7.863,0.00214
2.4e-11,6000.0,1.5e-05,-10.6,7.8,0.00218
2.4e-11,6000.0,1.55e-05,-10.52,7.714,0.00222
2.4e-11,6000.0,1.6e-05,-10.4,7.62,0.00226
2.4e-11,6000.0,1.65e-05,-10.25,7.521,0.00229
2.4e-11,6000.0,1.7e-05,-10.05,7.407,0.00233
2.4e-11,6000.0,1.75e-05,-9.82,7.264,0.00236
2.4e-11,6000.0,1.8e-05,-9.65,7.14,0.00239
2.4e-11,6000.0,1.85e-05,-9.53,7.004,0.00243
2.4e-11,6000.0,1.9e-05,-9.42,6.87,0.00246
2.4e-11,6000.0,1.95e-05,-9.33,6.759,0.00248
2.4e-11,6000.0,2e-05,-9.23,6.666,0.00251
2.4e-11,6000.0,2.05e-05,-9.14,6.583,0.00254
2.4e-11,6000.0,2.1e-05,-9.05,6.505,0.00257
2.4e-11,6000.0,2.15e-05,-8.96,6.432,0.00259
2.4e-11,6000.0,2.2e-05,-8.87,6.36,0.00261
2.4e-11,6000.0,2.25e-05,-8.79,6.292,0.00263
2.4e-11,6000.0,2.3e-05,-8.7,6.228,0.00265
2.4e-11,6000.0,2.35e-05,-8.62,6.167,0.00267
2.4e-11,6000.0,2.4e-05,-8.54,6.111,0.00268
2.4e-11,6000.0,2.45e-05,-8.47,6.047,0.0027
2.4e-11,6000.0,2.5e-05,-8.39,6.002,0.00271
2.4e-11,6000.0,2.55e-05,-8.32,5.964,0.00272
2.4e-11,6000.0,2.6e-05,-8.26,5.932,0.00273
2.4e-11,6000.0,2.65e-05,-8.19,5.908,0.00274
2.4e-11,6000.0,2.7e-05,-8.13,5.891,0.00274
2.4e-11,6000.0,2.75e-05,-8.07,5.884,0.00275
2.4e-11,6000.0,2.8e-05,-8.02,5.885,0.00275
2.4e-11,6000.0,2.85e-05,-7.98,5.893,0.00275
2.4e-11,6000.0,2.9e-05,-7.94,5.905,0.00275
2.4e-11,6000.0,2.95e-05,-7.92,5.917,0.00275
2.4e-11,7000.0,1e-05,-11.68,8.49,0.00173
2.4e-11,7000.0,5e-06,-13.23,8.93,0.00114
2.4e-11,7000.0,5.5e-06,-12.88,8.785,0.00121
2.4e-11,7000.0,6e-06,-12.58,8.658,0.00128
2.4e-11,7000.0,6.5e-06,-12.33,8.553,0.00134
2.4e-11,7000.0,7e-06,-12.15,8.493,0.0014
2.4e-11,7000.0,7.5e-06,-12.01,8.452,0.00146
2.4e-11,7000.0,8e-06,-11.93,8.453,0.00152
2.4e-11,7000.0,8.5e-06,-11.87,8.47,0.00157
2.4e-11,7000.0,9e-06,-11.82,8.491,0.00163
2.4e-11,7000.0,9.5e-06,-11.78,8.502,0.00168
2.4e-11,7000.0,1.05e-05,-11.5,8.434,0.00178
2.4e-11,7000.0,1.1e-05,-11.29,8.336,0.00183
2.4e-11,7000.0,1.15e-05,-11.11,8.202,0.00188
2.4e-11,7000.0,1.2e-05,-10.95,8.053,0.00193
2.4e-11,7000.0,1.25e-05,-10.82,7.931,0.00197
2.4e-11,7000.0,1.3e-05,-10.78,7.9,0.00202
2.4e-11,7000.0,1.35e-05,-10.76,7.898,0.00206
2.4e-11,7000.0,1.4e-05,-10.73,7.886,0.0021
2.4e-11,7000.0,1.45e-05,-10.67,7.849,0.00214
2.4e-11,7000.0,1.5e-05,-10.6,7.786,0.00218
2.4e-11,7000.0,1.55e-05,-10.51,7.7,0.00222
2.4e-11,7000.0,1.6e-05,-10.39,7.607,0.00226
2.4e-11,7000.0,1.65e-05,-10.24,7.507,0.00229
2.4e-11,7000.0,1.7e-05,-10.04,7.394,0.00233
2.4e-11,7000.0,1.75e-05,-9.81,7.251,0.00236
2.4e-11,7000.0,1.8e-05,-9.64,7.127,0.00239
2.4e-11,7000.0,1.85e-05,-9.52,6.99,0.00243
2.4e-11,7000.0,1.9e-05,-9.42,6.857,0.00246
2.4e-11,7000.0,1.95e-05,-9.32,6.745,0.00249
2.4e-11,7000.0,2e-05,-9.23,6.652,0.00251
2.4e-11,7000.0,2.05e-05,-9.14,6.57,0.00254
2.4e-11,7000.0,2.1e-05,-9.04,6.492,0.00257
2.4e-11,7000.0,2.15e-05,-8.95,6.419,0.00259
2.4e-11,7000.0,2.2e-05,-8.87,6.347,0.00261
2.4e-11,7000.0,2.25e-05,-8.78,6.279,0.00263
2.4e-11,7000.0,2.3e-05,-8.7,6.215,0.00265
2.4e-11,7000.0,2.35e-05,-8.62,6.154,0.00267
2.4e-11,7000.0,2.4e-05,-8.54,6.098,0.00269
2.4e-11,7000.0,2.45e-05,-8.46,6.034,0.0027
2.4e-11,7000.0,2.5e-05,-8.39,5.989,0.00271
2.4e-11,7000.0,2.55e-05,-8.32,5.951,0.00272
2.4e-11,7000.0,2.6e-05,-8.25,5.92,0.00273
2.4e-11,7000.0,2.65e-05,-8.19,5.895,0.00274
2.4e-11,7000.0,2.7e-05,-8.12,5.879,0.00274
2.4e-11,7000.0,2.75e-05,-8.06,5.871,0.00275
2.4e-11,7000.0,2.8e-05,-8.01,5.873,0.00275
2.4e-11,7000.0,2.85e-05,-7.97,5.881,0.00275
2.4e-11,7000.0,2.9e-05,-7.94,5.892,0.00275
2.4e-11,7000.0,2.95e-05,-7.91,5.905,0.00275
2.4e-11,8000.0,1e-05,-11.68,8.477,0.00173
2.4e-11,8000.0,5e-06,-13.23,8.909,0.00114
2.4e-11,8000.0,5.5e-06,-12.87,8.766,0.00121
2.4e-11,8000.0,6e-06,-12.57,8.641,0.00128
2.4e-11,8000.0,6.5e-06,-12.33,8.537,0.00134
2.4e-11,8000.0,7e-06,-12.15,8.477,0.0014
2.4e-11,8000.0,7.5e-06,-12.01,8.436,0.00146
2.4e-11,8000.0,8e-06,-11.92,8.438,0.00152
2.4e-11,8000.0,8.5e-06,-11.87,8.456,0.00158
2.4e-11,8000.0,9e-06,-11.82,8.477,0.00163
2.4e-11,8000.0,9.5e-06,-11.77,8.488,0.00168
2.4e-11,8000.0,1.05e-05,-11.5,8.421,0.00178
2.4e-11,8000.0,1.1e-05,-11.28,8.324,0.00183
2.4e-11,8000.0,1.15e-05,-11.1,8.19,0.00188
2.4e-11,8000.0,1.2e-05,-10.94,8.041,0.00193
2.4e-11,8000.0,1.25e-05,-10.82,7.919,0.00197
2.4e-11,8000.0,1.3e-05,-10.77,7.889,0.00202
2.4e-11,8000.0,1.35e-05,-10.75,7.887,0.00206
2.4e-11,8000.0,1.4e-05,-10.72,7.875,0.0021
2.4e-11,8000.0,1.45e-05,-10.67,7.838,0.00214
2.4e-11,8000.0,1.5e-05,-10.59,7.775,0.00218
2.4e-11,8000.0,1.55e-05,-10.5,7.69,0.00222
2.4e-11,8000.0,1.6e-05,-10.39,7.596,0.00226
2.4e-11,8000.0,1.65e-05,-10.24,7.497,0.00229
2.4e-11,8000.0,1.7e-05,-10.03,7.383,0.00233
2.4e-11,8000.0,1.75e-05,-9.81,7.241,0.00236
2.4e-11,8000.0,1.8e-05,-9.64,7.117,0.00239
2.4e-11,8000.0,1.85e-05,-9.51,6.98,0.00243
2.4e-11,8000.0,1.9e-05,-9.41,6.847,0.00246
2.4e-11,8000.0,1.95e-05,-9.32,6.735,0.00249
2.4e-11,8000.0,2e-05,-9.22,6.642,0.00251
2.4e-11,8000.0,2.05e-05,-9.13,6.56,0.00254
2.4e-11,8000.0,2.1e-05,-9.04,6.482,0.00257
2.4e-11,8000.0,2.15e-05,-8.95,6.409,0.00259
2.4e-11,8000.0,2.2e-05,-8.86,6.338,0.00261
2.4e-11,8000.0,2.25e-05,-8.78,6.269,0.00263
2.4e-11,8000.0,2.3e-05,-8.69,6.205,0.00265
2.4e-11,8000.0,2.35e-05,-8.61,6.144,0.00267
2.4e-11,8000.0,2.4e-05,-8.53,6.088,0.00269
2.4e-11,8000.0,2.45e-05,-8.46,6.024,0.0027
2.4e-11,8000.0,2.5e-05,-8.38,5.979,0.00271
2.4e-11,8000.0,2.55e-05,-8.31,5.941,0.00272
2.4e-11,8000.0,2.6e-05,-8.25,5.91,0.00273
2.4e-11,8000.0,2.65e-05,-8.18,5.885,0.00274
2.4e-11,8000.0,2.7e-05,-8.12,5.869,0.00274
2.4e-11,8000.0,2.75e-05,-8.06,5.862,0.00275
2.4e-11,8000.0,2.8e-05,-8.01,5.864,0.00275
2.4e-11,8000.0,2.85e-05,-7.96,5.872,0.00275
2.4e-11,8000.0,2.9e-05,-7.93,5.883,0.00275
2.4e-11,8000.0,2.95e-05,-7.91,5.896,0.00275
2.4e-11,9000.0,1e-05,-11.67,8.467,0.00173
2.4e-11,9000.0,5e-06,-13.22,8.893,0.00114
2.4e-11,9000.0,5.5e-06,-12.87,8.751,0.00121
2.4e-11,9000.0,6e-06,-12.57,8.627,0.00128
2.4e-11,9000.0,6.5e-06,-12.32,8.523,0.00134
2.4e-11,9000.0,7e-06,-12.14,8.465,0.0014
2.4e-11,9000.0,7.5e-06,-12.0,8.424,0.00146
2.4e-11,9000.0,8e-06,-11.92,8.426,0.00152
2.4e-11,9000.0,8.5e-06,-11.86,8.445,0.00158
