C,R,WN1_RF,WN2_LO,DCPowerConsumption,ConversionGain,NoiseFigure,VoltageSwing
8e-12,4000.0,1.8e-05,2.4e-05,0.0115,-4.26,9.512,0.00195
8e-12,4000.0,1.8e-05,2.5e-05,0.0114,-4.35,9.554,0.00193
8e-12,4000.0,1.9e-05,6e-06,0.0134,-3.767,10.47,0.00205
8e-12,4000.0,1.9e-05,5e-06,0.0136,-4.175,11.17,0.00196
8e-12,4000.0,1.9e-05,7e-06,0.0131,-3.667,10.07,0.0021
8e-12,4000.0,1.9e-05,8e-06,0.0129,-3.621,9.786,0.00213
8e-12,4000.0,1.9e-05,9e-06,0.0127,-3.499,9.596,0.00214
8e-12,4000.0,1.9e-05,1e-05,0.0125,-3.394,9.497,0.00214
8e-12,4000.0,1.9e-05,1.1e-05,0.0123,-3.407,9.444,0.00214
8e-12,4000.0,1.9e-05,1.2e-05,0.0122,-3.518,9.404,0.00213
8e-12,4000.0,1.9e-05,1.3e-05,0.0121,-3.645,9.379,0.00211
8e-12,4000.0,1.9e-05,1.4e-05,0.012,-3.751,9.371,0.0021
8e-12,4000.0,1.9e-05,1.5e-05,0.0119,-3.822,9.371,0.00208
8e-12,4000.0,1.9e-05,1.6e-05,0.0118,-3.865,9.378,0.00206
8e-12,4000.0,1.9e-05,1.7e-05,0.0117,-3.9,9.393,0.00204
8e-12,4000.0,1.9e-05,1.8e-05,0.0116,-3.939,9.413,0.00203
8e-12,4000.0,1.9e-05,1.9e-05,0.0116,-3.993,9.439,0.00201
8e-12,4000.0,1.9e-05,2e-05,0.0115,-4.062,9.47,0.00199
8e-12,4000.0,1.9e-05,2.1e-05,0.0115,-4.144,9.503,0.00197
8e-12,4000.0,1.9e-05,2.2e-05,0.0114,-4.233,9.538,0.00195
8e-12,4000.0,1.9e-05,2.3e-05,0.0114,-4.324,9.575,0.00193
8e-12,4000.0,1.9e-05,2.4e-05,0.0113,-4.414,9.615,0.00191
8e-12,4000.0,1.9e-05,2.5e-05,0.0113,-4.501,9.656,0.00189
8e-12,4000.0,2e-05,6e-06,0.0133,-4.046,10.71,0.00199
8e-12,4000.0,2e-05,5e-06,0.0136,-4.469,11.45,0.0019
8e-12,4000.0,2e-05,7e-06,0.013,-3.933,10.27,0.00204
8e-12,4000.0,2e-05,8e-06,0.0128,-3.872,9.967,0.00207
8e-12,4000.0,2e-05,9e-06,0.0126,-3.739,9.764,0.00208
8e-12,4000.0,2e-05,1e-05,0.0124,-3.629,9.655,0.00208
8e-12,4000.0,2e-05,1.1e-05,0.0123,-3.641,9.595,0.00208
8e-12,4000.0,2e-05,1.2e-05,0.0121,-3.746,9.548,0.00207
8e-12,4000.0,2e-05,1.3e-05,0.012,-3.865,9.518,0.00206
8e-12,4000.0,2e-05,1.4e-05,0.0119,-3.963,9.506,0.00205
8e-12,4000.0,2e-05,1.5e-05,0.0118,-4.025,9.503,0.00203
8e-12,4000.0,2e-05,1.6e-05,0.0117,-4.063,9.508,0.00202
8e-12,4000.0,2e-05,1.7e-05,0.0116,-4.093,9.52,0.002
8e-12,4000.0,2e-05,1.8e-05,0.0115,-4.129,9.539,0.00198
8e-12,4000.0,2e-05,1.9e-05,0.0115,-4.181,9.563,0.00196
8e-12,4000.0,2e-05,2e-05,0.0114,-4.248,9.591,0.00194
8e-12,4000.0,2e-05,2.1e-05,0.0113,-4.327,9.623,0.00193
8e-12,4000.0,2e-05,2.2e-05,0.0113,-4.414,9.657,0.00191
8e-12,4000.0,2e-05,2.3e-05,0.0113,-4.502,9.693,0.00189
8e-12,4000.0,2e-05,2.4e-05,0.0112,-4.59,9.731,0.00187
8e-12,4000.0,2e-05,2.5e-05,0.0112,-4.674,9.772,0.00186
8e-12,4000.0,2.1e-05,6e-06,0.0133,-4.336,10.95,0.00192
8e-12,4000.0,2.1e-05,5e-06,0.0136,-4.774,11.74,0.00183
8e-12,4000.0,2.1e-05,7e-06,0.013,-4.211,10.48,0.00197
8e-12,4000.0,2.1e-05,8e-06,0.0127,-4.135,10.16,0.002
8e-12,4000.0,2.1e-05,9e-06,0.0125,-3.992,9.942,0.00202
8e-12,4000.0,2.1e-05,1e-05,0.0123,-3.879,9.825,0.00202
8e-12,4000.0,2.1e-05,1.1e-05,0.0122,-3.889,9.756,0.00202
8e-12,4000.0,2.1e-05,1.2e-05,0.012,-3.988,9.703,0.00202
8e-12,4000.0,2.1e-05,1.3e-05,0.0119,-4.1,9.668,0.00201
8e-12,4000.0,2.1e-05,1.4e-05,0.0118,-4.189,9.652,0.002
8e-12,4000.0,2.1e-05,1.5e-05,0.0117,-4.245,9.646,0.00198
8e-12,4000.0,2.1e-05,1.6e-05,0.0116,-4.277,9.648,0.00197
8e-12,4000.0,2.1e-05,1.7e-05,0.0115,-4.303,9.658,0.00195
8e-12,4000.0,2.1e-05,1.8e-05,0.0114,-4.337,9.675,0.00193
8e-12,4000.0,2.1e-05,1.9e-05,0.0114,-4.386,9.697,0.00192
8e-12,4000.0,2.1e-05,2e-05,0.0113,-4.451,9.724,0.0019
8e-12,4000.0,2.1e-05,2.1e-05,0.0112,-4.528,9.754,0.00188
8e-12,4000.0,2.1e-05,2.2e-05,0.0112,-4.612,9.787,0.00187
8e-12,4000.0,2.1e-05,2.3e-05,0.0111,-4.698,9.822,0.00185
8e-12,4000.0,2.1e-05,2.4e-05,0.0111,-4.783,9.86,0.00183
8e-12,4000.0,2.1e-05,2.5e-05,0.011,-4.865,9.9,0.00182
8e-12,4000.0,2.2e-05,6e-06,0.0132,-4.634,11.2,0.00186
8e-12,4000.0,2.2e-05,5e-06,0.0135,-5.085,12.03,0.00177
8e-12,4000.0,2.2e-05,7e-06,0.0129,-4.497,10.7,0.00191
8e-12,4000.0,2.2e-05,8e-06,0.0127,-4.408,10.36,0.00194
8e-12,4000.0,2.2e-05,9e-06,0.0125,-4.257,10.13,0.00196
8e-12,4000.0,2.2e-05,1e-05,0.0123,-4.14,10.0,0.00196
8e-12,4000.0,2.2e-05,1.1e-05,0.0121,-4.147,9.927,0.00196
8e-12,4000.0,2.2e-05,1.2e-05,0.0119,-4.242,9.867,0.00196
8e-12,4000.0,2.2e-05,1.3e-05,0.0118,-4.346,9.827,0.00195
8e-12,4000.0,2.2e-05,1.4e-05,0.0117,-4.428,9.807,0.00194
8e-12,4000.0,2.2e-05,1.5e-05,0.0116,-4.478,9.798,0.00193
8e-12,4000.0,2.2e-05,1.6e-05,0.0115,-4.505,9.798,0.00191
8e-12,4000.0,2.2e-05,1.7e-05,0.0114,-4.527,9.806,0.0019
8e-12,4000.0,2.2e-05,1.8e-05,0.0113,-4.558,9.821,0.00188
8e-12,4000.0,2.2e-05,1.9e-05,0.0113,-4.605,9.842,0.00187
8e-12,4000.0,2.2e-05,2e-05,0.0112,-4.668,9.867,0.00185
8e-12,4000.0,2.2e-05,2.1e-05,0.0111,-4.743,9.896,0.00184
8e-12,4000.0,2.2e-05,2.2e-05,0.0111,-4.825,9.928,0.00182
8e-12,4000.0,2.2e-05,2.3e-05,0.011,-4.909,9.962,0.00181
8e-12,4000.0,2.2e-05,2.4e-05,0.011,-4.991,9.999,0.00179
8e-12,4000.0,2.2e-05,2.5e-05,0.0109,-5.07,10.04,0.00178
8e-12,4000.0,2.3e-05,6e-06,0.0132,-4.938,11.46,0.00179
8e-12,4000.0,2.3e-05,5e-06,0.0135,-5.401,12.33,0.0017
8e-12,4000.0,2.3e-05,7e-06,0.0129,-4.789,10.93,0.00185
8e-12,4000.0,2.3e-05,8e-06,0.0126,-4.689,10.57,0.00188
8e-12,4000.0,2.3e-05,9e-06,0.0124,-4.53,10.32,0.0019
8e-12,4000.0,2.3e-05,1e-05,0.0122,-4.409,10.19,0.0019
8e-12,4000.0,2.3e-05,1.2e-05,0.0119,-4.504,10.04,0.0019
8e-12,4000.0,2.3e-05,1.3e-05,0.0117,-4.602,9.994,0.0019
8e-12,4000.0,2.3e-05,1.4e-05,0.0116,-4.677,9.971,0.00189
8e-12,4000.0,2.3e-05,1.5e-05,0.0115,-4.721,9.959,0.00187
8e-12,4000.0,2.3e-05,1.6e-05,0.0114,-4.743,9.957,0.00186
8e-12,4000.0,2.3e-05,1.7e-05,0.0113,-4.762,9.963,0.00185
8e-12,4000.0,2.3e-05,1.8e-05,0.0112,-4.791,9.976,0.00183
8e-12,4000.0,2.3e-05,1.9e-05,0.0112,-4.836,9.995,0.00182
8e-12,4000.0,2.3e-05,2e-05,0.0111,-4.897,10.02,0.0018
8e-12,4000.0,2.3e-05,2.1e-05,0.011,-4.97,10.05,0.00179
8e-12,4000.0,2.3e-05,2.2e-05,0.011,-5.05,10.08,0.00177
8e-12,4000.0,2.3e-05,2.3e-05,0.0109,-5.131,10.11,0.00176
8e-12,4000.0,2.3e-05,2.4e-05,0.0109,-5.211,10.15,0.00175
8e-12,4000.0,2.3e-05,2.5e-05,0.0108,-5.288,10.19,0.00173
8e-12,4000.0,2.4e-05,6e-06,0.0131,-5.246,11.72,0.00173
8e-12,4000.0,2.4e-05,5e-06,0.0134,-5.721,12.63,0.00164
8e-12,4000.0,2.4e-05,7e-06,0.0128,-5.087,11.17,0.00179
8e-12,4000.0,2.4e-05,8e-06,0.0126,-4.976,10.78,0.00182
8e-12,4000.0,2.4e-05,1e-05,0.0122,-4.686,10.38,0.00184
8e-12,4000.0,2.4e-05,1.2e-05,0.0118,-4.773,10.22,0.00184
8e-12,4000.0,2.4e-05,1.3e-05,0.0117,-4.865,10.17,0.00184
8e-12,4000.0,2.4e-05,1.4e-05,0.0115,-4.934,10.14,0.00183
8e-12,4000.0,2.4e-05,1.5e-05,0.0114,-4.972,10.13,0.00182
8e-12,4000.0,2.4e-05,1.6e-05,0.0113,-4.991,10.12,0.00181
8e-12,4000.0,2.4e-05,1.7e-05,0.0112,-5.007,10.13,0.0018
8e-12,4000.0,2.4e-05,1.8e-05,0.0111,-5.034,10.14,0.00178
8e-12,4000.0,2.4e-05,1.9e-05,0.0111,-5.076,10.16,0.00177
8e-12,4000.0,2.4e-05,2e-05,0.011,-5.135,10.18,0.00176
8e-12,4000.0,2.4e-05,2.1e-05,0.0109,-5.207,10.2,0.00174
8e-12,4000.0,2.4e-05,2.2e-05,0.0109,-5.284,10.23,0.00173
8e-12,4000.0,2.4e-05,2.3e-05,0.0108,-5.363,10.27,0.00171
8e-12,4000.0,2.4e-05,2.4e-05,0.0108,-5.441,10.3,0.0017
8e-12,4000.0,2.4e-05,2.5e-05,0.0107,-5.515,10.34,0.00169
8e-12,4000.0,2.5e-05,6e-06,0.0131,-5.556,11.99,0.00167
8e-12,4000.0,2.5e-05,5e-06,0.0134,-6.042,12.94,0.00158
8e-12,4000.0,2.5e-05,7e-06,0.0128,-5.388,11.4,0.00172
8e-12,4000.0,2.5e-05,8e-06,0.0125,-5.267,11.0,0.00176
8e-12,4000.0,2.5e-05,9e-06,0.0123,-5.094,10.73,0.00178
8e-12,4000.0,2.5e-05,1.2e-05,0.0117,-5.047,10.4,0.00179
8e-12,4000.0,2.5e-05,1.3e-05,0.0116,-5.133,10.35,0.00178
8e-12,4000.0,2.5e-05,1.4e-05,0.0115,-5.197,10.32,0.00178
8e-12,4000.0,2.5e-05,1.5e-05,0.0114,-5.231,10.3,0.00177
8e-12,4000.0,2.5e-05,1.6e-05,0.0113,-5.245,10.29,0.00176
8e-12,4000.0,2.5e-05,1.7e-05,0.0112,-5.259,10.3,0.00174
8e-12,4000.0,2.5e-05,1.8e-05,0.0111,-5.283,10.31,0.00173
8e-12,4000.0,2.5e-05,1.9e-05,0.011,-5.324,10.32,0.00172
8e-12,4000.0,2.5e-05,2e-05,0.0109,-5.381,10.34,0.00171
8e-12,4000.0,2.5e-05,2.1e-05,0.0109,-5.45,10.37,0.00169
8e-12,4000.0,2.5e-05,2.2e-05,0.0108,-5.526,10.4,0.00168
8e-12,4000.0,2.5e-05,2.3e-05,0.0107,-5.603,10.43,0.00167
8e-12,4000.0,2.5e-05,2.4e-05,0.0107,-5.678,10.47,0.00166
8e-12,4000.0,2.5e-05,2.5e-05,0.0106,-5.75,10.5,0.00164
8e-12,4000.0,2.6e-05,6e-06,0.0131,-5.869,12.26,0.00161
8e-12,4000.0,2.6e-05,5e-06,0.0134,-6.366,13.25,0.00152
8e-12,4000.0,2.6e-05,7e-06,0.0128,-5.691,11.65,0.00166
8e-12,4000.0,2.6e-05,8e-06,0.0125,-5.561,11.23,0.0017
8e-12,4000.0,2.6e-05,1e-05,0.0121,-5.253,10.78,0.00173
8e-12,4000.0,2.6e-05,1.1e-05,0.0119,-5.251,10.68,0.00173
8e-12,4000.0,2.6e-05,1.2e-05,0.0117,-5.326,10.59,0.00173
8e-12,4000.0,2.6e-05,1.3e-05,0.0115,-5.406,10.53,0.00173
8e-12,4000.0,2.6e-05,1.4e-05,0.0114,-5.465,10.5,0.00172
8e-12,4000.0,2.6e-05,1.5e-05,0.0113,-5.494,10.48,0.00171
8e-12,4000.0,2.6e-05,1.6e-05,0.0112,-5.505,10.47,0.0017
8e-12,4000.0,2.6e-05,1.7e-05,0.0111,-5.516,10.47,0.00169
8e-12,4000.0,2.6e-05,1.8e-05,0.011,-5.539,10.48,0.00168
8e-12,4000.0,2.6e-05,1.9e-05,0.0109,-5.578,10.5,0.00167
8e-12,4000.0,2.6e-05,2e-05,0.0108,-5.633,10.52,0.00166
8e-12,4000.0,2.6e-05,2.1e-05,0.0108,-5.7,10.54,0.00165
8e-12,4000.0,2.6e-05,2.2e-05,0.0107,-5.774,10.57,0.00163
8e-12,4000.0,2.6e-05,2.3e-05,0.0107,-5.849,10.6,0.00162
8e-12,4000.0,2.6e-05,2.4e-05,0.0106,-5.922,10.63,0.00161
8e-12,4000.0,2.6e-05,2.5e-05,0.0106,-5.992,10.67,0.0016
8e-12,4000.0,2.7e-05,6e-06,0.013,-6.182,12.53,0.00155
8e-12,4000.0,2.7e-05,5e-06,0.0134,-6.689,13.55,0.00147
8e-12,4000.0,2.7e-05,7e-06,0.0127,-5.996,11.89,0.00161
8e-12,4000.0,2.7e-05,8e-06,0.0125,-5.858,11.46,0.00164
8e-12,4000.0,2.7e-05,1.2e-05,0.0116,-5.607,10.79,0.00168
8e-12,4000.0,2.7e-05,1.3e-05,0.0115,-5.682,10.73,0.00167
8e-12,4000.0,2.7e-05,1.4e-05,0.0114,-5.736,10.69,0.00167
8e-12,4000.0,2.7e-05,1.5e-05,0.0112,-5.761,10.67,0.00166
8e-12,4000.0,2.7e-05,1.6e-05,0.0111,-5.769,10.65,0.00165
8e-12,4000.0,2.7e-05,1.7e-05,0.011,-5.778,10.65,0.00164
8e-12,4000.0,2.7e-05,1.8e-05,0.0109,-5.799,10.66,0.00163
8e-12,4000.0,2.7e-05,1.9e-05,0.0108,-5.836,10.67,0.00162
8e-12,4000.0,2.7e-05,2e-05,0.0108,-5.889,10.69,0.00161
8e-12,4000.0,2.7e-05,2.1e-05,0.0107,-5.955,10.72,0.0016
8e-12,4000.0,2.7e-05,2.2e-05,0.0106,-6.026,10.74,0.00159
8e-12,4000.0,2.7e-05,2.3e-05,0.0106,-6.099,10.77,0.00158
8e-12,4000.0,2.7e-05,2.4e-05,0.0105,-6.17,10.81,0.00157
8e-12,4000.0,2.7e-05,2.5e-05,0.0105,-6.238,10.85,0.00155
8e-12,4000.0,2.8e-05,6e-06,0.013,-6.496,12.8,0.0015
8e-12,4000.0,2.8e-05,5e-06,0.0133,-7.012,13.86,0.00141
8e-12,4000.0,2.8e-05,7e-06,0.0127,-6.301,12.14,0.00155
8e-12,4000.0,2.8e-05,8e-06,0.0124,-6.155,11.69,0.00158
8e-12,4000.0,2.8e-05,9e-06,0.0122,-5.966,11.38,0.0016
8e-12,4000.0,2.8e-05,1e-05,0.012,-5.831,11.2,0.00162
8e-12,4000.0,2.8e-05,1.1e-05,0.0118,-5.824,11.08,0.00162
8e-12,4000.0,2.8e-05,1.2e-05,0.0116,-5.89,10.99,0.00162
8e-12,4000.0,2.8e-05,1.3e-05,0.0114,-5.961,10.92,0.00162
8e-12,4000.0,2.8e-05,1.4e-05,0.0113,-6.01,10.88,0.00162
8e-12,4000.0,2.8e-05,1.5e-05,0.0112,-6.031,10.85,0.00161
8e-12,4000.0,2.8e-05,1.6e-05,0.0111,-6.037,10.84,0.0016
8e-12,4000.0,2.8e-05,1.7e-05,0.011,-6.043,10.84,0.00159
8e-12,4000.0,2.8e-05,1.8e-05,0.0109,-6.062,10.84,0.00158
8e-12,4000.0,2.8e-05,1.9e-05,0.0108,-6.098,10.85,0.00157
8e-12,4000.0,2.8e-05,2e-05,0.0107,-6.149,10.87,0.00156
8e-12,4000.0,2.8e-05,2.1e-05,0.0106,-6.213,10.89,0.00155
8e-12,4000.0,2.8e-05,2.2e-05,0.0106,-6.282,10.92,0.00154
8e-12,4000.0,2.8e-05,2.3e-05,0.0105,-6.353,10.95,0.00153
8e-12,4000.0,2.8e-05,2.4e-05,0.0105,-6.422,10.99,0.00152
8e-12,4000.0,2.8e-05,2.5e-05,0.0104,-6.488,11.02,0.00151
8e-12,4000.0,2.9e-05,6e-06,0.013,-6.809,13.08,0.00145
8e-12,4000.0,2.9e-05,5e-06,0.0133,-7.335,14.17,0.00136
8e-12,4000.0,2.9e-05,7e-06,0.0127,-6.607,12.4,0.0015
8e-12,4000.0,2.9e-05,8e-06,0.0124,-6.454,11.92,0.00153
8e-12,4000.0,2.9e-05,1e-05,0.0119,-6.122,11.42,0.00156
8e-12,4000.0,2.9e-05,1.2e-05,0.0115,-6.174,11.19,0.00157
8e-12,4000.0,2.9e-05,1.3e-05,0.0114,-6.241,11.12,0.00157
8e-12,4000.0,2.9e-05,1.4e-05,0.0112,-6.286,11.07,0.00157
8e-12,4000.0,2.9e-05,1.5e-05,0.0111,-6.303,11.05,0.00156
8e-12,4000.0,2.9e-05,1.6e-05,0.011,-6.306,11.03,0.00155
8e-12,4000.0,2.9e-05,1.7e-05,0.0109,-6.311,11.03,0.00154
8e-12,4000.0,2.9e-05,1.8e-05,0.0108,-6.328,11.03,0.00154
8e-12,4000.0,2.9e-05,1.9e-05,0.0107,-6.362,11.04,0.00153
8e-12,4000.0,2.9e-05,2e-05,0.0106,-6.412,11.06,0.00152
8e-12,4000.0,2.9e-05,2.1e-05,0.0106,-6.473,11.08,0.00151
8e-12,4000.0,2.9e-05,2.2e-05,0.0105,-6.541,11.1,0.0015
8e-12,4000.0,2.9e-05,2.3e-05,0.0104,-6.61,11.13,0.00149
8e-12,4000.0,2.9e-05,2.4e-05,0.0104,-6.677,11.17,0.00148
8e-12,4000.0,2.9e-05,2.5e-05,0.0103,-6.742,11.2,0.00147
8e-12,4000.0,3e-05,6e-06,0.013,-7.122,13.35,0.0014
8e-12,4000.0,3e-05,5e-06,0.0133,-7.656,14.48,0.00131
8e-12,4000.0,3e-05,7e-06,0.0127,-6.912,12.65,0.00145
8e-12,4000.0,3e-05,8e-06,0.0124,-6.752,12.16,0.00148
8e-12,4000.0,3e-05,1.1e-05,0.0117,-6.401,11.5,0.00152
8e-12,4000.0,3e-05,1.2e-05,0.0115,-6.459,11.39,0.00152
8e-12,4000.0,3e-05,1.3e-05,0.0113,-6.521,11.32,0.00152
8e-12,4000.0,3e-05,1.4e-05,0.0112,-6.563,11.27,0.00152
8e-12,4000.0,3e-05,1.5e-05,0.0111,-6.577,11.24,0.00151
8e-12,4000.0,3e-05,1.6e-05,0.0109,-6.577,11.22,0.0015
8e-12,4000.0,3e-05,1.7e-05,0.0108,-6.58,11.22,0.0015
8e-12,4000.0,3e-05,1.8e-05,0.0107,-6.595,11.22,0.00149
8e-12,4000.0,3e-05,1.9e-05,0.0107,-6.627,11.23,0.00148
8e-12,4000.0,3e-05,2e-05,0.0106,-6.676,11.24,0.00147
8e-12,4000.0,3e-05,2.1e-05,0.0105,-6.736,11.26,0.00146
8e-12,4000.0,3e-05,2.2e-05,0.0104,-6.801,11.29,0.00145
8e-12,4000.0,3e-05,2.3e-05,0.0104,-6.869,11.32,0.00144
8e-12,4000.0,3e-05,2.4e-05,0.0103,-6.934,11.35,0.00143
8e-12,4000.0,3e-05,2.5e-05,0.0103,-6.997,11.39,0.00142
8e-12,6000.0,1.2e-05,6e-06,0.0136,-2.469,9.263,0.00238
8e-12,6000.0,1.2e-05,5e-06,0.0138,-2.737,9.606,0.00233
8e-12,6000.0,1.2e-05,7e-06,0.0134,-2.485,9.098,0.0024
8e-12,6000.0,1.2e-05,8e-06,0.0132,-2.596,8.986,0.0024
8e-12,6000.0,1.2e-05,9e-06,0.0131,-2.614,8.907,0.00239
8e-12,6000.0,1.2e-05,1e-05,0.013,-2.561,8.87,0.00237
8e-12,6000.0,1.2e-05,1.1e-05,0.0129,-2.578,8.877,0.00234
8e-12,6000.0,1.2e-05,1.2e-05,0.0128,-2.712,8.892,0.00232
8e-12,6000.0,1.2e-05,1.3e-05,0.0127,-2.903,8.909,0.00229
8e-12,6000.0,1.2e-05,1.4e-05,0.0126,-3.088,8.934,0.00226
8e-12,6000.0,1.2e-05,1.5e-05,0.0126,-3.244,8.963,0.00223
8e-12,6000.0,1.2e-05,1.6e-05,0.0125,-3.363,8.995,0.0022
8e-12,6000.0,1.2e-05,1.7e-05,0.0125,-3.456,9.029,0.00217
8e-12,6000.0,1.2e-05,1.8e-05,0.0125,-3.535,9.068,0.00214
8e-12,6000.0,1.2e-05,1.9e-05,0.0124,-3.616,9.112,0.00211
8e-12,6000.0,1.2e-05,2e-05,0.0124,-3.704,9.159,0.00208
8e-12,6000.0,1.2e-05,2.1e-05,0.0123,-3.802,9.208,0.00205
8e-12,6000.0,1.2e-05,2.2e-05,0.0123,-3.907,9.258,0.00202
8e-12,6000.0,1.2e-05,2.3e-05,0.0123,-4.016,9.309,0.002
8e-12,6000.0,1.2e-05,2.4e-05,0.0123,-4.126,9.361,0.00197
8e-12,6000.0,1.2e-05,2.5e-05,0.0122,-4.235,9.414,0.00195
8e-12,6000.0,1e-05,6e-06,0.0138,-2.564,9.18,0.00235
8e-12,6000.0,1e-05,5e-06,0.014,-2.78,9.428,0.00232
8e-12,6000.0,1e-05,7e-06,0.0137,-2.604,9.089,0.00236
8e-12,6000.0,1e-05,8e-06,0.0135,-2.775,9.029,0.00235
8e-12,6000.0,1e-05,9e-06,0.0134,-2.871,8.992,0.00233
8e-12,6000.0,1e-05,1e-05,0.0133,-2.857,8.973,0.0023
8e-12,6000.0,1e-05,1.1e-05,0.0133,-2.868,8.995,0.00227
8e-12,6000.0,1e-05,1.2e-05,0.0132,-2.987,9.031,0.00224
8e-12,6000.0,1e-05,1.3e-05,0.0131,-3.182,9.065,0.00221
8e-12,6000.0,1e-05,1.4e-05,0.0131,-3.392,9.101,0.00217
8e-12,6000.0,1e-05,1.5e-05,0.013,-3.581,9.142,0.00214
8e-12,6000.0,1e-05,1.6e-05,0.013,-3.739,9.185,0.00211
8e-12,6000.0,1e-05,1.7e-05,0.013,-3.866,9.23,0.00207
8e-12,6000.0,1e-05,1.8e-05,0.0129,-3.973,9.277,0.00204
8e-12,6000.0,1e-05,1.9e-05,0.0129,-4.072,9.328,0.00201
8e-12,6000.0,1e-05,2e-05,0.0129,-4.171,9.383,0.00198
8e-12,6000.0,1e-05,2.1e-05,0.0129,-4.275,9.439,0.00195
8e-12,6000.0,1e-05,2.2e-05,0.0128,-4.384,9.496,0.00192
8e-12,6000.0,1e-05,2.3e-05,0.0128,-4.496,9.554,0.00189
8e-12,6000.0,1e-05,2.4e-05,0.0128,-4.611,9.613,0.00187
8e-12,6000.0,1e-05,2.5e-05,0.0128,-4.726,9.673,0.00184
8e-12,6000.0,1.1e-05,6e-06,0.0137,-2.473,9.198,0.00238
8e-12,6000.0,1.1e-05,5e-06,0.0139,-2.715,9.492,0.00233
8e-12,6000.0,1.1e-05,7e-06,0.0135,-2.502,9.07,0.00239
8e-12,6000.0,1.1e-05,8e-06,0.0134,-2.643,8.984,0.00238
8e-12,6000.0,1.1e-05,9e-06,0.0132,-2.698,8.925,0.00237
8e-12,6000.0,1.1e-05,1e-05,0.0132,-2.662,8.897,0.00235
8e-12,6000.0,1.1e-05,1.1e-05,0.0131,-2.675,8.911,0.00232
8e-12,6000.0,1.1e-05,1.2e-05,0.013,-2.804,8.937,0.00229
8e-12,6000.0,1.1e-05,1.3e-05,0.0129,-2.999,8.962,0.00226
8e-12,6000.0,1.1e-05,1.4e-05,0.0129,-3.197,8.992,0.00223
8e-12,6000.0,1.1e-05,1.5e-05,0.0128,-3.37,9.027,0.00219
8e-12,6000.0,1.1e-05,1.6e-05,0.0128,-3.508,9.064,0.00216
8e-12,6000.0,1.1e-05,1.7e-05,0.0127,-3.616,9.103,0.00213
8e-12,6000.0,1.1e-05,1.8e-05,0.0127,-3.708,9.146,0.0021
8e-12,6000.0,1.1e-05,1.9e-05,0.0127,-3.796,9.193,0.00207
8e-12,6000.0,1.1e-05,2e-05,0.0126,-3.889,9.243,0.00204
8e-12,6000.0,1.1e-05,2.1e-05,0.0126,-3.989,9.296,0.00201
8e-12,6000.0,1.1e-05,2.2e-05,0.0126,-4.096,9.349,0.00198
8e-12,6000.0,1.1e-05,2.3e-05,0.0125,-4.206,9.403,0.00196
8e-12,6000.0,1.1e-05,2.4e-05,0.0125,-4.318,9.459,0.00193
8e-12,6000.0,1.1e-05,2.5e-05,0.0125,-4.431,9.515,0.0019
8e-12,6000.0,1.3e-05,6e-06,0.0135,-2.536,9.367,0.00236
8e-12,6000.0,1.3e-05,5e-06,0.0137,-2.826,9.759,0.0023
8e-12,6000.0,1.3e-05,7e-06,0.0133,-2.535,9.165,0.00239
8e-12,6000.0,1.3e-05,8e-06,0.0131,-2.618,9.027,0.00239
8e-12,6000.0,1.3e-05,9e-06,0.0129,-2.604,8.929,0.00239
8e-12,6000.0,1.3e-05,1e-05,0.0128,-2.539,8.884,0.00237
8e-12,6000.0,1.3e-05,1.1e-05,0.0127,-2.559,8.882,0.00235
8e-12,6000.0,1.3e-05,1.2e-05,0.0126,-2.695,8.888,0.00233
8e-12,6000.0,1.3e-05,1.3e-05,0.0125,-2.878,8.898,0.0023
8e-12,6000.0,1.3e-05,1.4e-05,0.0125,-3.05,8.917,0.00227
8e-12,6000.0,1.3e-05,1.5e-05,0.0124,-3.189,8.942,0.00224
8e-12,6000.0,1.3e-05,1.6e-05,0.0123,-3.292,8.969,0.00221
8e-12,6000.0,1.3e-05,1.7e-05,0.0123,-3.371,8.999,0.00219
8e-12,6000.0,1.3e-05,1.8e-05,0.0122,-3.441,9.035,0.00216
8e-12,6000.0,1.3e-05,1.9e-05,0.0122,-3.516,9.075,0.00213
8e-12,6000.0,1.3e-05,2e-05,0.0122,-3.601,9.119,0.0021
8e-12,6000.0,1.3e-05,2.1e-05,0.0121,-3.697,9.165,0.00207
8e-12,6000.0,1.3e-05,2.2e-05,0.0121,-3.8,9.212,0.00205
8e-12,6000.0,1.3e-05,2.3e-05,0.0121,-3.908,9.26,0.00202
8e-12,6000.0,1.3e-05,2.4e-05,0.012,-4.015,9.309,0.002
8e-12,6000.0,1.3e-05,2.5e-05,0.012,-4.122,9.36,0.00197
8e-12,6000.0,1.4e-05,6e-06,0.0134,-2.657,9.501,0.00233
8e-12,6000.0,1.4e-05,5e-06,0.0136,-2.97,9.944,0.00226
8e-12,6000.0,1.4e-05,7e-06,0.0132,-2.64,9.263,0.00236
8e-12,6000.0,1.4e-05,8e-06,0.013,-2.695,9.099,0.00237
8e-12,6000.0,1.4e-05,9e-06,0.0128,-2.655,8.984,0.00237
8e-12,6000.0,1.4e-05,1e-05,0.0127,-2.58,8.93,0.00236
8e-12,6000.0,1.4e-05,1.1e-05,0.0126,-2.602,8.921,0.00234
8e-12,6000.0,1.4e-05,1.2e-05,0.0125,-2.738,8.918,0.00232
