L,Wn,Wvar,DCPowerConsumption,OscillationFrequency,TuningRange,OutputPower,PhaseNoise
3.7e-10,1.75e-05,1.2e-05,0.00955,25800000000.0,1060000000.0,6.472,-87.41
3.7e-10,1.75e-05,1.25e-05,0.00955,25800000000.0,1070000000.0,6.468,-87.86
3.7e-10,1.75e-05,1.3e-05,0.00955,25700000000.0,1080000000.0,6.465,-87.92
3.7e-10,1.75e-05,1.35e-05,0.00955,25600000000.0,1090000000.0,6.462,-87.55
3.7e-10,1.75e-05,1.4e-05,0.00955,25500000000.0,1100000000.0,6.454,-88.7
3.7e-10,1.75e-05,1.45e-05,0.00955,25400000000.0,1110000000.0,6.448,-87.65
3.7e-10,1.75e-05,1.5e-05,0.00955,25300000000.0,1120000000.0,6.437,-87.61
3.7e-10,1.75e-05,1.55e-05,0.00955,25200000000.0,1140000000.0,6.421,-87.61
3.7e-10,1.75e-05,1.6e-05,0.00955,25100000000.0,1150000000.0,6.409,-85.77
3.7e-10,1.75e-05,1.65e-05,0.00955,25100000000.0,1150000000.0,6.396,-87.62
3.7e-10,1.75e-05,1.7e-05,0.00955,25000000000.0,1150000000.0,6.378,-87.49
3.7e-10,1.75e-05,1.75e-05,0.00955,24900000000.0,1140000000.0,6.366,-87.83
3.7e-10,1.75e-05,1.8e-05,0.00955,24900000000.0,1150000000.0,6.346,-87.3
3.7e-10,1.75e-05,1.85e-05,0.00955,24800000000.0,1160000000.0,6.321,-88.32
3.7e-10,1.75e-05,1.9e-05,0.00955,24700000000.0,1150000000.0,6.297,-87.49
3.7e-10,1.75e-05,1.95e-05,0.00955,24700000000.0,1150000000.0,6.271,-87.33
3.7e-10,1.75e-05,2e-05,0.00955,24600000000.0,1140000000.0,6.25,-87.67
3.7e-10,1.75e-05,2.05e-05,0.00955,24600000000.0,1130000000.0,6.218,-87.26
3.7e-10,1.75e-05,2.1e-05,0.00955,24500000000.0,1120000000.0,6.183,-87.24
3.7e-10,1.75e-05,2.15e-05,0.00955,24500000000.0,1120000000.0,6.15,-77.92
3.7e-10,1.75e-05,2.2e-05,0.00955,24400000000.0,1090000000.0,6.117,-87.48
3.7e-10,1.75e-05,2.25e-05,0.00955,24400000000.0,1080000000.0,6.082,-89.26
3.7e-10,1.75e-05,2.3e-05,0.00955,24300000000.0,1080000000.0,6.041,-86.78
3.7e-10,1.75e-05,2.35e-05,0.00955,24300000000.0,1050000000.0,5.997,-87.7
3.7e-10,1.75e-05,2.4e-05,0.00955,24300000000.0,1040000000.0,5.953,-87.95
3.7e-10,1.75e-05,2.45e-05,0.00955,24300000000.0,1010000000.0,5.905,-87.99
3.7e-10,1.75e-05,2.5e-05,0.00955,24200000000.0,985000000.0,5.851,-87.82
3.7e-10,1.75e-05,2.55e-05,0.00955,24200000000.0,940000000.0,5.799,-87.04
3.7e-10,1.75e-05,2.6e-05,0.00955,24200000000.0,911000000.0,5.742,-87.03
3.7e-10,1.75e-05,2.65e-05,0.00955,24200000000.0,892000000.0,5.684,-90.96
3.7e-10,1.75e-05,2.7e-05,0.00955,24200000000.0,857000000.0,5.617,-77.86
3.7e-10,1.75e-05,2.75e-05,0.00955,24200000000.0,836000000.0,5.556,-86.97
3.7e-10,1.75e-05,2.8e-05,0.00955,24200000000.0,792000000.0,5.488,-86.95
3.7e-10,1.75e-05,2.85e-05,0.00955,24200000000.0,757000000.0,5.417,-87.47
3.7e-10,1.75e-05,2.9e-05,0.00955,24100000000.0,694000000.0,5.339,-85.87
3.7e-10,1.75e-05,2.95e-05,0.00955,24200000000.0,657000000.0,5.266,-89.75
3.7e-10,1.75e-05,3e-05,0.00955,24200000000.0,624000000.0,5.187,-88.46
3.7e-10,1.8e-05,1e-05,0.00949,26000000000.0,981000000.0,6.377,-90.12
3.7e-10,1.8e-05,5e-06,0.00949,27200000000.0,689000000.0,6.224,-90.16
3.7e-10,1.8e-05,5.5e-06,0.00949,27100000000.0,721000000.0,6.244,-91.77
3.7e-10,1.8e-05,6e-06,0.00949,26900000000.0,760000000.0,6.267,-91.58
3.7e-10,1.8e-05,6.5e-06,0.00949,26800000000.0,763000000.0,6.291,-90.83
3.7e-10,1.8e-05,7e-06,0.00949,26700000000.0,816000000.0,6.308,-90.61
3.7e-10,1.8e-05,7.5e-06,0.00949,26600000000.0,862000000.0,6.326,-90.11
3.7e-10,1.8e-05,8e-06,0.00949,26400000000.0,877000000.0,6.338,-100.1
3.7e-10,1.8e-05,8.5e-06,0.00949,26300000000.0,905000000.0,6.351,-96.07
3.7e-10,1.8e-05,9e-06,0.00949,26200000000.0,911000000.0,6.363,-89.68
3.7e-10,1.8e-05,9.5e-06,0.00949,26100000000.0,947000000.0,6.37,-90.17
3.7e-10,1.8e-05,1.05e-05,0.00949,25900000000.0,978000000.0,6.385,-89.0
3.7e-10,1.8e-05,1.1e-05,0.00949,25800000000.0,1020000000.0,6.388,-88.59
3.7e-10,1.8e-05,1.15e-05,0.00949,25700000000.0,1030000000.0,6.389,-89.08
3.7e-10,1.8e-05,1.2e-05,0.00949,25600000000.0,1040000000.0,6.388,-89.64
3.7e-10,1.8e-05,1.25e-05,0.00949,25500000000.0,1060000000.0,6.39,-103.8
3.7e-10,1.8e-05,1.3e-05,0.00949,25400000000.0,1070000000.0,6.384,-89.46
3.7e-10,1.8e-05,1.35e-05,0.00949,25300000000.0,1090000000.0,6.379,-88.94
3.7e-10,1.8e-05,1.4e-05,0.00949,25200000000.0,1090000000.0,6.376,-89.99
3.7e-10,1.8e-05,1.45e-05,0.00949,25100000000.0,1100000000.0,6.371,-88.25
3.7e-10,1.8e-05,1.5e-05,0.00949,25000000000.0,1110000000.0,6.361,-88.74
3.7e-10,1.8e-05,1.55e-05,0.00949,25000000000.0,1120000000.0,6.347,-88.37
3.7e-10,1.8e-05,1.6e-05,0.00949,24900000000.0,1130000000.0,6.332,-88.58
3.7e-10,1.8e-05,1.65e-05,0.00949,24800000000.0,1120000000.0,6.322,-88.96
3.7e-10,1.8e-05,1.7e-05,0.00949,24700000000.0,1130000000.0,6.305,-87.68
3.7e-10,1.8e-05,1.75e-05,0.00949,24700000000.0,1130000000.0,6.289,-88.4
3.7e-10,1.8e-05,1.8e-05,0.00949,24600000000.0,1140000000.0,6.264,-88.26
3.7e-10,1.8e-05,1.85e-05,0.00949,24500000000.0,1130000000.0,6.247,-90.41
3.7e-10,1.8e-05,1.9e-05,0.00949,24500000000.0,1130000000.0,6.219,-88.24
3.7e-10,1.8e-05,1.95e-05,0.00949,24400000000.0,1130000000.0,6.199,-88.31
3.7e-10,1.8e-05,2e-05,0.00949,24400000000.0,1110000000.0,6.166,-88.37
3.7e-10,1.8e-05,2.05e-05,0.00949,24300000000.0,1120000000.0,6.141,-88.23
3.7e-10,1.8e-05,2.1e-05,0.00949,24300000000.0,1110000000.0,6.109,-90.85
3.7e-10,1.8e-05,2.15e-05,0.00949,24200000000.0,1100000000.0,6.076,-88.43
3.7e-10,1.8e-05,2.2e-05,0.00949,24200000000.0,1090000000.0,6.04,-88.78
3.7e-10,1.8e-05,2.25e-05,0.00949,24100000000.0,1080000000.0,5.998,-88.54
3.7e-10,1.8e-05,2.3e-05,0.00949,24100000000.0,1060000000.0,5.958,-89.31
3.7e-10,1.8e-05,2.35e-05,0.00949,24100000000.0,1050000000.0,5.914,-87.91
3.7e-10,1.8e-05,2.4e-05,0.00949,24000000000.0,1020000000.0,5.867,-90.56
3.7e-10,1.8e-05,2.45e-05,0.00949,24000000000.0,983000000.0,5.82,-88.06
3.7e-10,1.8e-05,2.5e-05,0.00949,24000000000.0,959000000.0,5.768,-87.96
3.7e-10,1.8e-05,2.55e-05,0.00949,24000000000.0,950000000.0,5.712,-90.24
3.7e-10,1.8e-05,2.6e-05,0.00949,23900000000.0,932000000.0,5.655,-90.71
3.7e-10,1.8e-05,2.65e-05,0.00949,23900000000.0,878000000.0,5.596,-87.78
3.7e-10,1.8e-05,2.7e-05,0.00949,23900000000.0,848000000.0,5.533,-87.77
3.7e-10,1.8e-05,2.75e-05,0.00949,23900000000.0,822000000.0,5.462,-86.54
3.7e-10,1.8e-05,2.8e-05,0.00949,23900000000.0,802000000.0,5.398,-89.23
3.7e-10,1.8e-05,2.85e-05,0.00949,23900000000.0,760000000.0,5.328,-87.64
3.7e-10,1.8e-05,2.9e-05,0.00949,23900000000.0,716000000.0,5.255,-87.67
3.7e-10,1.8e-05,2.95e-05,0.00949,23900000000.0,680000000.0,5.177,-88.22
3.7e-10,1.8e-05,3e-05,0.00949,23900000000.0,633000000.0,5.1,-87.47
3.7e-10,1.85e-05,1e-05,0.00944,25700000000.0,942000000.0,6.293,-89.76
3.7e-10,1.85e-05,5e-06,0.00944,26900000000.0,678000000.0,6.126,-91.39
3.7e-10,1.85e-05,5.5e-06,0.00944,26800000000.0,664000000.0,6.152,-103.3
3.7e-10,1.85e-05,6e-06,0.00944,26700000000.0,762000000.0,6.175,-93.56
3.7e-10,1.85e-05,6.5e-06,0.00944,26500000000.0,797000000.0,6.195,-77.85
3.7e-10,1.85e-05,7e-06,0.00944,26400000000.0,808000000.0,6.214,-96.96
3.7e-10,1.85e-05,7.5e-06,0.00944,26300000000.0,829000000.0,6.236,-90.75
3.7e-10,1.85e-05,8e-06,0.00944,26200000000.0,868000000.0,6.25,-93.14
3.7e-10,1.85e-05,8.5e-06,0.00944,26100000000.0,894000000.0,6.263,-88.2
3.7e-10,1.85e-05,9e-06,0.00944,25900000000.0,896000000.0,6.276,-89.88
3.7e-10,1.85e-05,9.5e-06,0.00944,25800000000.0,936000000.0,6.285,-90.15
3.7e-10,1.85e-05,1.05e-05,0.00944,25600000000.0,978000000.0,6.297,-91.21
3.7e-10,1.85e-05,1.1e-05,0.00944,25500000000.0,990000000.0,6.301,-91.04
3.7e-10,1.85e-05,1.15e-05,0.00944,25400000000.0,1010000000.0,6.307,-89.12
3.7e-10,1.85e-05,1.2e-05,0.00944,25300000000.0,1020000000.0,6.307,-89.22
3.7e-10,1.85e-05,1.25e-05,0.00944,25200000000.0,1050000000.0,6.304,-90.01
3.7e-10,1.85e-05,1.3e-05,0.00944,25100000000.0,1050000000.0,6.304,-89.94
3.7e-10,1.85e-05,1.35e-05,0.00944,25100000000.0,1070000000.0,6.298,-98.48
3.7e-10,1.85e-05,1.4e-05,0.00944,25000000000.0,1080000000.0,6.293,-90.32
3.7e-10,1.85e-05,1.45e-05,0.00944,24900000000.0,1080000000.0,6.287,-89.96
3.7e-10,1.85e-05,1.5e-05,0.00944,24800000000.0,1090000000.0,6.278,-89.08
3.7e-10,1.85e-05,1.55e-05,0.00944,24700000000.0,1110000000.0,6.263,-89.51
3.7e-10,1.85e-05,1.6e-05,0.00944,24600000000.0,1110000000.0,6.249,-89.74
3.7e-10,1.85e-05,1.65e-05,0.00944,24600000000.0,1110000000.0,6.24,-89.84
3.7e-10,1.85e-05,1.7e-05,0.00944,24500000000.0,1110000000.0,6.222,-90.44
3.7e-10,1.85e-05,1.75e-05,0.00944,24400000000.0,1120000000.0,6.202,-89.87
3.7e-10,1.85e-05,1.8e-05,0.00944,24400000000.0,1130000000.0,6.183,-92.31
3.7e-10,1.85e-05,1.85e-05,0.00944,24300000000.0,1120000000.0,6.161,-88.99
3.7e-10,1.85e-05,1.9e-05,0.00944,24200000000.0,1120000000.0,6.139,-89.53
3.7e-10,1.85e-05,1.95e-05,0.00944,24200000000.0,1120000000.0,6.109,-97.95
3.7e-10,1.85e-05,2e-05,0.00944,24100000000.0,1110000000.0,6.086,-89.02
3.7e-10,1.85e-05,2.05e-05,0.00944,24100000000.0,1100000000.0,6.054,-88.99
3.7e-10,1.85e-05,2.1e-05,0.00944,24000000000.0,1100000000.0,6.024,-89.42
3.7e-10,1.85e-05,2.15e-05,0.00944,24000000000.0,1080000000.0,5.984,-89.38
3.7e-10,1.85e-05,2.2e-05,0.00944,23900000000.0,1090000000.0,5.953,-89.66
3.7e-10,1.85e-05,2.25e-05,0.00944,23900000000.0,1070000000.0,5.91,-89.0
3.7e-10,1.85e-05,2.3e-05,0.00944,23900000000.0,1050000000.0,5.865,-88.92
3.7e-10,1.85e-05,2.35e-05,0.00944,23800000000.0,1040000000.0,5.824,-88.69
3.7e-10,1.85e-05,2.4e-05,0.00944,23800000000.0,1000000000.0,5.773,-88.84
3.7e-10,1.85e-05,2.45e-05,0.00944,23800000000.0,976000000.0,5.729,-88.97
3.7e-10,1.85e-05,2.5e-05,0.00944,23800000000.0,975000000.0,5.67,-87.12
3.7e-10,1.85e-05,2.55e-05,0.00944,23700000000.0,942000000.0,5.623,-96.12
3.7e-10,1.85e-05,2.6e-05,0.00944,23700000000.0,916000000.0,5.557,-87.04
3.7e-10,1.85e-05,2.65e-05,0.00944,23700000000.0,886000000.0,5.504,-96.76
3.7e-10,1.85e-05,2.7e-05,0.00944,23700000000.0,869000000.0,5.435,-90.86
3.7e-10,1.85e-05,2.75e-05,0.00944,23700000000.0,827000000.0,5.367,-100.8
3.7e-10,1.85e-05,2.8e-05,0.00944,23700000000.0,788000000.0,5.304,-88.39
3.7e-10,1.85e-05,2.85e-05,0.00944,23700000000.0,769000000.0,5.23,-89.5
3.7e-10,1.85e-05,2.9e-05,0.00944,23700000000.0,719000000.0,5.152,-101.1
3.7e-10,1.85e-05,2.95e-05,0.00944,23700000000.0,689000000.0,5.077,-94.08
3.7e-10,1.9e-05,1e-05,0.00938,25500000000.0,945000000.0,6.2,-90.56
3.7e-10,1.9e-05,5e-06,0.00938,26600000000.0,620000000.0,6.023,-90.09
3.7e-10,1.9e-05,5.5e-06,0.00938,26500000000.0,682000000.0,6.052,-95.07
3.7e-10,1.9e-05,6e-06,0.00938,26400000000.0,734000000.0,6.077,-91.87
3.7e-10,1.9e-05,6.5e-06,0.00938,26300000000.0,760000000.0,6.096,-93.07
3.7e-10,1.9e-05,7e-06,0.00938,26100000000.0,772000000.0,6.12,-104.7
3.7e-10,1.9e-05,7.5e-06,0.00938,26000000000.0,843000000.0,6.136,-93.09
3.7e-10,1.9e-05,8e-06,0.00938,25900000000.0,869000000.0,6.153,-80.71
3.7e-10,1.9e-05,8.5e-06,0.00938,25800000000.0,895000000.0,6.167,-93.07
3.7e-10,1.9e-05,9e-06,0.00938,25700000000.0,889000000.0,6.181,-90.69
3.7e-10,1.9e-05,9.5e-06,0.00938,25600000000.0,943000000.0,6.191,-92.45
3.7e-10,1.9e-05,1.05e-05,0.00938,25400000000.0,969000000.0,6.206,-91.72
3.7e-10,1.9e-05,1.1e-05,0.00938,25300000000.0,972000000.0,6.212,-90.95
3.7e-10,1.9e-05,1.15e-05,0.00938,25200000000.0,1000000000.0,6.215,-90.26
3.7e-10,1.9e-05,1.2e-05,0.00938,25100000000.0,1010000000.0,6.215,-91.12
3.7e-10,1.9e-05,1.25e-05,0.00938,25000000000.0,1030000000.0,6.217,-90.13
3.7e-10,1.9e-05,1.3e-05,0.00938,24900000000.0,1050000000.0,6.212,-91.17
3.7e-10,1.9e-05,1.35e-05,0.00938,24800000000.0,1050000000.0,6.211,-89.97
3.7e-10,1.9e-05,1.4e-05,0.00938,24700000000.0,1070000000.0,6.203,-90.51
3.7e-10,1.9e-05,1.45e-05,0.00938,24600000000.0,1080000000.0,6.195,-91.41
3.7e-10,1.9e-05,1.5e-05,0.00938,24600000000.0,1090000000.0,6.185,-90.99
3.7e-10,1.9e-05,1.55e-05,0.00938,24500000000.0,1090000000.0,6.176,-91.36
3.7e-10,1.9e-05,1.6e-05,0.00938,24400000000.0,1100000000.0,6.164,-91.29
3.7e-10,1.9e-05,1.65e-05,0.00938,24300000000.0,1100000000.0,6.149,-89.75
3.7e-10,1.9e-05,1.7e-05,0.00938,24300000000.0,1100000000.0,6.135,-90.3
3.7e-10,1.9e-05,1.75e-05,0.00938,24200000000.0,1110000000.0,6.112,-90.67
3.7e-10,1.9e-05,1.8e-05,0.00938,24100000000.0,1120000000.0,6.094,-90.96
3.7e-10,1.9e-05,1.85e-05,0.00938,24100000000.0,1110000000.0,6.069,-92.32
3.7e-10,1.9e-05,1.9e-05,0.00938,24000000000.0,1100000000.0,6.048,-89.5
3.7e-10,1.9e-05,1.95e-05,0.00938,24000000000.0,1110000000.0,6.019,-90.37
3.7e-10,1.9e-05,2e-05,0.00938,23900000000.0,1100000000.0,5.993,-89.88
3.7e-10,1.9e-05,2.05e-05,0.00938,23900000000.0,1100000000.0,5.964,-90.78
3.7e-10,1.9e-05,2.1e-05,0.00938,23800000000.0,1080000000.0,5.931,-92.41
3.7e-10,1.9e-05,2.15e-05,0.00938,23800000000.0,1080000000.0,5.894,-89.77
3.7e-10,1.9e-05,2.2e-05,0.00938,23700000000.0,1070000000.0,5.852,-95.86
3.7e-10,1.9e-05,2.25e-05,0.00938,23700000000.0,1060000000.0,5.817,-105.7
3.7e-10,1.9e-05,2.3e-05,0.00938,23600000000.0,1050000000.0,5.775,-101.9
3.7e-10,1.9e-05,2.35e-05,0.00938,23600000000.0,1040000000.0,5.726,-89.62
3.7e-10,1.9e-05,2.4e-05,0.00938,23600000000.0,1030000000.0,5.677,-88.42
3.7e-10,1.9e-05,2.45e-05,0.00938,23600000000.0,976000000.0,5.633,-89.76
3.7e-10,1.9e-05,2.5e-05,0.00938,23500000000.0,956000000.0,5.581,-89.65
3.7e-10,1.9e-05,2.55e-05,0.00938,23500000000.0,947000000.0,5.521,-93.7
3.7e-10,1.9e-05,2.6e-05,0.00938,23500000000.0,906000000.0,5.466,-89.5
3.7e-10,1.9e-05,2.65e-05,0.00938,23500000000.0,901000000.0,5.405,-89.06
3.7e-10,1.9e-05,2.7e-05,0.00938,23500000000.0,859000000.0,5.342,-89.16
3.7e-10,1.9e-05,2.75e-05,0.00938,23400000000.0,833000000.0,5.267,-104.3
3.7e-10,1.9e-05,2.8e-05,0.00938,23400000000.0,819000000.0,5.203,-89.13
3.7e-10,1.9e-05,2.85e-05,0.00938,23400000000.0,781000000.0,5.129,-90.3
3.7e-10,1.9e-05,2.9e-05,0.00938,23400000000.0,741000000.0,5.059,-88.85
3.7e-10,1.9e-05,2.95e-05,0.00938,23400000000.0,707000000.0,4.98,-91.45
3.7e-10,1.9e-05,3e-05,0.00938,23400000000.0,667000000.0,4.897,-92.93
3.7e-10,1.95e-05,1e-05,0.00934,25200000000.0,915000000.0,6.102,-91.57
3.7e-10,1.95e-05,5e-06,0.00934,26400000000.0,603000000.0,5.915,-92.46
3.7e-10,1.95e-05,5.5e-06,0.00934,26300000000.0,651000000.0,5.941,-97.46
3.7e-10,1.95e-05,6e-06,0.00934,26100000000.0,725000000.0,5.968,-93.73
3.7e-10,1.95e-05,6.5e-06,0.00934,26000000000.0,741000000.0,5.993,-93.88
3.7e-10,1.95e-05,7e-06,0.00934,25900000000.0,777000000.0,6.015,-102.6
3.7e-10,1.95e-05,7.5e-06,0.00934,25800000000.0,828000000.0,6.034,-95.01
3.7e-10,1.95e-05,8e-06,0.00934,25700000000.0,816000000.0,6.055,-91.12
3.7e-10,1.95e-05,8.5e-06,0.00934,25600000000.0,863000000.0,6.069,-90.11
3.7e-10,1.95e-05,9e-06,0.00934,25500000000.0,879000000.0,6.083,-93.09
3.7e-10,1.95e-05,9.5e-06,0.00934,25300000000.0,913000000.0,6.093,-94.48
3.7e-10,1.95e-05,1.05e-05,0.00934,25100000000.0,967000000.0,6.11,-92.54
3.7e-10,1.95e-05,1.1e-05,0.00934,25000000000.0,984000000.0,6.115,-93.29
3.7e-10,1.95e-05,1.15e-05,0.00934,24900000000.0,1000000000.0,6.118,-93.43
3.7e-10,1.95e-05,1.2e-05,0.00934,24900000000.0,999000000.0,6.119,-92.85
3.7e-10,1.95e-05,1.25e-05,0.00934,24800000000.0,1020000000.0,6.121,-90.86
3.7e-10,1.95e-05,1.3e-05,0.00934,24700000000.0,1030000000.0,6.117,-92.63
3.7e-10,1.95e-05,1.35e-05,0.00934,24600000000.0,1050000000.0,6.115,-91.21
3.7e-10,1.95e-05,1.4e-05,0.00934,24500000000.0,1050000000.0,6.108,-92.55
3.7e-10,1.95e-05,1.45e-05,0.00934,24400000000.0,1060000000.0,6.101,-91.39
3.7e-10,1.95e-05,1.5e-05,0.00934,24300000000.0,1070000000.0,6.094,-91.59
3.7e-10,1.95e-05,1.55e-05,0.00934,24300000000.0,1080000000.0,6.08,-91.9
3.7e-10,1.95e-05,1.6e-05,0.00934,24200000000.0,1090000000.0,6.069,-92.13
3.7e-10,1.95e-05,1.65e-05,0.00934,24100000000.0,1090000000.0,6.057,-90.7
3.7e-10,1.95e-05,1.7e-05,0.00934,24100000000.0,1090000000.0,6.04,-92.82
3.7e-10,1.95e-05,1.75e-05,0.00934,24000000000.0,1090000000.0,6.019,-90.43
3.7e-10,1.95e-05,1.8e-05,0.00934,23900000000.0,1110000000.0,6.0,-91.93
3.7e-10,1.95e-05,1.85e-05,0.00934,23900000000.0,1100000000.0,5.974,-91.42
3.7e-10,1.95e-05,1.9e-05,0.00934,23800000000.0,1090000000.0,5.952,-90.88
3.7e-10,1.95e-05,1.95e-05,0.00934,23700000000.0,1090000000.0,5.926,-92.21
3.7e-10,1.95e-05,2e-05,0.00934,23700000000.0,1100000000.0,5.898,-90.67
3.7e-10,1.95e-05,2.05e-05,0.00934,23600000000.0,1090000000.0,5.867,-105.0
3.7e-10,1.95e-05,2.1e-05,0.00934,23600000000.0,1090000000.0,5.83,-91.12
3.7e-10,1.95e-05,2.15e-05,0.00934,23600000000.0,1070000000.0,5.793,-90.8
3.7e-10,1.95e-05,2.2e-05,0.00934,23500000000.0,1060000000.0,5.752,-92.56
3.7e-10,1.95e-05,2.25e-05,0.00934,23500000000.0,1060000000.0,5.716,-88.56
3.7e-10,1.95e-05,2.3e-05,0.00934,23400000000.0,1050000000.0,5.668,-88.65
3.7e-10,1.95e-05,2.35e-05,0.00934,23400000000.0,1020000000.0,5.63,-93.05
3.7e-10,1.95e-05,2.4e-05,0.00934,23400000000.0,1020000000.0,5.579,-90.13
3.7e-10,1.95e-05,2.45e-05,0.00934,23300000000.0,1000000000.0,5.531,-90.08
3.7e-10,1.95e-05,2.5e-05,0.00934,23300000000.0,969000000.0,5.479,-105.2
3.7e-10,1.95e-05,2.55e-05,0.00934,23300000000.0,944000000.0,5.422,-96.1
3.7e-10,1.95e-05,2.6e-05,0.00934,23300000000.0,920000000.0,5.363,-98.08
3.7e-10,1.95e-05,2.65e-05,0.00934,23300000000.0,897000000.0,5.294,-97.14
3.7e-10,1.95e-05,2.7e-05,0.00934,23300000000.0,868000000.0,5.236,-91.53
3.7e-10,1.95e-05,2.75e-05,0.00934,23200000000.0,860000000.0,5.166,-89.87
3.7e-10,1.95e-05,2.8e-05,0.00934,23200000000.0,815000000.0,5.1,-100.2
3.7e-10,1.95e-05,2.85e-05,0.00934,23200000000.0,778000000.0,5.019,-100.7
3.7e-10,1.95e-05,2.9e-05,0.00934,23200000000.0,759000000.0,4.95,-91.99
3.7e-10,1.95e-05,2.95e-05,0.00934,23200000000.0,723000000.0,4.874,-92.07
3.7e-10,1.95e-05,3e-05,0.00934,23200000000.0,668000000.0,4.794,-102.6
3.7e-10,2.05e-05,1e-05,0.00924,24800000000.0,910000000.0,5.891,-93.03
3.7e-10,2.05e-05,5e-06,0.00924,25900000000.0,621000000.0,5.679,-84.91
3.7e-10,2.05e-05,5.5e-06,0.00924,25800000000.0,668000000.0,5.713,-95.92
3.7e-10,2.05e-05,6e-06,0.00924,25700000000.0,697000000.0,5.743,-97.53
3.7e-10,2.05e-05,6.5e-06,0.00924,25600000000.0,690000000.0,5.771,-94.24
3.7e-10,2.05e-05,7e-06,0.00924,25400000000.0,726000000.0,5.796,-92.04
3.7e-10,2.05e-05,7.5e-06,0.00924,25300000000.0,764000000.0,5.818,-95.24
3.7e-10,2.05e-05,8e-06,0.00924,25200000000.0,804000000.0,5.837,-93.19
3.7e-10,2.05e-05,8.5e-06,0.00924,25100000000.0,831000000.0,5.854,-94.78
3.7e-10,2.05e-05,9e-06,0.00924,25000000000.0,863000000.0,5.868,-93.23
3.7e-10,2.05e-05,9.5e-06,0.00924,24900000000.0,902000000.0,5.882,-94.95
3.7e-10,2.05e-05,1.05e-05,0.00924,24700000000.0,917000000.0,5.9,-92.76
3.7e-10,2.05e-05,1.1e-05,0.00924,24600000000.0,939000000.0,5.906,-92.37
3.7e-10,2.05e-05,1.15e-05,0.00924,24500000000.0,973000000.0,5.913,-94.75
3.7e-10,2.05e-05,1.2e-05,0.00924,24400000000.0,985000000.0,5.915,-94.23
3.7e-10,2.05e-05,1.25e-05,0.00924,24300000000.0,1000000000.0,5.917,-94.91
3.7e-10,2.05e-05,1.3e-05,0.00924,24300000000.0,1020000000.0,5.915,-94.71
3.7e-10,2.05e-05,1.35e-05,0.00924,24200000000.0,1020000000.0,5.91,-92.53
3.7e-10,2.05e-05,1.4e-05,0.00924,24100000000.0,1040000000.0,5.906,-94.47
3.7e-10,2.05e-05,1.45e-05,0.00924,24000000000.0,1050000000.0,5.897,-93.95
3.7e-10,2.05e-05,1.5e-05,0.00924,23900000000.0,1050000000.0,5.889,-92.17
3.7e-10,2.05e-05,1.55e-05,0.00924,23900000000.0,1070000000.0,5.878,-93.0
3.7e-10,2.05e-05,1.6e-05,0.00924,23800000000.0,1070000000.0,5.865,-93.2
3.7e-10,2.05e-05,1.65e-05,0.00924,23700000000.0,1070000000.0,5.851,-91.96
3.7e-10,2.05e-05,1.7e-05,0.00924,23700000000.0,1090000000.0,5.831,-91.97
3.7e-10,2.05e-05,1.75e-05,0.00924,23600000000.0,1090000000.0,5.811,-92.28
3.7e-10,2.05e-05,1.8e-05,0.00924,23500000000.0,1090000000.0,5.792,-93.71
3.7e-10,2.05e-05,1.85e-05,0.00924,23500000000.0,1090000000.0,5.767,-91.13
3.7e-10,2.05e-05,1.9e-05,0.00924,23400000000.0,1100000000.0,5.74,-91.08
3.7e-10,2.05e-05,1.95e-05,0.00924,23400000000.0,1080000000.0,5.712,-92.42
3.7e-10,2.05e-05,2e-05,0.00924,23300000000.0,1090000000.0,5.689,-92.05
3.7e-10,2.05e-05,2.05e-05,0.00924,23300000000.0,1090000000.0,5.653,-93.09
3.7e-10,2.05e-05,2.1e-05,0.00924,23200000000.0,1080000000.0,5.623,-87.75
3.7e-10,2.05e-05,2.15e-05,0.00924,23200000000.0,1070000000.0,5.586,-96.5
3.7e-10,2.05e-05,2.2e-05,0.00924,23100000000.0,1060000000.0,5.541,-91.19
3.7e-10,2.05e-05,2.25e-05,0.00924,23100000000.0,1040000000.0,5.506,-93.79
3.7e-10,2.05e-05,2.3e-05,0.00924,23000000000.0,1030000000.0,5.46,-96.28
3.7e-10,2.05e-05,2.35e-05,0.00924,23000000000.0,1030000000.0,5.405,-89.73
3.7e-10,2.05e-05,2.4e-05,0.00924,23000000000.0,1010000000.0,5.359,-92.97
3.7e-10,2.05e-05,2.45e-05,0.00924,23000000000.0,993000000.0,5.303,-89.52
3.7e-10,2.05e-05,2.5e-05,0.00924,22900000000.0,979000000.0,5.256,-88.16
3.7e-10,2.05e-05,2.55e-05,0.00924,22900000000.0,948000000.0,5.192,-89.52
3.7e-10,2.05e-05,2.6e-05,0.00924,22900000000.0,934000000.0,5.13,-88.92
3.7e-10,2.05e-05,2.65e-05,0.00924,22900000000.0,931000000.0,5.069,-89.96
3.7e-10,2.05e-05,2.7e-05,0.00924,22900000000.0,888000000.0,5.004,-95.32
3.7e-10,2.05e-05,2.75e-05,0.00924,22800000000.0,880000000.0,4.94,-92.25
3.7e-10,2.05e-05,2.8e-05,0.00924,22800000000.0,832000000.0,4.87,-92.28
3.7e-10,2.05e-05,2.85e-05,0.00924,22800000000.0,815000000.0,4.795,-92.98
3.7e-10,2.05e-05,2.9e-05,0.00924,22800000000.0,785000000.0,4.721,-90.31
